reply_id,reply_status_id,reply_member_id,reply_date,reply_content
310,2396,6113,1373515511,Have you tried contacting Noyles&#39; group
311,855,1986,1374596006,Niggers tongue my anus<br />
312,2271,16,1374618339,Bonapartist.<br />Hurr hurr late reply.
313,2420,6122,1375381462,I just find that chant by the British antifas hilarious for some reason. <br /><br />But I thought you disliked the BNP?
314,2413,2075,1375527284,No problem0
315,2392,5343,1376252610,"Muito boa , alias , desculpa por estar respondendo isso dois meses depois haha Ã© que achei que eu iria ser notificado de algum modo quando recebesse uma mensagem , vou atÃ© resolver isso depois. Quando acrescentar me envia , porque me interesso muito por BM desse tipo , ainda mais se for &quot;one man band&quot; , eu iria comeÃ§ar com algo nessa linha mas tive uns problemas hÃ¡ um tempinho atrÃ¡s , pretendo retomar daqui a um tempo , qualquer coisa eu posto aqui notei que tem um pessoal que curte BM. "
316,2418,6113,1376885110,"Well Race, Culture and Language are all a part of History."
317,2271,6113,1376885171,"Yes this profile feed thing has  no feedback apprently, no notification.<br /><br />Either that or it&#39;s just unreliable."
318,2418,16,1376955483,Ah but isn&#39;t history meant as the result of actions upon actions within which race culture and language play a role?
319,2418,5779,1376958950,"We can take your idea to an extreme in order to examine what you mean. Do you mean to say, for example, that a group of people with no common race, culture, or language, can, by the course of historical events, be forged into a nation? Interesting thought.<br /><br />BTW, how do I change my user title? Somebody changed it for me, can&#39;t seem to change it. Thx"
320,2418,6117,1377035475,"History is made by the culture, Language, and race."
321,2426,6217,1377449051,"Sorry, But no, I took the title from a Would-be kick boxer here in Seattle."
322,2424,6113,1377468938,"Fascism is Progress, Fascism is the only Way Foreward for the Principled man, there can be no substitutions or half measured conservatism, it has failed us and the only Solution is a revolutionary response."
323,2426,7,1377470039,ok cheers
324,2428,1558,1377550366,Was that the sound of you eating another frog?
326,2393,6115,1377900811,"Peste Noire (not NS, but good nationalist band), Burzum in the metal albums, M8L8TH, Der StÃ¼rmer."
327,2435,821,1377922568,Ching chong potato
328,2435,6115,1378001432,ching ling how long have you been a hikikomori?
329,2440,6096,1378670207,Dafuq does that mean?<br />
330,2440,6218,1378673659,DonÂ´t get smart on me boy&#33;<br /><br />http://www.urbandictionary.com/define.php?term=dego<br /><br />
331,2441,6096,1378739708,NÃ£o. De maneira nenhuma. Sinto que apenas representava os interesses das altas classes e nunca os interesses das mais baixas.
332,2441,6115,1378749441,"Ah sim, entendo. De fato os Estado Novo foi apenas uma reaÃ§Ã£o de proteÃ§Ã£o a onda de comunistas que enfestava a ibÃ©ria. Ã‰ que de certa forma, os &quot;fascistas&quot; tendem a adorar qualquer lÃ­der reacionÃ¡rio que foi contra o comunismo como Salazar, Franco, etc. Mesmo sendo contraditÃ³rio com a ideologia. Enfim, como andam as coisas por aÃ­?"
333,2444,132,1378985288,Don&#39;t bother.
334,2446,16,1379044394,Do go on.<br />Still a fan of Metternich though?
336,2422,130,1379875727,"I will always remember you with that song, brother. Rest in peace."
337,2434,6258,1379890469,We can use blacks to our advantage and defeat the Jews. <br />
338,2435,821,1381024564,huh<br />
339,1216,274,1381190838,LOL
340,2446,281,1381371401,"Sorry I just noticed that, but yes, still a fan of Metternich.  What I like about integralism though is that it holds society and the nation as a sacred thing.  Also like that Maurras, the founder was also a supporter of monarchy"
343,2465,6254,1385348179,Better a nationalist than a faggot.
344,2495,6554,1387308422,"Only a Jew doesn&#39;t want to be questioned, fuck this site."
345,2498,2220,1387525995,Welcome back
346,2498,6322,1387769819,"Welcome back, mandra."
349,2500,6322,1388819546,How was your New Year&#39;s Eve?
350,2505,4,1389630634,I hope it&#39;s nothing serious.
351,2464,101,1389737241,&gt;German<br />&gt;Implying white<br />&gt;Implying I wouldn&#39;t rather be Swahili than Germanic
355,2500,2220,1390360058,"That went well, actually; did not overdo it. It was rather low key. You?"
356,2500,6322,1390643982,Same here.
357,2500,2220,1390670698,Very good<br />
358,2505,353,1390929671,I survived.
359,2516,7428,1391104413,the topic:<br />http://freetexthost.com/ortohygbng
361,2519,6168,1393321942,wut
363,2397,1558,1394425886,Ya muh niger XD :----DD
364,2528,168,1395685446,absolutely
367,2544,2220,1399866435,2 Euphoric 2 B 4got<br />https://warosu.org/data/jp/img/0114/09/1379040300830.gif
368,2544,1558,1399878517,*Tips le astral fedora*
370,2534,2306,1403389897,Lol good luck with that lmao
371,2551,2306,1403390444,"Finnish war 1808-1809, nevar evar forget you Swedish noble."
372,2534,353,1403390848,you are also trying right? I see that you should try harder
373,2534,2306,1403391104,"HEY FINLAND WHITE, WHITE AS RICE"
374,2551,1558,1403648068,But we can unite on one thing: Fuck the russians.
375,2555,1558,1403993852,XDD
376,2558,7846,1404004594,BWC TERROR MACHINE&#33;
388,2566,1986,1408991995,my nigga my nigga
383,2578,7481,1408150787,Alexander Slavros is away atm and all the other admins are lazy cunts.
389,2595,7719,1410218267,&gt;More loyal to pope than nation &gt;lolwat
390,2595,6168,1410550670,&gt;papists<br />&gt;white
391,2595,1558,1410562912,Not even brown
392,2600,1558,1410718366,Me 2
393,2547,7958,1410758476,Self control + enjoying the life = a life way better than mindless hedonism.<br />Not to mention you&#39;ll live longer too&#33;
394,2584,6274,1410851970,what were you expecting?
397,2608,6113,1411026428,Quit being a defeatist pussy.<br />What you read stuff on here for a week and then fuck off and say &quot;woe is me all is lost&quot;<br />If the fight is unwinnable its only because nobody even tried.
396,2602,6113,1411026138,Not really no.
398,2608,7958,1411044250,I was here a few years ago actually with a similar name. I just need to get my shit together so I can be actually useful. 
399,2616,2,1412192529,:):):)::):):):)::):):)::):):):):):)
400,2618,1558,1413835842,:DDDD SPURDO SPÃ„RDE XDDDDD :----DDD
402,2513,8184,1416855795,Please can I bet validated? 
404,2638,8264,1419050377,Thank you for being familiar with history. 
406,2662,281,1423513738,So you&#39;re saying no Swede can be fascist?
407,2662,1558,1423582213,i bet you&#39;re only 2 inches
408,2666,7643,1424150348,Hi there :)
409,2505,7757,1424271645,coisa de branco
410,2675,7816,1426804014,The hell I am. I tango core like a boss
411,2675,7757,1426873969,bitch I&#39;ll cinghiamattanza your ass up
412,2662,2075,1427166247,8.5 inches checking in. I am confirmed Fascist finally :DDDDDDDDDDDD
413,2662,1558,1427215087,Gz :))
414,2662,9144,1428430514,"Agreed. We should form our own 8+ inches battalion. In fact, that is how the ruling elite of our new state should be chosen."
415,2662,1558,1428434510,I agree fully. Myself having a proud 22 incher I nominate myself as FÃ¼hrer heil BWC
416,2662,9144,1428435444,inb4 the esoteric traditions of penile displays in asserting dominance becomes next antimony group research project. 
417,2662,1558,1428466117,i will never share my secrets for huge massive dick sorry
511,2848,7424,1443762397,Let&#39;s make out and burn down a bank
419,2609,7636,1430386934,Agreed
420,2697,7636,1430683831,No Frank
421,2694,6149,1430862868,"Yes, I&#39;m a &#39;Fayeian&#39; so to speak. "
422,2609,6113,1430881362,kek Profile feed is so pointless
423,2694,6165,1430983839,Which of his have you read? 
424,2694,6149,1430994477,"&#39;Why We Fight&#39;, &#39;Archeofuturism&#39;, &#39;Convergence of Catastrophes&#39; and &#39;Sex and Deviance.&#39; As well as as number of articles. "
425,2694,6165,1431041251,"The man is quite the visionary I may add, hes certainly one of my profound influences and I cannot see how his ideas wont mold the political arena in the time to come. Do you follow his blog?"
426,2694,6149,1431088098,"You mean &#39;J&#39;ai tout compris&#39;? As much as my limited French allows me to&#33; But yes, he&#39;s essentially my Marx. "
427,2694,6165,1431300162,"Yes, thankfully I&#39;ve access to a decent translator anyhow, though my command of the language is fairly decent. In my opinion, Faye and the New Right are the life force that 21st century fascism so desperately needs, we need to grasp the new European imperative, the harmony of the appollonian and dionysian presented in his thesis, the Nietzschean reaffirmation, the recognition of the inner archaic within the endless tragedy that is spherical history. "
428,2694,6165,1431300178,This forum may ban me soon I may add.
429,2694,6149,1431379171,"Indeed, I&#39;m with you on that; the European New Right is the future of inegalitarian thought. And that&#39;ll hardly be a loss. "
430,2707,6113,1431528967,You don&#39;t have a girlfriend do you?
432,2707,6165,1431682491,I dont. Why would it matter? <br />
433,2694,6165,1431682571,"Lest we be at the risk of dilution from philistines, luddites, and shams that is. "
434,2694,6165,1431682615,"Its the 21st century imperative that the fascist movement needs to embrace, lest it wish to subsist. "
435,2707,9186,1432029561,"Thank you for that display of ignorance, i suspect you have founded this evidence on your experience which of course i cant blame you for. <br />I cant speak for women kind but i certainly have my place in the facist movement, keep your eye out. <br />"
437,2698,2170,1432051589,I thought communism was supposed to be about love and tolerance...
438,2714,6165,1432281206,spergalicious
439,2715,281,1432301266,When was the last time you were with a women?
440,2715,281,1432301577,"Better question, when was the last time you talked to one face to face?"
441,2695,7543,1432364172,"Yep, Quisling is one of my personal heroes. By far the most prominent norwegian fascist and an all around great man."
442,2720,9497,1432411126,"Hello, I hope I will enjoy my experiences on this form."
445,2658,1558,1432754787,Oj nej
446,2726,9152,1432884404,Are you from LA? 
447,2731,9491,1433126163,I don&#39;t live in Cali (I have stayed there before. I live sorta in the Southwest.
448,2726,7757,1433437881,Sorta
449,2731,7757,1433437905,Texas then?
450,2733,9174,1433498002,"Thanks, you do know it don&#39;t you?"
451,2734,9504,1433556585,"Fuck, yeah. Minor Threat, Black Flag, and Final War are my shit&#33;"
452,2726,9152,1433816563,"I live in the Jewish part, you?"
453,2732,8346,1433859199,"I&#39;m not sure what it&#39;s called, but it&#39;s by William Blake. I like it too, makes you think of the &#39;solar race&#39; and all that"
454,2734,7757,1434040953,Minor Threat is the shit
455,2726,7757,1434040978,North Hollywood? Whenever I&#39;m in LA I stay at sfv
456,2736,9149,1434155377, Â¡Te habla es el hampaa&#33;
459,2740,9531,1435480377,I doubt anybody will fuck them. 
460,2743,8232,1435544394,"On days like these, I say &quot;it can&#39;t happen sooner.&quot;"
461,2743,7600,1435624413,Yes it is my friend ;). 
462,2745,293,1435768534,"ha, if i wasnt so lazy I would make a header quote with the base image"
463,2417,7600,1436213235,"ur a dingus, why you change your name so much :?"
464,2417,288,1436216489,"Muh tradition, goy"
466,2747,7600,1436256264,Boots up your arse
467,2747,9531,1436269695,"It sure was a waste of time, if you ask me. I mean holy crap they only talk about the petty issue of the now. It&#39;s boring."
468,2748,6113,1436305245,Hi
476,2762,9548,1437408703,it it what i think is the perfect poem
470,2436,9548,1436976298,^-^
471,2436,9548,1436976315,that was beautiful
472,2697,1558,1437087862,I am Hell
478,2671,7,1438183835,"Yes post your facebook, skype, or email address and I can contact you."
477,689,9548,1437762961,tru dat comrade
480,2556,353,1438987794,I discover this the hard way
483,2535,9548,1440634939,what is the primary purpose of this?
488,2800,9617,1441717548,"norte de portugal. <br />sim, tenho skype. porquÃª?"
489,2800,7757,1442274228,"A comunidade lusofÃ´nica desse fÃ³rum Ã© pequena, agora que jÃ¡ somos quatro membros ativos [dois brasileiros e dois portugueses] poderÃ­amos criar um chat ou algo do gÃªnero. "
490,2809,9174,1442485744,Oh aye&#33; :)
491,2809,9548,1442671151,the pug life is great no ;)
492,2815,7346,1442783836,"Don&#39;t know, don&#39;t care."
493,2827,9304,1443024761,Oy Vey&#33; Like anotha Shoah&#33;  
494,2827,9655,1443027417,How dare you not give me my 6 gazillion shekels&#33;
497,2832,6322,1443213384,Nah. Romanian from the cradle to the grave.
496,2823,9655,1443060806,yeh yeh yeh 
499,2832,9548,1443214105,ive never really understood the difference between Catholicism and Orthodoxy except that Orthodoxy seems more pure and unsullied by the bulllshit liberal value system
500,2832,6322,1443279615,"http://i.imgur.com/FbG9QR3.jpg The Orthodox Church is the legitimate continuant of the united Roman Church. Aside differences in Christian Tradition(which are quite significant by themselves), the Catholics have significant differences in dogma and theology, the two largest ones being their &#39;rationalism&#39; which has given birth to materialism(as opposed to Orthodox mysticism) and their supremacist, centralized view on the Church. Orthodoxy is by its very nature nationalist, in that it r..."
501,2832,9548,1443282848,how do you feel about bozgors and and how do you plan on destroying them?
503,2832,6322,1443284818,I would try to forge a dialect for them as to not identify with the rest of Hungardom and convert them to Orthodoxy. 
505,2832,9548,1443300764,and deport them?
506,2832,6322,1443305427,"Nope, integrate them into Romanian society."
507,2832,9548,1443307539,but they cant race mix right?
508,2832,6322,1443376240,They might as well. there is no proper Hungarian nation. There are only Romanians and Slavs that have been forced by a small Altaic elite to adopt their tongue.
509,2847,1558,1443757688,It is very based
510,2847,9655,1443757888,Charles V got rekt at Diet of Worms. Shots fired by the great Martin Luther
512,2848,7816,1443762460,marry me
513,2848,7424,1443762586,DA
514,2848,7816,1443762719,the revolution demands our holy matrimony
515,2850,7424,1443887683,Only if they are free range and organic &gt;:]
519,2850,7424,1444166596,they&#39;re full shit i will fix that
572,2883,2220,1447462482,lol. I like it whenever Ram Z Paul says that stuff
517,2848,7643,1443924742,Che did nothing wrong 88 
518,2850,9503,1444021181,did you block me or are your PM&#39;s full? 
577,2908,9795,1451446958,"I lol&#39;d at what your ideology is set as, 10/10"
522,2547,104,1444657868,Drink like Viking&#33;
523,2547,2220,1444708842,"I have been dong that too much lately, Bato, lol"
524,2848,6113,1444762681,Conflicted Feels about Klaus Barbies hand in Killing Based Che.
525,2816,9698,1445600751,Shto?&#33; Moya &quot;shitskin&quot; kraseevoya. Etha zolotho. Chornoye zolotho.
526,2816,9698,1445600780,*Etho
527,2859,9698,1445697937,My banter has been traumatized by the banterphobic news. You should&#39;ve added a wee trigger warning there m80. 
528,2864,6168,1445852204,same
529,2869,1558,1446583765,no
531,2859,9719,1446600261,I am new. Could you find a way to get my account approved so I can post?
532,2638,9719,1446600372,I am new. Could you find a way to get my account approved so I can post?
533,2671,9719,1446671871,I am a new member to the board. My account is still waiting activation so I can make an introductory thread and edit my profile.
534,2671,9719,1446693281,I hope you received my message above. I really like this forum and platform that you guys have here.
535,2858,9719,1446696820,Who&#39;s leg do I have to jump to get my account here validated? Seriously.....
536,2864,9719,1446696880,Who&#39;s leg do I have to jump to get my account here validated? Seriously.....
537,2810,9719,1446696996,Who&#39;s leg do I have to jump to get my account here validated? Seriously.....
538,2638,9719,1446697097,Who&#39;s leg do I have to jump to get my account here validated? Seriously.....
539,2864,9679,1446697478,Mine.
540,2858,8232,1446698418,"The Adminship will validate your account in short order, but these things aren&#39;t always instant."
542,2528,9719,1446700441,Can you find somebody to activate my account for me?
543,2836,9719,1446700516,Can you find somebody to activate my account for me?
544,2850,9719,1446700612,Can you find somebody to activate my account for me?
545,2620,9719,1446704332,I need my account activated. Can you help out?
546,2745,9719,1446712831,"I am trying to get my account approved by somebody here, can you help me?"
547,700,9149,1446730772,FUCK OFF
548,700,9149,1446730779,FUCK OF FAGGOT
551,649,9719,1446742045,I am trying to get my account activated here. Can you help me out?
552,2671,9719,1446743875,Can you please help me out here? I&#39;ve activated everything in my email and I have even emailed the administratorship here. Am I not doing what is required?
555,2748,9719,1446751403,Can you help me get my account activated? My account has been unactivated the last three days.
556,2862,9719,1446751489,Can you help me get my account activated? It&#39;s been unactivated the last three days now.
557,150,9719,1446752599,My account still hasn&#39;t been activated. Can you help me out?
558,2864,9719,1446770503,"*Laughs* Seriously, can you help me out? Create a thread in the lounge to help my predicament comrade. I really do want to participate in this forum as I have a lot of interesting ideas. "
559,2695,9719,1446770624,"I need my account approved so I can post, can you help me out? Can you find somebody to do so?"
560,2869,9719,1446770700,That&#39;s not very helpful. That&#39;s all you have to retort with?
561,2864,9679,1446770933,You&#39;ll have to wait until Monday. That&#39;s when new accounts are approved.
562,2864,9719,1446771131,"Til Monday? Ah, that sucks but I suppose nothing can be done about it. I&#39;ll wait patiently some more then I guess.<br /><br />"
563,2864,9719,1446771372,I wonder why they are slow to activate new memberships. I apologize for hijacking your message feed with my plight here. I hail from the U.S.S.A behind enemy Jewish lines.
565,627,9719,1446771533,I signed up to the forum three to four days ago. Is it true I have to wait a week until my account is activated?<br /><br />
566,2864,9679,1446771613,It&#39;s just what they do for the sake of efficiency. Every Monday.
567,2864,9719,1446771778,"Alright, thanks for the information. Pleasure to meet your acquaintance as well. "
568,2864,9679,1446771837,Sure thing.
569,2864,9719,1446787946,"So, I decided to register on Revleft forum to debate and criticize Marxism or Communism from a National Socialist perspective. Little did I realize that they have a ban on all fascists where their forum server is located in Germany. *Laughs* I give it less than twenty four hours that they ban me."
570,2864,9679,1446788159,"They also require every post to be looked over by mods before they allow it to be posted. Some of our guys tried to fuck with them, so we know their process."
571,2862,9655,1446839574,Wacha need m8?<br />
573,2886,68,1447722041,me
574,2887,9679,1448074253,*anticipation rises*
575,2900,9679,1450495020,"Yeah, mate&#33; Hope you don&#39;t mind the appropriation."
576,2883,1558,1450731445,https://www.youtube.com/watch?v=5Mfbs_I-fjE
579,2894,353,1453086869,gosto mto quer tc
580,2918,9149,1455726384,No soy indio pero aqui estoy carajo&#33;
581,2922,9503,1455937927,didnt even notice haha sorry 
582,2922,9503,1455937965,your inbox is full too yo 
583,2923,9353,1455971396,Sve piramide u oblake lete.
584,2918,7636,1456176289,I could only imagine 
