rating_id,rating_for_member_id,rating_by_member_id,rating_ip_address,rating_value
936,6249,1558,83.233.70.12,5
937,131,2220,122.128.195.137,5
938,353,7636,47.20.224.112,4
940,1558,7958,178.164.164.245,5
941,7962,1558,83.233.70.12,5
942,2220,7958,178.164.164.186,5
943,6278,1558,83.233.70.12,5
944,28,6168,69.247.76.60,5
945,7481,7958,178.164.164.186,5
946,288,68,70.194.5.162,1
947,6278,7958,84.236.118.82,5
948,7946,7958,84.236.118.82,1
949,7350,6168,69.247.76.60,1
950,6168,6113,72.88.116.151,5
951,3721,0,76.164.126.106,5
952,6274,0,76.164.126.106,1
953,3721,68,70.194.1.165,5
960,112,281,74.204.141.53,1
955,7760,6113,72.88.119.175,4
956,288,125,77.38.156.66,5
957,6113,7760,80.61.189.47,5
958,333,1558,83.233.70.12,1
959,2075,68,70.194.0.58,5
961,56,6168,69.247.76.60,5
962,7481,281,74.204.141.53,5
963,7504,6168,69.247.76.60,5
964,7370,6168,69.247.76.60,5
965,7636,6168,69.247.76.60,5
966,333,6168,69.247.76.60,1
967,3,6168,69.247.76.60,5
968,7962,6168,69.247.76.60,5
969,6310,8026,65.0.98.193,5
970,7719,7816,68.34.105.176,5
972,8059,6168,69.247.76.60,5
973,6113,6168,69.247.76.60,1
974,7816,6168,69.247.76.60,5
976,8078,7816,68.34.105.176,1
977,8009,6168,69.247.76.60,1
978,8078,25,88.112.42.148,1
979,1,958,188.176.23.37,5
980,7864,8114,115.30.36.86,5
981,288,8114,115.30.36.86,5
982,6113,8114,115.30.36.86,1
983,6278,8114,115.30.36.86,5
984,2306,0,62.183.153.37,5
985,8113,6274,98.234.240.158,4
986,7588,8133,184.58.85.81,1
987,158,8113,86.128.190.172,5
988,8119,7816,68.34.105.176,1
989,132,68,70.194.6.189,5
990,132,0,62.183.153.37,4
991,49,6274,98.234.240.158,4
992,7600,7816,68.34.105.176,5
993,1,0,89.68.205.15,5
994,7986,8173,81.17.26.242,1
995,7986,7346,46.182.106.190,5
996,7816,8173,89.68.205.15,5
997,7986,7816,50.181.114.21,5
998,8151,1558,83.233.70.5,1
999,8102,1558,83.233.70.5,3
1001,8184,6168,69.247.76.60,5
1002,7760,6168,69.247.76.60,5
1003,72,7636,47.20.224.112,4
1004,138,1558,83.233.70.5,5
1005,7424,6168,69.247.76.60,5
1006,8212,6168,69.247.76.60,5
1007,6217,1558,83.233.70.5,5
1008,6122,1558,83.233.70.5,5
1009,8151,68,192.101.250.250,1
1010,288,7719,70.192.201.239,5
1011,7986,2220,122.128.195.169,5
1012,6237,6168,69.247.76.60,5
1013,3721,7600,24.206.11.206,5
1015,1,7600,24.206.11.206,5
1016,8454,8435,180.181.48.219,5
1017,7760,7636,47.20.224.112,4
1018,6113,8494,62.44.135.44,5
1019,8264,7816,68.34.105.176,1
1020,2392,7816,68.34.105.176,5
1021,8454,7816,68.34.105.176,1
1022,8346,7760,80.61.189.47,4
1023,1558,7816,50.181.114.21,5
1025,6113,7816,68.34.105.176,5
1026,6144,1558,83.233.70.5,5
1027,8264,6149,77.98.100.181,1
1028,333,7816,68.34.105.176,5
1029,7851,3721,24.163.64.194,1
1030,7427,7636,47.20.224.112,4
1031,1,0,73.53.111.252,5
1032,7636,0,73.53.111.252,5
1033,132,7600,131.247.226.153,5
1034,7986,7636,47.20.224.112,1
1035,132,319,24.30.43.91,4
1036,49,8971,77.97.199.128,1
1037,8943,1558,83.233.70.5,1
1038,8133,6168,69.247.76.60,1
1039,6168,8133,184.58.85.81,1
1040,505,8133,184.58.85.81,1
1041,9109,125,77.38.156.66,5
1042,8018,7816,50.181.114.21,5
1043,8117,7816,50.181.114.21,5
1044,6113,9148,70.191.229.44,5
1045,9149,6168,69.247.76.60,4
1046,7719,6168,69.247.76.60,5
1047,2170,7816,73.163.230.58,5
1048,9150,6168,69.247.76.60,5
1049,7508,7636,47.20.224.112,5
1050,8133,9150,124.170.205.108,3
1329,7962,25,85.76.135.238,1
1067,9152,6168,69.247.76.60,5
1053,1986,1558,83.233.70.5,5
1057,9112,6113,72.88.125.100,5
1058,9174,1558,83.233.70.5,1
1059,2306,7816,50.181.114.21,5
1060,7,6113,72.88.121.239,5
1061,2075,168,71.238.232.13,5
1062,8165,6168,69.247.76.60,1
1063,9273,1558,83.233.70.5,1
1064,9273,7600,74.229.175.155,1
1065,1558,7600,131.247.226.154,5
1066,7962,7600,131.247.226.154,5
1068,6231,6168,69.247.76.60,5
1327,9503,25,85.76.135.238,1
1070,7776,7508,80.212.24.214,1
1071,9304,7600,74.229.175.155,5
1072,8133,2075,128.218.143.217,3
1073,7600,9304,72.238.141.31,5
1074,7643,9304,72.238.141.31,5
1075,8232,6113,72.88.123.117,5
1076,7719,8982,79.19.164.198,5
1083,9240,7600,131.247.226.152,5
1078,9217,9326,208.54.40.182,5
1079,9144,6113,72.88.124.229,5
1080,9346,7600,131.247.226.152,5
1081,6168,7600,131.247.226.152,5
1082,2075,7600,70.193.242.132,5
1084,2170,1558,83.233.70.5,5
1085,8165,1558,83.233.70.5,5
1086,6278,7816,109.163.234.2,5
1087,9353,6113,108.55.42.5,5
1088,6249,9304,72.238.141.31,5
1089,9363,958,188.176.23.37,5
1090,9373,7600,131.247.226.155,5
1091,8343,7719,70.192.207.149,5
1092,7481,7719,70.192.207.149,5
1093,1558,125,77.38.156.66,5
1094,7481,6359,108.195.219.221,5
1095,9373,6168,69.247.76.60,1
1096,7,281,74.204.141.53,5
1097,1,9408,146.255.129.210,1
1098,9326,0,208.123.132.14,5
1099,9408,6168,69.247.76.60,5
1100,7,7962,212.227.38.247,5
1101,6165,9176,24.248.9.72,1
1102,6165,7346,95.130.11.147,1
1103,9248,9304,142.197.109.23,5
1104,7346,9304,142.197.109.23,5
1105,72,9408,109.237.37.119,5
1106,333,7636,47.20.224.112,1
1107,9384,9304,142.197.109.23,5
1108,6168,7481,86.181.217.139,5
1109,6249,7481,86.181.217.139,5
1110,6359,7481,86.181.217.139,5
1111,7962,7636,47.20.224.112,5
1112,7962,6359,108.71.27.10,5
1133,8165,7719,71.200.73.210,5
1114,7424,7600,24.51.110.68,5
1115,9458,9304,142.197.109.23,1
1116,132,7636,47.20.224.112,5
1117,9186,6165,68.96.165.177,1
1118,9475,1,5.228.66.104,5
1326,9503,9668,70.72.157.47,1
1120,9186,6113,72.88.122.112,4
1125,8165,7481,86.181.217.139,5
1126,9486,6113,108.55.45.194,5
1127,8736,6113,72.88.112.221,4
1128,9486,7346,73.184.61.60,1
1151,7816,9304,142.197.109.23,5
1130,7346,7600,131.247.226.173,5
1131,9174,6113,108.55.42.37,3
1132,7962,7346,73.184.61.60,1
1134,6165,281,66.87.74.215,1
1135,6165,7481,86.181.217.139,5
1136,9174,6168,69.247.76.60,1
1137,6168,9497,23.125.238.211,5
1138,8343,6113,108.55.47.225,1
1139,9486,7636,47.20.224.112,1
1140,8343,7481,86.181.217.139,5
1141,2075,9497,23.125.238.211,1
1142,85,9304,142.197.109.23,5
1143,6274,9304,142.197.109.23,5
1144,287,168,71.238.229.26,5
1145,9492,9326,50.152.29.171,5
1146,91,168,71.238.229.26,5
1147,9475,7719,70.88.118.254,5
1148,9174,25,88.112.46.139,1
1149,9210,7643,173.2.48.185,5
1150,9304,958,37.97.8.8,1
1152,9503,6113,108.55.42.76,5
1153,7481,6113,72.88.118.241,1
1154,6113,7481,86.181.43.139,1
1155,9531,7816,149.154.157.123,5
1156,293,6168,76.18.68.241,5
1157,9503,9531,188.143.17.224,5
1158,7816,9531,188.143.17.224,5
1159,8232,25,88.112.46.139,1
1160,9393,25,88.112.46.139,1
1161,7600,9531,188.143.55.130,5
1162,9534,9531,188.143.55.130,5
1163,7424,9531,188.143.55.130,5
1164,3721,9531,188.143.55.130,5
1165,288,9531,188.143.55.130,5
1166,9149,9531,188.143.55.130,5
1167,8346,6113,72.88.117.76,5
1168,2170,9531,188.143.55.130,5
1169,1,9531,188.143.55.130,5
1170,7508,9531,188.143.55.130,5
1331,9503,9476,121.220.6.48,5
1172,9112,9531,188.143.55.130,5
1173,9446,9531,188.143.55.130,5
1174,9531,7600,94.118.0.8,5
1175,7481,9531,188.143.55.130,5
1176,7,9548,99.228.14.39,5
1177,6149,7481,86.157.7.154,5
1178,6165,9531,195.38.119.164,1
1179,9149,9548,99.228.14.39,5
1180,6269,7636,47.20.224.112,5
1181,9548,168,104.183.178.116,5
1182,9288,7636,47.20.224.112,5
1183,9548,7636,47.20.224.112,1
1184,9558,7636,47.20.224.112,1
1185,8343,6359,108.71.24.29,5
1186,9446,7636,47.20.224.112,1
1187,9446,9548,99.228.14.39,5
1188,9570,9531,83.226.243.153,5
1189,9186,168,104.183.178.116,4
1191,9535,6113,72.45.212.90,5
1192,9563,7481,81.132.37.207,5
1193,9584,1558,83.233.71.27,1
1194,4873,7600,24.206.13.41,5
1195,9210,9587,78.58.33.104,5
1196,958,9586,95.92.116.230,5
1197,9599,9586,95.92.116.230,1
1198,9548,9555,67.246.151.74,1
1199,7508,9548,99.228.190.74,5
1200,9598,9548,99.228.190.74,5
1201,9174,9548,99.228.190.74,5
1202,958,7496,90.207.30.100,5
1203,9584,9581,87.104.200.26,5
1204,9548,7481,109.157.145.80,5
1205,9548,6168,76.18.68.241,5
1206,9174,9610,213.122.194.132,5
1207,7481,9605,2.221.55.250,5
1208,6113,1558,83.233.71.27,5
1209,9587,281,74.204.141.53,4
1210,958,9605,2.221.53.155,1
1211,7,9610,86.137.27.220,5
1212,9548,9598,69.253.137.66,5
1213,7481,9548,99.228.190.74,5
1214,6237,9610,86.137.27.220,5
1215,1,0,98.194.231.237,5
1216,9510,9628,94.2.146.228,5
1217,6359,9626,89.153.157.91,5
1218,9621,9304,142.197.109.23,5
1219,7962,6113,72.45.212.90,5
1220,9610,9304,142.197.109.23,5
1221,9655,7600,70.193.248.37,5
1223,9548,9388,86.93.229.17,4
1224,8343,7636,47.20.224.112,5
1225,1,9620,178.149.208.46,5
1226,1558,7760,80.61.189.47,5
1227,7,9304,142.197.109.23,5
1228,8133,9636,69.120.9.104,5
1229,9174,9388,86.93.229.17,2
1230,9612,1558,83.233.71.27,5
1231,288,9388,86.93.229.17,5
1232,9144,9388,86.93.229.17,1
1233,9388,9144,139.168.202.35,1
1234,1,7636,47.20.224.112,1
1235,9659,1558,83.233.71.27,1
1236,9661,9304,142.197.109.23,5
1237,1,9304,142.197.109.23,5
1238,9636,9304,142.197.109.23,5
1239,9655,9304,142.197.109.23,5
1240,9661,9655,71.47.30.245,5
1241,9304,9655,71.47.30.245,5
1242,7600,9655,71.47.30.245,5
1243,9393,9304,142.197.109.23,5
1244,9648,9304,142.197.109.23,5
1245,6322,9267,93.139.28.99,5
1246,9634,9304,142.197.109.23,5
1247,9304,9634,97.77.188.146,5
1248,8192,9388,86.93.229.17,1
1249,7962,9267,78.0.196.133,1
1250,9661,2170,184.151.127.65,5
1251,1,9267,78.0.196.133,4
1252,7481,9388,86.93.229.17,3
1253,9288,9267,78.0.229.247,4
1254,168,9304,142.197.109.23,5
1255,958,1,5.228.84.129,5
1256,1558,958,37.97.8.8,1
1257,8232,1,5.228.84.129,5
1258,958,8232,146.201.166.235,5
1259,958,1558,83.233.71.27,1
1260,2170,9304,142.197.109.23,5
1328,9503,1558,83.233.71.27,1
1262,9674,9304,142.197.109.23,5
1263,6359,9666,71.36.166.204,4
1264,9393,281,74.204.141.53,5
1265,1,9388,86.93.229.17,5
1266,1,0,85.118.69.65,5
1267,9668,104,79.101.96.58,5
1268,9388,9692,185.14.29.221,5
1269,8650,9610,86.158.174.116,1
1270,9690,9304,142.197.109.23,5
1271,208,9634,97.77.188.146,1
1272,9393,9692,91.219.236.232,5
1273,9633,9304,142.197.109.23,5
1274,9549,9555,70.209.136.120,1
1275,9679,6168,76.26.102.30,5
1276,7481,6151,81.151.63.178,5
1277,9698,9519,5.245.169.34,1
1278,9698,6155,142.167.173.113,1
1279,7481,9668,70.72.157.47,1
1280,9503,9679,66.169.97.70,5
1281,9217,9679,66.169.97.70,5
1282,9149,9679,66.169.97.70,5
1283,9571,9549,104.58.52.233,5
1284,9719,1558,83.233.71.27,1
1285,6274,9610,81.148.229.215,5
1286,9719,6168,76.26.102.30,5
1287,9719,9534,94.145.196.41,1
1288,9727,2820,99.249.218.33,4
1289,9393,4,104.238.169.155,5
1290,9727,9571,108.219.107.29,5
1291,132,9679,99.6.21.105,5
1292,9719,281,74.204.141.53,1
1293,9476,6113,74.65.55.196,5
1294,9636,9610,213.122.193.62,1
1295,6155,1558,83.233.71.27,5
1296,7346,7643,98.116.140.242,5
1303,9719,9149,200.109.49.137,5
1298,7604,7600,131.247.226.154,5
1299,1,2220,122.128.199.57,5
1300,9707,9610,213.122.193.62,5
1301,9751,1558,83.233.71.27,5
1302,9751,9634,97.77.188.146,5
1304,1558,9149,200.109.49.137,5
1305,9353,9679,66.169.97.70,5
1306,9521,7600,131.247.226.155,5
1307,9690,7600,24.51.110.134,5
1308,8232,9679,66.169.97.70,5
1309,9780,9304,142.197.109.23,5
1310,9758,9610,81.158.119.215,5
1311,9619,9304,142.197.109.23,5
1312,821,9679,66.169.97.70,5
1313,7496,9304,142.197.109.23,1
1314,9555,7643,173.2.48.185,5
1315,9802,9304,142.197.109.23,5
1316,958,9304,142.197.109.23,5
1317,4873,1558,83.233.71.27,5
1318,9795,9304,142.197.109.23,5
1319,9800,9304,142.197.109.23,5
1320,9807,9304,142.197.109.23,5
1321,9549,7600,24.51.110.134,5
1322,9807,9847,24.210.147.32,5
1323,9668,293,162.235.112.127,5
1324,293,25,88.114.28.130,1
1325,9620,9393,70.130.128.13,5
1333,8159,9679,99.6.21.105,5
1334,9857,9304,142.197.109.23,5
1335,9503,9519,5.245.161.161,5
1336,9571,25,88.114.28.130,5
1337,2082,9866,178.0.220.181,5
1338,9705,9304,142.197.109.23,5
1339,7600,9866,188.106.177.55,5
1340,1,9866,188.106.177.55,5
1341,9503,9866,188.106.177.55,5
1342,9673,9866,188.106.177.55,5
1343,9626,9866,188.106.177.55,5
1344,9288,9864,178.222.96.71,5
1345,9496,6113,74.65.55.196,5
1346,9622,9866,188.106.177.55,5
1347,8153,168,104.183.178.116,5
1348,9842,9866,188.106.177.55,5
1349,958,9534,77.68.251.73,5
1350,9144,25,88.114.28.130,1
1351,25,9144,101.173.1.158,1
1352,7504,8192,86.142.176.216,1
1353,9571,8192,86.142.176.216,1
1354,9304,9847,24.210.147.32,5
1355,7504,6113,74.65.55.196,5
1356,7636,8192,81.136.13.173,1
1357,6278,9866,188.106.177.55,5
1358,9698,9866,188.106.177.55,5
1359,9446,9866,188.106.177.55,5
1360,9393,9634,97.77.188.146,2
1361,9882,1558,83.233.71.27,5
1362,1558,8192,86.185.92.32,4
1363,9882,9705,24.240.86.11,5
1364,9882,9304,142.197.109.23,5
1365,7760,25,88.114.28.130,1
1366,9496,25,88.114.28.130,1
1367,9388,6113,74.65.55.196,5
1370,9217,9916,24.150.209.35,5
1369,7600,9913,173.241.52.215,5
1371,6712,9304,142.197.109.23,5
1372,7,9866,178.0.90.90,5
1373,4339,9705,24.240.86.11,5
1374,9916,9304,142.197.109.23,5
1375,9728,9304,142.197.109.23,5
1376,9930,9916,24.150.209.35,5
1377,1558,9916,24.150.209.35,5
1378,8192,25,88.114.28.130,1
1379,7,9950,94.1.53.155,5
1380,8310,9950,94.1.53.155,5
1381,9304,9943,68.4.251.188,5
1382,9210,9304,142.197.109.23,5
1383,9953,9943,68.4.251.188,5
1384,4873,9950,94.1.53.155,5
1385,9948,9304,142.197.109.23,5
1386,9549,25,85.76.12.196,1
1387,9939,9304,142.197.109.23,5
1388,9930,288,82.3.224.171,1
