action_id,action_status_id,action_reply_id,action_member_id,action_date,action_key,action_status_owner
3091,2740,459,9531,1435480377,reply,9503
3092,2742,0,9531,1435507541,new,9531
3093,2743,0,9112,1435542067,new,9112
3094,2743,460,8232,1435544394,reply,9112
3095,2744,0,9503,1435597227,new,9503
3096,2743,461,7600,1435624413,reply,9112
3097,2745,462,293,1435768534,reply,293
3098,2746,0,9531,1436109635,new,9531
3099,2417,463,7600,1436213235,reply,288
3100,2417,464,288,1436216489,reply,288
3102,2747,0,9531,1436251477,new,9531
3103,2747,466,7600,1436256264,reply,9531
3104,2747,467,9531,1436269695,reply,9531
3105,2748,468,6113,1436305245,reply,6113
3107,2750,0,9531,1436368246,new,9531
3108,2751,0,9531,1436392798,new,9531
3109,2752,0,9548,1436554693,new,9548
3113,2756,0,9548,1436731242,new,9548
3111,2754,0,9531,1436629966,new,9531
3126,2762,476,9548,1437408703,reply,9548
3114,2757,0,9531,1436735206,new,9531
3115,2758,0,9555,1436900626,new,9555
3116,2436,470,9548,1436976298,reply,329
3117,2436,471,9548,1436976315,reply,329
3118,2759,0,9531,1436985026,new,9531
3119,2697,472,1558,1437087862,reply,7962
3120,2760,0,9503,1437178743,new,9503
3169,2801,0,9619,1441682887,new,9619
3125,2762,0,9548,1437407646,new,9548
3249,2856,0,364,1444857247,new,364
3128,2764,0,9531,1437580571,new,9531
3143,2777,0,9548,1439858961,new,9548
3131,689,477,9548,1437762961,reply,1558
3132,2769,0,68,1437808291,new,68
3133,2770,0,68,1437808311,new,68
3134,2771,0,68,1437808402,new,68
3135,2772,0,9548,1437927998,new,9548
3137,2671,478,7,1438183835,reply,7
3140,2556,480,353,1438987794,reply,2306
3164,2794,0,9112,1441154984,new,9112
3177,2808,0,8232,1442248417,new,8232
3204,2832,499,9548,1443214105,reply,6322
3191,2823,0,9661,1442967215,new,9661
3200,2823,496,9655,1443060806,reply,9661
3152,2535,483,9548,1440634939,reply,7508
3165,2796,0,9584,1441319579,new,9584
3156,2787,0,9531,1440944998,new,9531
3158,2790,0,9548,1441033960,new,9548
3167,2798,0,9531,1441365101,new,9531
3170,2802,0,9619,1441683057,new,9619
3171,2800,488,9617,1441717548,reply,9617
3172,2803,0,9267,1442069029,new,9267
3178,2800,489,7757,1442274228,reply,9617
3179,2809,490,9174,1442485744,reply,9174
3180,2809,491,9548,1442671151,reply,9174
3181,2810,0,8059,1442677585,new,8059
3215,2832,508,6322,1443376240,reply,6322
3183,2815,492,7346,1442783836,reply,7346
3184,2816,0,7636,1442792919,new,7636
3185,2817,0,9388,1442820462,new,9388
3186,2818,0,6322,1442845202,new,6322
3187,2819,0,9548,1442877464,new,9548
3192,2824,0,9112,1442971846,new,9112
3205,2833,0,104,1443266156,new,104
3193,2825,0,9388,1443013550,new,9388
3254,2861,0,9679,1445196419,new,9679
3195,2827,493,9304,1443024761,reply,9304
3196,2827,494,9655,1443027417,reply,9304
3202,2832,497,6322,1443213384,reply,6322
3199,2829,0,9548,1443039406,new,9548
3201,2830,0,104,1443095785,new,104
3206,2832,500,6322,1443279615,reply,6322
3207,2835,0,9548,1443282229,new,9548
3208,2832,501,9548,1443282848,reply,6322
3210,2832,503,6322,1443284818,reply,6322
3212,2832,505,9548,1443300764,reply,6322
3213,2832,506,6322,1443305427,reply,6322
3214,2832,507,9548,1443307539,reply,6322
3216,2837,0,9112,1443383732,new,9112
3217,2838,0,9661,1443401924,new,9661
3218,2839,0,9655,1443404323,new,9655
3219,2840,0,9674,1443448232,new,9674
3224,2845,0,9666,1443668261,new,9666
3222,2843,0,9655,1443637816,new,9655
3223,2844,0,9654,1443667045,new,9654
3226,2847,509,1558,1443757688,reply,1558
3227,2847,510,9655,1443757888,reply,1558
3232,2848,514,7816,1443762719,reply,7816
3233,2849,0,9654,1443806485,new,9654
3234,2850,515,7424,1443887683,reply,7424
3239,2850,519,7424,1444166596,reply,7424
3236,2848,517,7643,1443924742,reply,7816
3237,2850,518,9503,1444021181,reply,7424
3324,2884,0,9555,1447545239,new,9555
3323,2883,572,2220,1447462482,reply,9679
3349,2908,577,9795,1451446958,reply,4873
3244,2854,0,7636,1444491498,new,7636
3245,2547,522,104,1444657868,reply,2220
3341,2901,0,9503,1450681509,new,9503
3247,2547,523,2220,1444708842,reply,2220
3248,2848,524,6113,1444762681,reply,7816
3250,2857,0,9697,1444865620,new,9697
3251,2858,0,8232,1445128633,new,8232
3252,2859,0,1558,1445145459,new,1558
3255,2863,0,9503,1445327652,new,9503
3256,2864,0,9679,1445381522,new,9679
3257,2865,0,9697,1445464815,new,9697
3258,2816,525,9698,1445600751,reply,7636
3259,2816,526,9698,1445600780,reply,7636
3260,2859,527,9698,1445697937,reply,1558
3261,2866,0,9698,1445698135,new,9698
3262,2864,528,6168,1445852204,reply,9679
3263,2867,0,7481,1446202861,new,7481
3264,2868,0,7962,1446417489,new,7962
3265,2869,0,9719,1446578186,new,9719
3266,2870,0,9719,1446580570,new,9719
3267,2871,0,9719,1446580638,new,9719
3268,2869,529,1558,1446583765,reply,9719
3270,2859,531,9719,1446600261,reply,1558
3271,2638,532,9719,1446600372,reply,8264
3272,2872,0,9555,1446601267,new,9555
3273,2671,533,9719,1446671871,reply,7
3274,2671,534,9719,1446693281,reply,7
3275,2858,535,9719,1446696820,reply,8232
3276,2864,536,9719,1446696880,reply,9679
3277,2810,537,9719,1446696996,reply,8059
3278,2638,538,9719,1446697097,reply,8264
3279,2864,539,9679,1446697478,reply,9679
3280,2858,540,8232,1446698418,reply,8232
3319,2880,0,9679,1447020337,new,9679
3282,2528,542,9719,1446700441,reply,168
3283,2836,543,9719,1446700516,reply,7600
3284,2850,544,9719,1446700612,reply,7424
3285,2620,545,9719,1446704332,reply,3491
3286,2745,546,9719,1446712831,reply,293
3287,700,547,9149,1446730772,reply,35
3288,700,548,9149,1446730779,reply,35
3360,2917,0,9728,1454950839,new,9728
3291,649,551,9719,1446742045,reply,283
3292,2671,552,9719,1446743875,reply,7
3295,2748,555,9719,1446751403,reply,6113
3296,2862,556,9719,1446751489,reply,293
3297,150,557,9719,1446752599,reply,329
3298,2873,0,9719,1446765890,new,9719
3299,2864,558,9719,1446770503,reply,9679
3300,2695,559,9719,1446770624,reply,7543
3301,2869,560,9719,1446770700,reply,9719
3302,2864,561,9679,1446770933,reply,9679
3303,2864,562,9719,1446771131,reply,9679
3304,2864,563,9719,1446771372,reply,9679
3306,627,565,9719,1446771533,reply,4
3307,2864,566,9679,1446771613,reply,9679
3308,2864,567,9719,1446771778,reply,9679
3309,2864,568,9679,1446771837,reply,9679
3311,2875,0,9719,1446787668,new,9719
3312,2864,569,9719,1446787946,reply,9679
3313,2864,570,9679,1446788159,reply,9679
3314,2876,0,9503,1446834544,new,9503
3315,2862,571,9655,1446839574,reply,293
3318,2879,0,9719,1446999731,new,9719
3320,2881,0,9728,1447129669,new,9728
3321,2882,0,9571,1447164645,new,9571
3322,2883,0,9679,1447386251,new,9679
3325,2885,0,9654,1447553334,new,9654
3326,2886,573,68,1447722041,reply,68
3327,2887,0,9112,1447898165,new,9112
3328,2888,0,9571,1447905405,new,9571
3329,2889,0,9728,1447954218,new,9728
3330,2887,574,9679,1448074253,reply,9112
3332,2891,0,9571,1448691611,new,9571
3333,2892,0,9571,1448691633,new,9571
3340,2900,575,9679,1450495020,reply,9679
3342,2883,576,1558,1450731445,reply,9679
3337,2897,0,9534,1449940201,new,9534
3338,2898,0,9503,1450029800,new,9503
3339,2899,0,9679,1450492348,new,9679
3343,2902,0,9112,1450897734,new,9112
3344,2903,0,9482,1450926274,new,9482
3345,2904,0,9482,1451097581,new,9482
3346,2905,0,9267,1451178749,new,9267
3347,2906,0,9531,1451214891,new,9531
3348,2907,0,9655,1451374374,new,9655
3350,2909,0,9531,1451585671,new,9531
3355,2913,0,9393,1452531194,new,9393
3356,2894,579,353,1453086869,reply,353
3357,2914,0,9288,1453250620,new,9288
3358,2915,0,9503,1453256336,new,9503
3361,2918,0,7636,1455658690,new,7636
3363,2920,0,9666,1455667665,new,9666
3364,2918,580,9149,1455726384,reply,7636
3365,2922,581,9503,1455937927,reply,9503
3366,2922,582,9503,1455937965,reply,9503
3367,2923,0,9679,1455950225,new,9679
3368,2923,583,9353,1455971396,reply,9679
3369,2925,0,9112,1456096956,new,9112
3370,2918,584,7636,1456176289,reply,7636
3371,2926,0,9655,1456366174,new,9655
3372,2927,0,9634,1457033502,new,9634
3373,2928,0,1558,1457280940,new,1558
3374,2930,0,9900,1457430732,new,9900
3375,2931,0,9945,1457549769,new,9945
3377,2933,0,7600,1458297782,new,7600
