vid,ip_address,vote_date,tid,member_id,forum_id,member_choices,poll
788,64.121.193.49,1408188989,4217,6269,99,"{""1"":[""1""]}",29
789,87.114.3.209,1408189009,4217,7,99,"{""1"":[""3""]}",29
790,173.17.56.78,1408193893,4217,333,99,"{""1"":[""2""]}",29
791,88.193.125.68,1408196279,4217,1209,99,"{""1"":[""2""]}",29
792,47.55.57.184,1408203237,4217,6155,99,"{""1"":[""3""]}",29
793,86.153.90.121,1408204332,4217,7481,99,"{""1"":[""2""]}",29
794,109.147.63.18,1408205287,4217,6151,99,"{""1"":[""2""]}",29
795,74.110.194.205,1408214369,4217,2392,99,"{""1"":[""3""]}",29
796,46.183.219.156,1408215247,4217,288,99,"{""1"":[""3""]}",29
797,47.20.224.112,1408217551,4217,7636,99,"{""1"":[""2""]}",29
798,80.14.174.26,1408219068,4217,353,99,"{""1"":[""2""]}",29
799,177.103.88.81,1408225357,4217,7757,99,"{""1"":[""2""]}",29
800,64.233.172.111,1408231125,4217,2170,99,"{""1"":[""1""]}",29
801,108.8.9.118,1408271184,3136,7846,45,"{""1"":[""2""]}",23
802,82.29.204.232,1408295374,4217,0,99,"{""1"":[""2""]}",29
803,82.29.204.232,1408296333,1007,0,5,"{""1"":[""1""]}",27
804,217.230.202.188,1408306142,4217,100,99,"{""1"":[""1""]}",29
805,204.93.188.207,1408386917,3958,0,84,"{""1"":[""1""]}",26
806,50.175.174.153,1408401833,4217,6106,99,"{""1"":[""1""]}",29
807,72.88.120.250,1408405951,4217,6113,99,"{""1"":[""2""]}",29
808,96.60.44.123,1408503035,4217,274,99,"{""1"":[""1""]}",29
809,174.4.182.100,1408507631,4217,4873,99,"{""1"":[""2""]}",29
810,66.171.7.91,1408511406,4217,6359,99,"{""1"":[""1""]}",29
811,77.38.156.66,1408540659,4217,125,99,"{""1"":[""1""]}",29
812,95.44.182.71,1408548016,3897,7875,26,"{""1"":[""1""]}",25
813,70.194.9.150,1408759627,4217,68,99,"{""1"":[""3""]}",29
814,109.99.127.206,1408963585,4217,6322,99,"{""1"":[""2""]}",29
815,98.252.118.149,1409851794,4199,6207,99,"{""1"":[""1""]}",28
816,91.125.204.107,1409965984,4199,7,99,"{""1"":[""1""]}",28
817,62.165.193.133,1410524274,1007,0,5,"{""1"":[""2""]}",27
819,63.241.90.251,1411935933,4217,2075,99,"{""1"":[""3""]}",29
820,74.100.205.93,1412183999,3958,0,84,"{""1"":[""1""]}",26
822,68.34.105.176,1412371226,4217,7816,99,"{""1"":[""2""]}",29
823,209.222.8.196,1412449406,3958,6122,84,"{""1"":[""1""]}",26
824,65.0.99.112,1412527082,3136,8026,45,"{""1"":[""3""]}",23
825,65.0.87.57,1412805156,3897,8026,26,"{""1"":[""1""]}",25
826,65.0.166.225,1412891173,3958,8026,84,"{""1"":[""1""]}",26
1014,49.144.222.130,1429797003,1007,72,5,"{""1"":[""2""]}",27
828,124.170.80.182,1416490820,3958,0,84,"{""1"":[""1""]}",26
829,84.249.203.107,1416790325,4217,0,99,"{""1"":[""2""]}",29
830,201.231.137.235,1416859463,4498,287,16,"{""1"":[""1""]}",30
831,72.107.125.239,1416859866,4498,7504,16,"{""1"":[""2""]}",30
832,24.190.23.149,1416860541,4498,7986,16,"{""1"":[""3""]}",30
833,47.20.224.112,1416861121,4498,7636,16,"{""1"":[""2""]}",30
834,83.233.70.5,1416861149,4498,1558,16,"{""1"":[""1""]}",30
835,72.88.118.99,1416862106,4498,6113,16,"{""1"":[""1"",""2"",""3"",""4""]}",30
836,69.165.201.90,1416862340,4498,2170,16,"{""1"":[""2""]}",30
837,99.249.195.215,1416862634,4498,2820,16,"{""1"":[""2""]}",30
838,179.185.206.228,1416864180,4498,353,16,"{""1"":[""2""]}",30
839,88.112.48.31,1416865466,4498,0,16,"{""1"":[""2""]}",30
840,80.212.45.9,1416865655,4498,7508,16,"{""1"":[""2""]}",30
841,95.211.213.152,1416866289,4498,288,16,"{""1"":[""2""]}",30
842,201.214.88.234,1416867889,4498,44,16,"{""1"":[""3""]}",30
844,24.163.64.194,1416876131,4498,3721,16,"{""1"":[""1""]}",30
846,68.34.105.176,1416876595,4498,7816,16,"{""1"":[""1""]}",30
847,216.186.48.62,1416877541,4498,7424,16,"{""1"":[""1""]}",30
848,50.80.10.7,1416886549,4498,8151,16,"{""1"":[""1""]}",30
849,24.18.248.23,1416887895,4498,8102,16,"{""1"":[""2""]}",30
850,66.87.118.206,1416890119,4498,6274,16,"{""1"":[""2""]}",30
851,195.184.208.5,1417013121,4498,8140,16,"{""1"":[""2""]}",30
852,86.15.81.53,1417115456,4217,0,99,"{""1"":[""1""]}",29
853,86.15.81.53,1417115797,4498,0,16,"{""1"":[""1""]}",30
854,86.171.31.139,1417487918,3958,8192,84,"{""1"":[""2""]}",26
856,88.112.48.31,1418209455,4217,0,99,"{""1"":[""1""]}",29
857,146.201.166.189,1418326486,4217,8232,99,"{""1"":[""1""]}",29
858,84.20.235.46,1418649941,4498,6278,16,"{""1"":[""4""]}",30
859,24.163.64.194,1419363984,4588,3721,78,"{""1"":[""1""]}",31
860,5.228.94.112,1419364005,4588,1,78,"{""1"":[""1""]}",31
861,72.128.43.15,1419364087,4588,131,78,"{""1"":[""1""]}",31
863,87.93.158.133,1419364172,4588,132,78,"{""1"":[""3""]}",31
864,146.199.132.249,1419364275,4588,7,78,"{""1"":[""2""]}",31
865,188.138.17.248,1419364362,4588,7346,78,"{""1"":[""1""]}",31
866,68.109.227.92,1419364465,4588,164,78,"{""1"":[""3""]}",31
867,24.190.23.149,1419364538,4588,7986,78,"{""1"":[""1""]}",31
868,95.142.137.97,1419364988,4588,6231,78,"{""1"":[""1""]}",31
869,66.87.73.92,1419365045,4588,281,78,"{""1"":[""2""]}",31
870,184.58.85.81,1419365820,4588,8133,78,"{""1"":[""1""]}",31
871,178.162.193.213,1419366431,4588,7481,78,"{""1"":[""2""]}",31
872,199.46.115.126,1419366452,4588,3491,78,"{""1"":[""3""]}",31
873,72.107.117.168,1419366858,4588,7504,78,"{""1"":[""1""]}",31
874,70.192.130.220,1419367884,4588,7719,78,"{""1"":[""2""]}",31
875,68.34.105.176,1419369362,4588,7816,78,"{""1"":[""2""]}",31
878,108.55.47.90,1422507549,4737,6113,128,"{""1"":[""1""]}",33
879,69.165.201.90,1422507872,4737,2170,128,"{""1"":[""1""]}",33
880,66.87.128.160,1422508043,4737,7816,128,"{""1"":[""1""]}",33
881,72.107.123.91,1422508375,4737,7504,128,"{""1"":[""3""]}",33
882,146.201.166.141,1422509783,4737,8232,128,"{""1"":[""2""]}",33
883,98.252.118.149,1422510620,4737,6207,128,"{""1"":[""5""]}",33
884,76.14.83.140,1422511546,4737,0,128,"{""1"":[""5""]}",33
885,24.116.92.55,1422511689,4737,50,128,"{""1"":[""2""]}",33
886,73.33.187.178,1422516101,4737,2,128,"{""1"":[""1""]}",33
887,24.163.57.88,1422516677,4737,3721,128,"{""1"":[""2""]}",33
888,98.234.240.158,1422518592,4737,6274,128,"{""1"":[""5""]}",33
889,173.45.186.71,1422519601,4737,6156,128,"{""1"":[""1""]}",33
890,108.216.16.238,1422526192,4737,6359,128,"{""1"":[""2""]}",33
891,68.174.0.142,1422528975,4737,130,128,"{""1"":[""1""]}",33
893,47.20.224.112,1422531372,4737,7636,128,"{""1"":[""1""]}",33
894,200.123.170.1,1422533715,4737,287,128,"{""1"":[""3""]}",33
895,66.211.238.237,1422538265,4737,9112,128,"{""1"":[""1""]}",33
896,5.56.157.33,1422538377,3958,8099,84,"{""1"":[""1""]}",26
897,72.128.43.15,1422538749,4737,131,128,"{""1"":[""3""]}",33
898,70.191.229.44,1422539033,4737,0,128,"{""1"":[""2""]}",33
899,64.121.193.49,1422539175,4737,6269,128,"{""1"":[""1""]}",33
900,166.137.139.82,1422541801,4737,7903,128,"{""1"":[""2""]}",33
901,94.242.246.24,1422545055,4737,7346,128,"{""1"":[""2""]}",33
902,70.88.118.254,1422545559,4737,7719,128,"{""1"":[""2""]}",33
903,74.204.141.53,1422554774,4737,281,128,"{""1"":[""3""]}",33
904,62.210.37.82,1422564977,4737,6122,128,"{""1"":[""2""]}",33
906,69.247.76.60,1422859789,4737,6168,128,"{""1"":[""4""]}",33
907,67.162.193.83,1422860297,4737,168,128,"{""1"":[""2""]}",33
908,71.104.91.61,1422867805,4737,0,128,"{""1"":[""5""]}",33
909,216.87.207.12,1422906055,4737,0,128,"{""1"":[""1""]}",33
910,124.168.49.101,1423043624,3958,0,84,"{""1"":[""1""]}",26
911,24.248.9.72,1423335363,4737,9176,128,"{""1"":[""2""]}",33
912,80.61.189.47,1423407930,1007,7760,5,"{""1"":[""2""]}",27
913,131.247.226.153,1423960887,4737,7600,128,"{""1"":[""1""]}",33
914,67.236.240.25,1423965312,4737,9206,128,"{""1"":[""3""]}",33
931,166.137.248.54,1424204673,4737,0,128,"{""1"":[""2""]}",33
930,108.30.174.152,1424054425,4737,7643,128,"{""1"":[""1""]}",33
932,68.10.238.177,1424304828,4737,3,128,"{""1"":[""2""]}",33
933,98.168.173.200,1424311367,4737,6144,128,"{""1"":[""4""]}",33
934,67.61.146.136,1424365406,4737,4151,128,"{""1"":[""4""]}",33
935,65.0.99.13,1424744574,4737,8026,128,"{""1"":[""2""]}",33
936,74.121.217.2,1424892887,4737,7424,128,"{""1"":[""5""]}",33
937,66.17.126.150,1425006736,4737,0,128,"{""1"":[""3""]}",33
938,128.218.143.217,1426544787,4737,2075,128,"{""1"":[""5""]}",33
939,50.80.195.25,1426545827,4737,333,128,"{""1"":[""2""]}",33
940,173.88.54.65,1426575324,4737,0,128,"{""1"":[""3""]}",33
941,68.116.126.28,1426575434,3958,9256,84,"{""1"":[""2""]}",26
942,208.123.132.14,1426599297,4737,9217,128,"{""1"":[""3""]}",33
943,80.61.189.47,1426609815,3958,7760,84,"{""1"":[""1""]}",26
944,98.118.164.164,1427249858,3897,0,26,"{""1"":[""2""]}",25
945,66.55.134.221,1427307594,4217,0,99,"{""1"":[""1""]}",29
946,87.116.152.228,1427309260,4217,9288,99,"{""1"":[""1""]}",29
947,31.54.21.5,1427317707,4217,8192,99,"{""1"":[""1""]}",29
948,93.136.1.60,1427364833,4984,9267,152,"{""1"":[""1""]}",35
949,84.20.235.46,1427367419,4984,6278,152,"{""1"":[""8""]}",35
950,87.116.152.228,1427372268,4984,9288,152,"{""1"":[""2""]}",35
951,80.200.113.117,1427446046,4217,0,99,"{""1"":[""3""]}",29
952,166.137.126.46,1427595804,1007,0,5,"{""1"":[""2""]}",27
953,31.54.21.5,1427646608,1007,8192,5,"{""1"":[""2""]}",27
954,92.244.147.252,1427839089,4984,9353,152,"{""1"":[""2""]}",35
955,80.213.141.39,1427925821,5028,7508,78,"{""1"":[""2""],""2"":[""2""],""3"":[""3""]}",36
956,81.96.99.105,1427926212,5028,0,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
957,5.55.248.244,1427926830,5028,283,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
958,92.244.147.252,1427927415,5028,9353,78,"{""1"":[""1""],""2"":[""1""],""3"":[""5""]}",36
959,83.233.70.5,1427928874,5028,1558,78,"{""1"":[""1""],""2"":[""3""],""3"":[""5""]}",36
960,71.219.193.200,1427928909,5028,9217,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
961,98.168.173.200,1427929149,5028,6144,78,"{""1"":[""3""],""2"":[""1""],""3"":[""5""]}",36
962,31.217.37.190,1427929212,5028,9267,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
963,80.61.189.47,1427929419,5028,7760,78,"{""1"":[""1""],""2"":[""1""],""3"":[""3""]}",36
964,75.157.149.158,1427930446,5028,6310,78,"{""1"":[""1""],""2"":[""2""],""3"":[""3""]}",36
965,37.187.51.210,1427931236,5028,7346,78,"{""1"":[""1""],""2"":[""2""],""3"":[""3""]}",36
966,201.231.207.99,1427931383,5028,287,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
967,80.220.171.197,1427931500,5028,2306,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
968,131.247.226.154,1427932474,5028,7600,78,"{""1"":[""2""],""2"":[""1""],""3"":[""2""]}",36
969,69.176.179.99,1427932754,5028,7405,78,"{""1"":[""1""],""2"":[""2""],""3"":[""5""]}",36
970,199.46.114.5,1427933698,5028,3491,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
971,201.10.74.31,1427936026,5028,353,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
972,65.28.106.212,1427936096,5028,6321,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
973,50.132.126.251,1427936293,5028,7424,78,"{""1"":[""4""],""2"":[""1""],""3"":[""5""]}",36
974,24.248.9.72,1427936827,5028,9176,78,"{""1"":[""2""],""2"":[""2""],""3"":[""3""]}",36
975,99.249.195.215,1427938547,5028,2820,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
976,66.17.126.150,1427938580,5028,0,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
977,24.30.43.91,1427939556,5028,0,78,"{""1"":[""1""],""2"":[""2""],""3"":[""5""]}",36
978,142.68.238.176,1427939695,5028,6155,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
979,66.87.128.34,1427941093,5028,7816,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
980,72.191.215.246,1427942292,5028,7903,78,"{""1"":[""1""],""2"":[""2""],""3"":[""3""]}",36
982,73.215.113.250,1427946665,5028,2,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
983,216.232.239.84,1427950733,5028,9303,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
984,71.238.232.13,1427956729,5028,168,78,"{""1"":[""3""],""2"":[""1""],""3"":[""5""]}",36
985,87.116.152.228,1427958996,5028,9288,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
986,46.167.245.172,1427963243,5028,8018,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
987,108.216.16.222,1427964166,5028,6359,78,"{""1"":[""1""],""2"":[""1""],""3"":[""5""]}",36
988,84.20.235.46,1427966764,5028,6278,78,"{""1"":[""3""],""2"":[""1""],""3"":[""5""]}",36
989,77.38.156.66,1427969596,5028,125,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
990,201.214.89.171,1427975383,5028,44,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
991,91.214.88.146,1427975675,5028,8165,78,"{""1"":[""3""],""2"":[""2""],""3"":[""4""]}",36
992,2.31.105.193,1427976518,5028,0,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
993,86.181.217.139,1427977930,5028,7481,78,"{""1"":[""1""],""2"":[""2""],""3"":[""3""]}",36
994,76.4.176.27,1427984819,5028,281,78,"{""1"":[""2""],""2"":[""3""],""3"":[""3""]}",36
995,65.254.5.2,1427988133,5028,7643,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
996,24.18.248.23,1427995944,5028,8102,78,"{""1"":[""1""],""2"":[""1""],""3"":[""5""]}",36
997,84.209.14.205,1427998986,5028,7543,78,"{""1"":[""1""],""2"":[""2""],""3"":[""5""]}",36
998,94.254.132.34,1427998987,5028,9210,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
999,87.112.3.107,1428002611,5028,7,78,"{""1"":[""3""],""2"":[""2""],""3"":[""1""]}",36
1000,69.247.76.60,1428010651,5028,6168,78,"{""1"":[""4""],""2"":[""3""],""3"":[""5""]}",36
1001,98.95.230.14,1428016762,5028,8026,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
1002,166.137.118.82,1428032422,5028,0,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
1003,82.145.222.0,1428042614,5028,6260,78,"{""1"":[""3""],""2"":[""1""],""3"":[""5""]}",36
1004,81.228.214.125,1428055830,5028,1986,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
1005,70.194.16.84,1428083090,5028,68,78,"{""1"":[""4""],""2"":[""3""],""3"":[""1""]}",36
1007,162.203.25.158,1428116614,5028,2750,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
1008,216.232.235.15,1428658398,4498,9303,16,"{""1"":[""4""]}",30
1009,71.165.186.15,1428879042,5028,0,78,"{""1"":[""1""],""2"":[""1""],""3"":[""2""]}",36
1010,74.75.161.4,1429078047,4737,0,128,"{""1"":[""1""]}",33
1011,162.203.25.158,1429159585,4737,2750,128,"{""1"":[""2""]}",33
1012,79.145.97.16,1429460049,5028,9240,78,"{""1"":[""1""],""2"":[""2""],""3"":[""3""]}",36
1013,98.118.164.164,1429730755,4498,0,16,"{""1"":[""2""]}",30
1015,173.20.58.151,1431195481,5028,0,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
1016,122.128.196.30,1431226763,5028,2220,78,"{""1"":[""3""],""2"":[""1""],""3"":[""4""]}",36
1017,107.181.69.163,1431542483,4217,0,99,"{""1"":[""1""]}",29
1018,71.225.222.173,1431616502,5028,0,78,"{""1"":[""3""],""2"":[""1""],""3"":[""5""]}",36
1019,166.137.126.89,1431746793,3136,0,45,"{""1"":[""3""]}",23
1020,70.130.130.74,1431915038,4737,9393,128,"{""1"":[""3""]}",33
1021,166.137.136.30,1432010032,4737,0,128,"{""1"":[""2""]}",33
1022,205.155.32.65,1432321281,3958,0,84,"{""1"":[""1""]}",26
1023,197.231.221.211,1432605273,5028,0,78,"{""1"":[""1""],""2"":[""2""],""3"":[""4""]}",36
1024,205.155.32.65,1432668585,3136,0,45,"{""1"":[""5""]}",23
1025,212.200.81.128,1432738118,4984,104,152,"{""1"":[""4""]}",35
1026,84.236.115.20,1436646733,4217,9531,99,"{""1"":[""2""]}",29
1027,80.61.189.47,1436651219,4217,7760,99,"{""1"":[""2""]}",29
1028,86.15.81.183,1436658547,4217,9510,99,"{""1"":[""1""]}",29
1029,121.219.152.90,1436663333,4217,9476,99,"{""1"":[""1""]}",29
1030,23.27.248.228,1436673098,4217,9149,99,"{""1"":[""2""]}",29
1031,86.120.56.53,1436706085,4217,9496,99,"{""1"":[""1""]}",29
1032,99.228.14.39,1436728831,4217,9548,99,"{""1"":[""1""]}",29
1033,173.184.17.155,1436760771,4737,0,128,"{""1"":[""4""]}",33
1034,67.85.37.57,1436921630,4737,8310,128,"{""1"":[""1""]}",33
1035,67.246.151.74,1436923152,4737,9555,128,"{""1"":[""1""]}",33
1036,69.35.216.60,1436931198,4737,9503,128,"{""1"":[""4""]}",33
1037,88.12.224.237,1436964476,5352,9240,13,"{""1"":[""1""]}",37
1038,86.157.7.154,1436964853,5352,7481,13,"{""1"":[""1""]}",37
1039,37.187.129.166,1436964952,5352,0,13,"{""1"":[""1""]}",37
1040,80.212.27.57,1436965189,5352,7508,13,"{""1"":[""1""]}",37
1041,86.120.56.53,1436965574,5352,9496,13,"{""1"":[""1""]}",37
1042,64.121.193.49,1436965762,5352,6269,13,"{""1"":[""1""]}",37
1043,84.209.14.205,1436966082,5352,7543,13,"{""1"":[""1""]}",37
1045,99.228.14.39,1436969605,5352,9548,13,"{""1"":[""2""]}",37
1046,70.130.128.51,1436971618,5352,9393,13,"{""1"":[""1""]}",37
1047,109.163.234.5,1436972183,5352,7346,13,"{""1"":[""1""]}",37
1071,186.93.40.80,1437098518,5352,9149,13,"{""1"":[""2""]}",37
1049,72.107.127.202,1436974582,5352,7504,13,"{""1"":[""1""]}",37
1050,84.250.223.225,1436974670,5352,1209,13,"{""1"":[""1""]}",37
1051,5.79.68.161,1436975555,5352,7962,13,"{""1"":[""1""]}",37
1052,86.168.173.61,1436975833,5352,6151,13,"{""1"":[""1""]}",37
1053,66.87.97.108,1436978087,5352,6359,13,"{""1"":[""1""]}",37
1054,71.101.252.215,1436984094,5352,8232,13,"{""1"":[""1""]}",37
1055,174.4.182.100,1436991699,5352,4873,13,"{""1"":[""1""]}",37
1056,82.13.39.36,1436993424,5352,56,13,"{""1"":[""1""]}",37
1057,47.20.224.112,1436995069,5352,7636,13,"{""1"":[""1""]}",37
1058,76.18.68.241,1436996014,5352,6168,13,"{""1"":[""1""]}",37
1059,73.134.127.243,1436997688,4737,6254,128,"{""1"":[""2""]}",33
1060,83.233.71.27,1437000029,5352,1558,13,"{""1"":[""1""]}",37
1061,201.231.145.71,1437000502,5352,287,13,"{""1"":[""1""]}",37
1062,69.35.216.248,1437000617,5352,9503,13,"{""1"":[""1""]}",37
1063,76.104.193.188,1437004097,5352,8102,13,"{""1"":[""1""]}",37
1064,83.226.243.153,1437043740,5352,9531,13,"{""1"":[""1""]}",37
1065,82.37.159.132,1437047356,5352,0,13,"{""1"":[""1""]}",37
1066,80.61.189.47,1437058328,5352,7760,13,"{""1"":[""1""]}",37
1067,142.134.42.35,1437085965,5352,6155,13,"{""1"":[""1""]}",37
1068,162.235.112.127,1437086084,5352,293,13,"{""1"":[""1""]}",37
1069,76.4.169.17,1437093031,5352,281,13,"{""1"":[""1""]}",37
1070,201.3.92.135,1437096307,5352,353,13,"{""1"":[""1""]}",37
1072,162.200.144.114,1437254636,4737,0,128,"{""1"":[""5""]}",33
1073,5.245.169.34,1437406988,5352,9519,13,"{""1"":[""1""]}",37
1074,207.244.66.70,1437771923,5352,0,13,"{""1"":[""1""]}",37
1075,80.212.27.57,1438079640,5383,7508,11,"{""1"":[""2""]}",38
1076,212.83.93.123,1438081650,5383,9535,11,"{""1"":[""3""]}",38
1077,74.136.177.115,1438085504,5383,8133,11,"{""1"":[""3""]}",38
1078,83.233.71.27,1438087602,5383,1558,11,"{""1"":[""3""]}",38
1079,190.77.127.211,1438089041,5383,9149,11,"{""1"":[""3""]}",38
1080,84.209.14.205,1438090688,5383,7543,11,"{""1"":[""2""]}",38
1081,98.234.240.158,1438111743,5383,6274,11,"{""1"":[""2""]}",38
1082,99.228.190.74,1438304230,2784,9548,99,"{""1"":[""2""]}",18
1083,67.246.151.74,1439748179,5028,9555,78,"{""1"":[""1""],""2"":[""1""],""3"":[""3""]}",36
1084,80.12.63.165,1439884337,4498,9519,16,"{""1"":[""2""]}",30
1085,2.221.55.250,1441135436,5352,0,13,"{""1"":[""1""]}",37
1086,2.121.93.107,1441225920,4217,0,99,"{""1"":[""2""]}",29
1087,173.163.30.61,1441387921,4217,8310,99,"{""1"":[""1""]}",29
1088,108.219.107.29,1441642548,4737,9571,128,"{""1"":[""2""]}",33
1089,78.0.243.241,1442065630,3958,9267,84,"{""1"":[""1""]}",26
1090,80.61.189.47,1442792715,4498,7760,16,"{""1"":[""2""]}",30
1091,108.239.8.174,1442930679,4737,0,128,"{""1"":[""5""]}",33
1092,108.239.8.174,1442960122,5028,0,78,"{""1"":[""1""],""2"":[""1""],""3"":[""4""]}",36
1093,142.197.109.23,1442965047,4737,9304,128,"{""1"":[""2""]}",33
1094,97.77.188.146,1443022837,4737,0,128,"{""1"":[""2""]}",33
1095,71.46.246.100,1443027887,4737,9655,128,"{""1"":[""2""]}",33
1240,97.77.188.146,1457641687,4217,0,99,"{""1"":[""2""]}",29
1097,71.47.30.245,1443409934,5352,9655,13,"{""1"":[""1""]}",37
1108,89.153.157.91,1443443901,5598,9626,84,"{""1"":[""3""]}",40
1107,109.99.125.247,1443443163,5598,6322,84,"{""1"":[""1"",""3""]}",40
1106,174.4.165.99,1443442073,5598,4873,84,"{""1"":[""1"",""3""]}",40
1105,93.139.117.104,1443441175,5598,9267,84,"{""1"":[""1"",""2""]}",40
1139,86.146.190.14,1443506868,5598,0,84,"{""1"":[""3""]}",40
1110,5.245.169.34,1443448674,5598,9519,84,"{""1"":[""3""]}",40
1111,74.204.141.53,1443448838,5598,281,84,"{""1"":[""3""]}",40
1112,99.101.215.40,1443449726,5598,6359,84,"{""1"":[""3""]}",40
1113,71.46.246.100,1443450441,5598,9655,84,"{""1"":[""3""]}",40
1114,178.149.208.46,1443451307,4984,9620,152,"{""1"":[""2""]}",35
1115,142.167.173.113,1443451492,5598,6155,84,"{""1"":[""3""]}",40
1116,178.149.208.46,1443451979,5598,9620,84,"{""1"":[""3""]}",40
1117,92.244.146.31,1443453367,5598,9353,84,"{""1"":[""3""]}",40
1118,166.137.139.25,1443453406,5598,0,84,"{""1"":[""3""]}",40
1119,99.249.218.33,1443457944,5598,2820,84,"{""1"":[""3""]}",40
1120,75.163.170.224,1443458230,5598,9217,84,"{""1"":[""2"",""3""]}",40
1121,73.163.230.58,1443459076,5598,7816,84,"{""1"":[""3""]}",40
1122,108.219.107.29,1443461853,5598,9571,84,"{""1"":[""2""]}",40
1123,80.61.189.47,1443461992,5598,7760,84,"{""1"":[""3""]}",40
1124,76.18.68.241,1443463148,5598,6168,84,"{""1"":[""3""]}",40
1125,194.82.214.16,1443467545,5598,7481,84,"{""1"":[""4""]}",40
1126,79.112.164.191,1443467991,5598,9606,84,"{""1"":[""3""]}",40
1127,86.15.81.183,1443468328,5598,9510,84,"{""1"":[""3""]}",40
1128,146.201.166.235,1443469134,5598,8232,84,"{""1"":[""1"",""3""]}",40
1129,186.93.92.100,1443471436,5598,9149,84,"{""1"":[""3""]}",40
1130,87.116.152.228,1443475043,5598,9288,84,"{""1"":[""4""]}",40
1131,66.211.247.238,1443479294,5598,9112,84,"{""1"":[""1""]}",40
1132,121.214.176.171,1443480704,5598,9476,84,"{""1"":[""3""]}",40
1134,185.101.107.189,1443487014,5598,9521,84,"{""1"":[""3""]}",40
1135,31.185.245.232,1443487073,5598,7,84,"{""1"":[""3""]}",40
1136,162.203.25.158,1443487722,5598,2750,84,"{""1"":[""3""]}",40
1137,201.231.161.19,1443490771,5598,287,84,"{""1"":[""1""]}",40
1138,72.107.113.16,1443492873,5598,7504,84,"{""1"":[""1""]}",40
1140,142.197.109.23,1443519612,5598,9304,84,"{""1"":[""1""]}",40
1141,84.209.14.205,1443520085,5598,7543,84,"{""1"":[""3""]}",40
1142,188.246.51.130,1443542028,5598,887,84,"{""1"":[""2""]}",40
1143,70.72.157.47,1443565051,5598,9668,84,"{""1"":[""3""]}",40
1144,85.76.21.186,1443643778,5598,0,84,"{""1"":[""3""]}",40
1145,217.16.77.66,1443689448,4217,0,99,"{""1"":[""2""]}",29
1146,186.93.92.100,1443804497,1007,9149,5,"{""1"":[""2""]}",27
1147,174.77.88.210,1444069285,3136,0,45,"{""1"":[""2""]}",23
1148,79.101.96.58,1444080179,5352,104,13,"{""1"":[""1""]}",37
1149,174.77.88.210,1444092887,4737,0,128,"{""1"":[""2""]}",33
1150,85.76.67.182,1444232155,4217,0,99,"{""1"":[""1""]}",29
1151,99.6.21.105,1444236818,4737,9679,128,"{""1"":[""2""]}",33
1152,121.211.225.45,1444516835,5598,0,84,"{""1"":[""1""]}",40
1153,70.194.8.254,1444518175,5598,68,84,"{""1"":[""1"",""2"",""3"",""4""]}",40
1154,77.38.156.66,1444571729,5598,125,84,"{""1"":[""2""]}",40
1155,97.77.188.146,1445437130,5598,0,84,"{""1"":[""3""]}",40
1156,142.196.7.191,1445681801,1007,9690,5,"{""1"":[""2""]}",27
1157,69.120.9.104,1445803671,4217,9636,99,"{""1"":[""3""]}",29
1158,142.196.7.191,1445809628,3958,9690,84,"{""1"":[""1""]}",26
1159,70.72.157.47,1446083068,4217,9668,99,"{""1"":[""1""]}",29
1160,84.209.14.205,1446087682,4217,7543,99,"{""1"":[""3""]}",29
1161,75.54.22.115,1446088861,4217,9691,99,"{""1"":[""2""]}",29
1162,5.245.169.34,1446130149,4217,9519,99,"{""1"":[""1""]}",29
1163,184.98.78.86,1446136566,4217,9666,99,"{""1"":[""1""]}",29
