id,topics,posts,last_post,last_poster_id,last_poster_name,position,use_ibc,use_html,last_title,last_id,sort_order,prune,topicfilter,show_rules,allow_poll,allow_pollbump,inc_postcount,skin_id,parent_id,notify_modq_emails,sub_can_post,permission_showtopic,forum_allow_rating,forum_last_deletion,newest_title,newest_id,can_view_others,name_seo,seo_last_title,seo_last_name,last_x_topic_ids,forums_bitoptions,disable_sharelinks,deleted_topics,viglink,qa_rate_questions,qa_rate_answers,icon
86,33,857,2017-11-12T02:26:26Z,13532,The Whiteraven,1,TRUE,FALSE,Hitler ordered Gestapo to leave his Jewish officer alone,1148,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,40,0,TRUE,FALSE,FALSE,1444250536,How We Celebrate Christmas,5901,TRUE,third-reich,hitler-ordered-gestapo-to-leave-his-jewish-officer-alone,the-whiteraven,"a:5:{i:5901;s:10:""1450975407"";i:5641;s:10:""1444523863"";i:5631;s:10:""1444250319"";i:5174;s:10:""1431983669"";i:4101;s:10:""1403448839"";}",0,FALSE,FALSE,FALSE,*,*,
75,214,4406,2017-11-01T08:00:08Z,14564,Hellenic Nationalist,5,TRUE,FALSE,Your Favorite Quotes,52,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1453103056,Louis-Ferdinand Céline,6212,TRUE,personalities,your-favorite-quotes,hellenic-nationalist,"a:5:{i:6212;s:10:""1458246868"";i:6196;s:10:""1458024317"";i:6180;s:10:""1457548462"";i:6133;s:10:""1456699818"";i:6088;s:10:""1455658511"";}",0,FALSE,FALSE,TRUE,*,*,
76,48,494,2017-11-04T15:40:58Z,15036,romansoldier,12,TRUE,FALSE,Frente Nacionalista de México,8461,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1435667214,Memorial Held for Spanish Volunteers of the Third Reich,6042,TRUE,hispanidad,frente-nacionalista-de-méxico,romansoldier,"a:5:{i:6042;s:10:""1454874065"";i:5612;s:10:""1443674659"";i:5568;s:10:""1443110198"";i:5516;s:10:""1442609884"";i:5354;s:10:""1437011068"";}",0,FALSE,FALSE,TRUE,*,*,
77,35,805,2017-11-17T23:50:12Z,14404,Virgil,5,TRUE,FALSE,Neo Nazis? In MY Neighbourhood?,8507,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1457677044,"Absolute Canadian Mad Man Makes Anti-Jew,Anti-Homo,Anti-Marxist News Paper",6215,TRUE,canada,neo-nazis-in-my-neighbourhood,virgil,"a:5:{i:6215;s:10:""1458268960"";i:6113;s:10:""1456194091"";i:6091;s:10:""1455695902"";i:5645;s:10:""1444611836"";i:4316;s:10:""1411788281"";}",0,FALSE,FALSE,TRUE,*,*,
71,5,67,2017-05-28T12:39:10Z,13342,Vasiszta,11,TRUE,FALSE,Writings of Hungarian Traditionalists / Magyar tradicionalisták írásai,7552,Z-A,100,all,FALSE,FALSE,FALSE,TRUE,FALSE,36,,TRUE,FALSE,FALSE,1457550060,Hungarian National Socialists Honor Hungarians that Fought in the Waffen-SS,6055,TRUE,hungary,writings-of-hungarian-traditionalists-magyar-tradicionalisták-írásai,vasiszta,"a:2:{i:6055;s:10:""1455100297"";i:946;s:10:""1336971969"";}",0,FALSE,FALSE,TRUE,*,*,
73,38,294,2017-04-20T17:53:11Z,2306,Sammy,19,TRUE,FALSE,Taisteluni- äänikirja,7726,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1427374737,Finnish “Soldiers of Odin” hold 150 strong march in Tampere,6148,TRUE,suomi,taisteluni-äänikirja,sammy,"a:5:{i:6148;s:10:""1457022623"";i:5419;s:10:""1439659459"";i:5282;s:10:""1434425576"";i:5263;s:10:""1433969595"";i:5066;s:10:""1429248420"";}",0,FALSE,FALSE,TRUE,*,*,
81,11,182,2016-10-24T20:37:21Z,13342,Vasiszta,9,TRUE,FALSE,Greek Nationalists against anti-european Jobbiks turkish propaganda,2757,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1455757966,"Cyprus - Hundreds of Greek Cypriots from NPF, Honor Cypriot Nationalist Afxentiou",6158,TRUE,elláda,greek-nationalists-against-anti-european-jobbiks-turkish-propaganda,vasiszta,"a:5:{i:6158;s:10:""1457277944"";i:6079;s:10:""1455624215"";i:6077;s:10:""1455621722"";i:2757;s:10:""1375501764"";i:2720;s:10:""1374866385"";}",0,FALSE,FALSE,TRUE,*,*,
82,56,1580,2017-11-18T04:16:43Z,13771,BloodEagle,6,TRUE,FALSE,User Content,4353,Z-A,100,all,FALSE,TRUE,FALSE,FALSE,FALSE,14,,TRUE,FALSE,FALSE,1432500476,Best books for learning the Art of Propaganda,6175,TRUE,propaganda,user-content,bloodeagle,"a:5:{i:6175;s:10:""1457505481"";i:6085;s:10:""1455655867"";i:6029;s:10:""1454562681"";i:5897;s:10:""1450797771"";i:5861;s:10:""1449613633"";}",0,FALSE,FALSE,TRUE,*,*,
78,139,6145,2017-11-11T05:02:26Z,14434,Bog,5,TRUE,FALSE,The Official official IM Discord,7106,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,12,0,TRUE,FALSE,FALSE,1456417120,My official fascist beauty tips thread- by Blackshirt13,6117,TRUE,cancer,the-official-official-im-discord,bog,"a:5:{i:6117;s:10:""1456189294"";i:5932;s:10:""1451944155"";i:5924;s:10:""1451448080"";i:5856;s:10:""1449485743"";i:5830;s:10:""1448692452"";}",0,FALSE,TRUE,FALSE,*,*,
83,60,4176,2017-11-19T21:43:43Z,7757,Carcamano,4,TRUE,FALSE,National Socialist Black Metal,7444,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,96,0,TRUE,FALSE,FALSE,1455082508,Vaporwave Artists Assmad That Vaporwave is Popular With Fascists,6059,TRUE,music,national-socialist-black-metal,carcamano,"a:5:{i:6059;s:10:""1455218365"";i:5983;s:10:""1453619070"";i:5943;s:10:""1452383540"";i:5906;s:10:""1451112411"";i:5814;s:10:""1448307552"";}",0,FALSE,FALSE,FALSE,*,*,
84,80,2154,2017-10-28T05:06:22Z,6113,Aquila,3,TRUE,FALSE,Total Aryan Victory,8443,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1445672201,Native Americans,5952,TRUE,race-ethnic-relations,total-aryan-victory,aquila,"a:5:{i:5952;s:10:""1452728876"";i:5867;s:10:""1449770415"";i:5715;s:10:""1446161602"";i:5673;s:10:""1445376419"";i:5657;s:10:""1444944567"";}",0,FALSE,FALSE,FALSE,*,*,
85,47,1607,2017-11-19T21:32:48Z,85,Blackshirt,1,TRUE,FALSE,Stalinism: Red Fascism.,1290,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1432276431,Anarchism and Anarcho-Capitalism,5913,TRUE,antifascism,stalinism-red-fascism,blackshirt,"a:5:{i:5913;s:10:""1451371802"";i:5910;s:10:""1451275164"";i:5761;s:10:""1447329353"";i:5625;s:10:""1444057478"";i:5426;s:10:""1439925319"";}",0,FALSE,FALSE,FALSE,*,*,
87,420,8582,2017-11-20T17:51:05Z,14554,Gaelic Tribalist,1,TRUE,FALSE,Irish National Socialist group Galway 44/Tír Na nÓg’ in the news,8502,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,7,0,TRUE,FALSE,FALSE,1457550060,"Riga, Latvia - Latvian Legion of the Waffen-SS Honored",6214,TRUE,fascist-news,irish-national-socialist-group-galway-44tír-na-nóg’-in-the-news,gaelic-tribalist,"a:5:{i:6214;s:10:""1458268059"";i:6205;s:10:""1458090464"";i:6204;s:10:""1458083107"";i:6198;s:10:""1458035590"";i:6189;s:10:""1457736317"";}",0,FALSE,FALSE,FALSE,*,*,
172,15,203,2017-10-21T04:50:17Z,14268,Deimos,2,TRUE,FALSE,Translated articles and Interviews,5387,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,44,0,TRUE,FALSE,FALSE,1454537124,Azov Destroys Communist Rally,6213,TRUE,azov,translated-articles-and-interviews,deimos,"a:5:{i:6213;s:10:""1458267538"";i:6197;s:10:""1458024437"";i:6021;s:10:""1454436718"";i:5590;s:10:""1443354706"";i:5392;s:10:""1438089030"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/azov.png.d65dadb24f2c13b00355071621999190.png
88,1074,18419,2017-11-20T21:07:21Z,14376,antidemokrat,2,TRUE,FALSE,"""German"" federal elections, 24.09.2017",8376,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,7,0,TRUE,FALSE,FALSE,1457659966,FROG SWATISKA FOUND.,6224,TRUE,shill-news,german-federal-elections-24092017,antidemokrat,"a:5:{i:6224;s:10:""1458507021"";i:6223;s:10:""1458505522"";i:6222;s:10:""1458479104"";i:6221;s:10:""1458343048"";i:6220;s:10:""1458330427"";}",0,FALSE,FALSE,FALSE,*,*,
93,91,4049,2017-11-20T10:21:11Z,85,Blackshirt,1,TRUE,FALSE,Hijacking UK TV/Radio Broadcasts: Vrillon 'Alien' Incident & Radio Enoch,8513,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,96,0,TRUE,FALSE,FALSE,1456592990,The Logic of Violence,6184,TRUE,commentary,hijacking-uk-tvradio-broadcasts-vrillon-alien-incident-radio-enoch,blackshirt,"a:5:{i:6184;s:10:""1457632206"";i:6122;s:10:""1456495701"";i:6098;s:10:""1455911983"";i:6066;s:10:""1455401831"";i:6041;s:10:""1454871558"";}",0,FALSE,FALSE,FALSE,*,*,
94,109,2030,2017-11-14T09:51:56Z,13831,Massgrave,4,TRUE,FALSE,Theory for Natural Law - BOREALIS,8492,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,31,0,TRUE,FALSE,FALSE,1448916407,the extent of social constructs,6037,TRUE,theory,theory-for-natural-law-borealis,massgrave,"a:5:{i:6037;s:10:""1454731955"";i:5854;s:10:""1449339794"";i:5294;s:10:""1434733424"";i:5284;s:10:""1434478107"";i:5258;s:10:""1433790803"";}",0,FALSE,FALSE,FALSE,*,*,
95,44,953,2017-08-16T20:01:31Z,9482,h8chanz,3,TRUE,FALSE,HAM radio,7399,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,31,0,TRUE,FALSE,FALSE,1432336866,Love as a tactic,6207,TRUE,strategy,ham-radio,h8chanz,"a:5:{i:6207;s:10:""1458169397"";i:5998;s:10:""1453858952"";i:5937;s:10:""1452048704"";i:5195;s:10:""1432336598"";i:5023;s:10:""1427808533"";}",0,FALSE,FALSE,FALSE,*,*,
96,0,0,,0,,4,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,10,0,FALSE,FALSE,FALSE,0,,0,TRUE,media-center,,,,0,FALSE,FALSE,FALSE,*,*,
98,25,431,2017-10-28T08:07:21Z,14309,Orgoň,16,TRUE,FALSE,Beautiful things,208,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1457280701,Beautiful Traditional Architecture,6159,TRUE,art-architecture,beautiful-things,orgoň,"a:5:{i:6159;s:10:""1457279953"";i:5908;s:10:""1451223728"";i:5786;s:10:""1447853551"";i:5370;s:10:""1437490615"";i:4919;s:10:""1425764962"";}",0,FALSE,FALSE,FALSE,*,*,
101,70,1751,2017-11-20T15:55:21Z,9288,Змајевит,17,TRUE,FALSE,Alt-Right? Not Right! by Nick Griffin,8506,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1457538847,When the Storm Breaks: Rock Against Communism 1979-1993,6000,TRUE,books,alt-right-not-right-by-nick-griffin,змајевит,"a:5:{i:6000;s:10:""1454014579"";i:5974;s:10:""1453312136"";i:5950;s:10:""1452612810"";i:5788;s:10:""1447876727"";i:5751;s:10:""1447021400"";}",0,FALSE,FALSE,FALSE,*,*,
100,37,2416,2017-10-07T05:17:09Z,9668,Николајевић,2,TRUE,FALSE,The Problem With WN,8409,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1454692365,And the &#34;Alt-Right&#34; jumps the shark.,6033,TRUE,new-right,the-problem-with-wn,николајевић,"a:5:{i:6033;s:10:""1454688557"";i:5951;s:10:""1452675223"";i:5902;s:10:""1450981109"";i:5480;s:10:""1441396955"";i:5453;s:10:""1440817825"";}",0,FALSE,FALSE,FALSE,*,*,
99,98,12975,2017-11-20T22:52:23Z,13771,BloodEagle,1,TRUE,FALSE,Trivial HAPPENINGs,34,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,104,0,TRUE,FALSE,FALSE,1440884928,Bragging about my Aryan Baby thread,5227,TRUE,iron-lounge,trivial-happenings,bloodeagle,"a:5:{i:5227;s:10:""1432946887"";i:4959;s:10:""1426908641"";i:4943;s:10:""1426391017"";i:4906;s:10:""1425427573"";i:4904;s:10:""1425422846"";}",0,FALSE,FALSE,FALSE,*,*,
103,25,9368,2017-11-21T03:41:24Z,14434,Bog,103,TRUE,FALSE,Ideological and Forum Memes,416,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,96,0,TRUE,FALSE,FALSE,1457280701,Rhodesia Pre-Niggerdom,6216,TRUE,images,ideological-and-forum-memes,bog,"a:5:{i:6216;s:10:""1458270707"";i:5771;s:10:""1447450251"";i:5615;s:10:""1443721306"";i:5608;s:10:""1443569908"";i:5574;s:10:""1443125263"";}",0,FALSE,FALSE,FALSE,*,*,
104,11,187,2017-09-13T01:31:49Z,13167,Schwarzmarsch,3,TRUE,FALSE,IM Manuals,5728,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,17,0,TRUE,FALSE,FALSE,1434746442,Looking to find people for a possible group,5931,TRUE,fascist-fraternity,im-manuals,schwarzmarsch,"a:5:{i:5931;s:10:""1451926644"";i:5779;s:10:""1447612230"";i:5728;s:10:""1446711230"";i:4896;s:10:""1425248344"";i:4860;s:10:""1424294116"";}",0,FALSE,FALSE,FALSE,*,*,
106,14,615,2017-09-29T12:28:10Z,14568,Killinger,18,TRUE,FALSE,The Rape Shirts,8346,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,14,0,TRUE,FALSE,FALSE,1443404719,Wulflund,5655,TRUE,apparel,the-rape-shirts,killinger,"a:5:{i:5655;s:10:""1444821512"";i:4606;s:10:""1419734968"";i:4388;s:10:""1413916611"";i:4290;s:10:""1410897220"";i:4202;s:10:""1407542837"";}",0,FALSE,FALSE,FALSE,*,*,
108,25,208,2017-11-10T04:21:10Z,9668,MOONLORD,1,TRUE,FALSE,Friendly meeting of 3 National Socialists,8042,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1456556577,UPF Use Nazi Propaganda video,6217,TRUE,australia-new-zealand,friendly-meeting-of-3-national-socialists,moonlord,"a:5:{i:6217;s:10:""1458299064"";i:6136;s:10:""1456732578"";i:6134;s:10:""1456724247"";i:6125;s:10:""1456555315"";i:6074;s:10:""1455525840"";}",0,FALSE,FALSE,FALSE,*,*,
114,0,0,,0,,2,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,39,0,TRUE,FALSE,FALSE,0,,0,TRUE,whiskey-bunker,,,,0,FALSE,FALSE,FALSE,*,*,
112,6,54,2017-09-12T04:57:24Z,12999,Stribog,2,TRUE,FALSE,Canadian Discord,7871,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,77,0,TRUE,FALSE,FALSE,1426544067,Which one of you Cucks is writing Ironmarch.org in the VIU Nanaimo Campus?,6052,TRUE,maple-bunker,canadian-discord,stribog,"a:5:{i:6052;s:10:""1455066912"";i:5841;s:10:""1449022260"";i:5644;s:10:""1444593418"";i:4294;s:10:""1411037317"";i:2349;s:10:""1366832565"";}",0,FALSE,FALSE,FALSE,*,*,
113,1,20,2017-09-19T06:21:37Z,14568,Killinger,3,TRUE,FALSE,Volunteering on a farm.,7458,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,40,0,TRUE,FALSE,FALSE,0,,0,TRUE,schnitzel-bunker,volunteering-on-a-farm,killinger,,0,FALSE,FALSE,FALSE,*,*,
115,0,0,,0,,3,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,81,0,TRUE,FALSE,FALSE,0,,0,TRUE,gyro-bunker,,,,0,FALSE,FALSE,FALSE,*,*,
116,0,0,,0,,2,TRUE,FALSE,,,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,71,0,TRUE,FALSE,FALSE,0,,0,TRUE,goulash-bunker,,,,0,FALSE,FALSE,FALSE,*,*,
117,2,19,2017-02-18T17:13:26Z,9288,Змајевит,3,TRUE,FALSE,Acción Hispánica,7030,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,76,0,TRUE,FALSE,FALSE,1432971667,Solução Final BR,4934,TRUE,pork-bunker,acción-hispánica,змајевит,"a:1:{i:4934;s:10:""1426211233"";}",0,FALSE,FALSE,FALSE,*,*,
118,1,10,2017-08-23T11:00:10Z,13346,AusReich,3,TRUE,FALSE,Musica Non Conforme,5310,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,37,0,TRUE,FALSE,FALSE,0,Musica Non Conforme,5310,TRUE,pasta-bunker,musica-non-conforme,ausreich,"a:1:{i:5310;s:10:""1435294516"";}",0,FALSE,FALSE,FALSE,*,*,
119,1,2,2017-09-22T12:03:58Z,14494,Folkwin,2,TRUE,FALSE,Nederlandstalige propaganda,8320,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,43,0,TRUE,FALSE,FALSE,0,,0,TRUE,waffle-bunker,nederlandstalige-propaganda,folkwin,,0,FALSE,FALSE,FALSE,*,*,
121,22,247,2017-07-18T10:28:14Z,14382,ᛏᛁᚹᚨᛉ,18,TRUE,FALSE,Nordic Fascist Music and Marches,7800,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,0,TRUE,FALSE,FALSE,1427352457,Breivik trying to establish Terror Network,6173,TRUE,scandinavia,nordic-fascist-music-and-marches,ᛏᛁᚹᚨᛉ,"a:5:{i:6173;s:10:""1457494330"";i:6093;s:10:""1455741561"";i:5176;s:10:""1432051789"";i:5163;s:10:""1431707116"";i:4937;s:10:""1426295732"";}",0,FALSE,FALSE,FALSE,*,*,
127,3,29,2017-11-12T16:07:02Z,14957,Blitz,3,TRUE,FALSE,SRN PROPAGANDA THREAD,8412,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,38,0,TRUE,FALSE,FALSE,0,,0,TRUE,marmite-bunker,srn-propaganda-thread,blitz,,0,FALSE,FALSE,FALSE,*,*,
128,10,338,2017-08-20T22:24:22Z,13901,Jason,3,TRUE,FALSE,"Atomwaffen Division discussion, planning, recruitment.",6126,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,45,0,TRUE,FALSE,FALSE,1426544890,Atomwaffen Propaganda,6150,TRUE,burger-bunker,atomwaffen-division-discussion-planning-recruitment,jason,"a:5:{i:6150;s:10:""1457127660"";i:6126;s:10:""1456172500"";i:6030;s:10:""1454608069"";i:5056;s:10:""1428786317"";i:4737;s:10:""1422507459"";}",0,FALSE,FALSE,FALSE,*,*,
129,13,974,2017-03-06T20:42:58Z,14041,Eichmann88,2,TRUE,FALSE,New NA video: Ban Analysis/Summary/Future Predictions,7441,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,38,0,TRUE,FALSE,FALSE,1427281795,NA Winter Camps,6034,TRUE,national-action,new-na-video-ban-analysissummaryfuture-predictions,eichmann88,"a:5:{i:6034;s:10:""1454698077"";i:5398;s:10:""1438287437"";i:5033;s:10:""1428147323"";i:5032;s:10:""1428147269"";i:3100;s:10:""1381539674"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/NA.png.1fefc586bf3acbc72db5530c29fad613.png
130,14,1165,2017-11-16T20:17:07Z,14564,Hellenic Nationalist,2,TRUE,FALSE,Shitting on Golden Dawn from a National Socialist perspective,8370,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,81,0,TRUE,FALSE,FALSE,1427351586,Greece: hundreds turn out for Golden Dawn meeting as citizens burn invader base to the ground,6138,TRUE,golden-dawn,shitting-on-golden-dawn-from-a-national-socialist-perspective,hellenic-nationalist,"a:5:{i:6138;s:10:""1456780265"";i:5540;s:10:""1442867090"";i:2257;s:10:""1364943197"";i:1873;s:10:""1357829784"";i:1757;s:10:""1354687783"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/GD.png.5827cd307589b5048cae88958360ea46.png
179,11,110,2017-11-14T17:56:10Z,13880,Подземникъ,4,,,White Front,8496,,,all,FALSE,TRUE,FALSE,TRUE,FALSE,36,,TRUE,FALSE,FALSE,0,,0,TRUE,bulgaria,white-front,подземникъ,,8,FALSE,FALSE,TRUE,*,*,
131,8,479,2017-11-06T19:54:21Z,132,Myrrysmies,2,TRUE,FALSE,Nordic Resistance Movement,4365,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,121,0,TRUE,FALSE,FALSE,1448219098,Nordic Resistance Movement,4365,TRUE,nordic-resistance-movement,nordic-resistance-movement,myrrysmies,"a:2:{i:4365;s:10:""1413144399"";i:2438;s:10:""1369078606"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/NRM.png.651dacc7c53dee2b7ad2552728535090.png
132,3,24,2016-04-03T20:00:46Z,1558,Spöket,2,TRUE,FALSE,Nordic Resistance Finland: Week of Action,6294,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,73,0,TRUE,FALSE,FALSE,1427374737,Finnish Resistance commits an genocide in Jyväskylä,5412,TRUE,finnish-resistance-movement,nordic-resistance-finland-week-of-action,spöket,"a:2:{i:5412;s:10:""1439025064"";i:2141;s:10:""1363446646"";}",0,FALSE,FALSE,FALSE,*,*,monthly_2016_03/NRM.png.fcb6716c803e1bc7644250861da5b9f7.png
133,7,17,2015-10-10T21:06:49Z,7636,Blue Eyed Devil,1,TRUE,FALSE,New Zealand National Front,5637,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,108,0,TRUE,FALSE,FALSE,1427692861,New Zealand National Front,5637,TRUE,historic-movements,new-zealand-national-front,blue-eyed-devil,"a:5:{i:5637;s:10:""1444511209"";i:5044;s:10:""1428382056"";i:5043;s:10:""1428381501"";i:4733;s:10:""1422437183"";i:4788;s:10:""1422004284"";}",0,FALSE,FALSE,FALSE,*,*,
134,2,27,2016-08-25T04:26:20Z,13255,BuzzStomper,1,TRUE,FALSE,National Unity Party,346,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,77,0,TRUE,FALSE,FALSE,1427378007,Iron Guard remnants in Canada,3116,TRUE,historic-movements,national-unity-party,buzzstomper,"a:2:{i:3116;s:10:""1381885103"";i:346;s:10:""1322598727"";}",0,FALSE,FALSE,FALSE,*,*,
135,5,52,2017-04-01T22:00:27Z,6113,Aquila,2,TRUE,FALSE,Werwolf 1944-1947,7634,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,40,0,TRUE,FALSE,FALSE,1427454245,A brief History of Imperial German nationalism,5621,TRUE,historic-movements,werwolf-1944-1947,aquila,"a:3:{i:5621;s:10:""1443979890"";i:837;s:10:""1334348798"";i:753;s:10:""1332706767"";}",0,FALSE,FALSE,FALSE,*,*,
136,1,37,2017-06-23T14:07:09Z,13898,Mharú foiche,1,TRUE,FALSE,Irish Blueshirts,374,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,39,0,TRUE,FALSE,FALSE,1427351405,Irish Blueshirts,374,TRUE,historic-movements,irish-blueshirts,mharú-foiche,"a:1:{i:374;s:10:""1323872734"";}",0,FALSE,FALSE,FALSE,*,*,
138,4,12,2015-03-28T02:14:32Z,283,linkingdeath,1,TRUE,FALSE,4th of August Party,4998,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,81,0,TRUE,FALSE,FALSE,1427347968,4th of August Party,4998,TRUE,historic-movements,4th-of-august-party,linkingdeath,"a:4:{i:4998;s:10:""1427508872"";i:4986;s:10:""1427376561"";i:2567;s:10:""1371221409"";i:60;s:10:""1316104245"";}",0,FALSE,FALSE,FALSE,*,*,
139,2,41,2016-09-10T14:21:06Z,13342,Vasiszta,1,TRUE,FALSE,Hungarism and the Arrow Cross Party,1217,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,71,0,TRUE,FALSE,FALSE,1427351685,Szeged Idea,4552,TRUE,historic-movements,hungarism-and-the-arrow-cross-party,vasiszta,"a:2:{i:4552;s:10:""1418739806"";i:1217;s:10:""1343187019"";}",0,FALSE,FALSE,FALSE,*,*,
140,4,4,2015-09-24T16:10:49Z,7636,Blue Eyed Devil,2,TRUE,FALSE,Partido Nuevo Triunfo (PNT),5569,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,76,0,TRUE,FALSE,FALSE,0,Partido Nuevo Triunfo (PNT),5569,TRUE,historic-movements,partido-nuevo-triunfo-pnt,blue-eyed-devil,"a:4:{i:5569;s:10:""1443111049"";i:5567;s:10:""1443109065"";i:5229;s:10:""1433040745"";i:5221;s:10:""1432845815"";}",0,FALSE,FALSE,FALSE,*,*,
141,1,38,2013-12-09T00:00:12Z,6168,Fidena,2,TRUE,FALSE,Futurism,369,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,37,0,TRUE,FALSE,FALSE,1427348207,Futurism,369,TRUE,historic-movements,futurism,fidena,"a:1:{i:369;s:10:""1323747107"";}",0,FALSE,FALSE,FALSE,*,*,
142,1,13,2012-07-16T21:13:11Z,16,Talleyrand,1,TRUE,FALSE,Nederlandse Herstel beweging,706,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,43,0,TRUE,FALSE,FALSE,1427352008,Nederlandse Herstel beweging,706,TRUE,historic-movements,nederlandse-herstel-beweging,talleyrand,"a:1:{i:706;s:10:""1331581672"";}",0,FALSE,FALSE,FALSE,*,*,
143,1,4,2016-06-04T15:35:15Z,13075,Bombenhagel,1,TRUE,FALSE,Oboz Narodowo Radykalny-Falanga,4999,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,63,0,TRUE,FALSE,FALSE,1427521025,Oboz Narodowo Radykalny-Falanga,4999,TRUE,historic-movements,oboz-narodowo-radykalny-falanga,bombenhagel,"a:1:{i:4999;s:10:""1427510511"";}",0,FALSE,FALSE,FALSE,*,*,
144,8,44,2014-09-27T08:43:02Z,1,Александр Славрос,1,TRUE,FALSE,Russian Fascism: Прочее (Other),3313,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,44,0,TRUE,FALSE,FALSE,1427283417,Russian Fascism: Прочее (Other),3313,TRUE,historic-movements,russian-fascism-прочее-other,александр-славрос,"a:5:{i:3313;s:10:""1386011658"";i:3312;s:10:""1386010546"";i:3311;s:10:""1386009599"";i:3309;s:10:""1386006232"";i:3308;s:10:""1386004786"";}",0,FALSE,FALSE,FALSE,*,*,
145,1,40,2016-09-23T08:33:08Z,13246,IronFalx,1,TRUE,FALSE,The Iron Guard,1040,Z-A,100,all,FALSE,TRUE,FALSE,TRUE,FALSE,46,0,TRUE,FALSE,FALSE,1427347997,The Iron Guard,1040,TRUE,historic-movements,the-iron-guard,ironfalx,"a:1:{i:1040;s:10:""1339983037"";}",0,FALSE,FALSE,FALSE,*,*,
