event_id,event_calendar_id,event_member_id,event_content,event_title,event_comments,event_approved,event_saved,event_lastupdated,event_recurring,event_start_date,event_end_date,event_title_seo,event_rating,event_post_key,event_sequence,event_all_day,event_ip_address,event_last_comment,event_last_review,event_approved_by,event_approved_on,event_location,event_rsvp_limit,event_cover_photo,event_cover_offset,event_unapproved_reviews,event_hidden_reviews
92,1,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Filippo_Tommaso_Marinetti"" rel=""external nofollow"">Filippo Tommaso Marinetti</a>'s Birthday
</p>

<p>
	<img alt=""6Vbxo8O.jpg"" src=""https://i.imgur.com/6Vbxo8O.jpg"" /></p>
",Filippo Tommaso Marinetti's Birthday,0,TRUE,2015-12-04T09:08:35Z,2016-03-28T16:42:05Z,FREQ=YEARLY;INTERVAL=1,2015-12-22T00:00:00Z,,filippo-tommaso-marinettis-birthday,0,cf07640a4cdc7e495ea7c4b06d48da9f,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.0ce2302e41f92fce859ccf6cb319bcf3.jpg,104,,
93,11,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Oswald_Mosley"" rel=""external nofollow"">Sir Oswald Mosley</a><span style=""font-family:tahoma;""><span style=""font-size:12px;"">'s Death Day</span></span>
</p>

<p>
	<img alt=""FMeQlpV.jpg"" src=""https://i.imgur.com/FMeQlpV.jpg"" /></p>
",Sir Oswald Mosley's Death Day,1,TRUE,2015-12-04T09:09:49Z,2016-06-27T18:51:29Z,FREQ=YEARLY;INTERVAL=1,2015-12-03T00:00:00Z,,sir-oswald-mosleys-death-day,0,9db7c49a8b0df78e4530f2492892a7a4,FALSE,TRUE,,2016-12-02T00:24:05Z,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/FMeQlpV.jpg.b5135f50d3ddb2f109eaa950c4e7d370.jpg,390,,
94,9,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Pl%C3%ADnio_Salgado"" rel=""external nofollow"">Plínio Salgado</a>'s Death Day
</p>

<p>
	<img alt=""Q0uaY0t.jpg"" src=""https://i.imgur.com/Q0uaY0t.jpg"" /></p>
",Plínio Salgado's Death Day,0,TRUE,2015-12-04T09:12:50Z,2016-06-27T18:52:44Z,FREQ=YEARLY;INTERVAL=1,2015-12-08T00:00:00Z,,plínio-salgados-death-day,0,8a9f85df3aef510c07d552d66f0cf9eb,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/Q0uaY0t.jpg.98335a3d9ddec1bfc224b7d5545f3d20.jpg,152,,
95,3,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/French_invasion_of_Russia"" rel=""external nofollow"">Patriotic War of 1812</a> Victory
</p>

<p>
	<img alt=""aQQcGDV.jpg"" src=""https://i.imgur.com/aQQcGDV.jpg"" /></p>
",Patriotic War of 1812 Victory,0,TRUE,2015-12-04T09:17:13Z,2016-03-28T16:24:35Z,FREQ=YEARLY;INTERVAL=1,2015-12-14T00:00:00Z,,patriotic-war-of-1812-victory,0,188dda14f049b5f90fb16f0a97c7ba06,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/aQQcGDV.jpg.a33136f6c4c94740578dcb3274d41c6d.jpg,153,,
96,3,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Ivan_Ilyin"" rel=""external nofollow"">Ivan Alexandrovich Ilyin</a>'s Death Day
</p>

<p>
	<img alt=""MmzFMwk.jpg"" src=""https://i.imgur.com/MmzFMwk.jpg"" /></p>
",Ivan Alexandrovich Ilyin's Death Day,0,TRUE,2015-12-04T09:22:27Z,2016-03-28T16:40:08Z,FREQ=YEARLY;INTERVAL=1,2015-12-21T00:00:00Z,,ivan-alexandrovich-ilyins-death-day,0,03ef66d0f2183dc3811b0606370b758f,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.8a27d30d9f4ccb853d879baedf6284c2.jpg,165,,
97,5,1,"
<p>
	Merry Kikemas!
</p>

<p>
	<img alt=""wdcgW9R.jpg"" src=""https://i.imgur.com/wdcgW9R.jpg"" /></p>
",Merry Kikemas!,0,TRUE,2015-12-04T09:27:37Z,2016-03-28T16:43:46Z,FREQ=YEARLY;INTERVAL=1,2015-12-25T00:00:00Z,,merry-kikemas,0,5ed12b8117bea54fd1f7275c6a71bd1c,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.98e2b831c09ab19f9a78162e8188aefe.jpg,190,,
98,9,1,"
<p>
	Race War New Year
</p>

<p>
	<img alt=""bAuohfc.png"" src=""https://i.imgur.com/bAuohfc.png"" /></p>
",Race War New Year,0,TRUE,2015-12-04T09:31:54Z,2016-06-27T18:55:54Z,FREQ=YEARLY;INTERVAL=1,2016-01-01T00:00:00Z,,race-war-new-year,0,23e223f119239fc3a98de4fbc05ca4e6,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/1488.png.2177c220175e2544f623adfbf5673eb9.png,178,,
99,9,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Independence_Day_(Finland)"" rel=""external nofollow"">Finland Independence Day</a>
</p>

<p>
	<img alt=""67DThKP.jpg"" src=""https://i.imgur.com/67DThKP.jpg"" /></p>
",Finland Independence Day,0,TRUE,2015-12-23T06:42:14Z,2016-06-27T18:51:39Z,FREQ=YEARLY;INTERVAL=1,2015-12-06T00:00:00Z,,finland-independence-day,0,1b33f62ca06a255a898978600db888d3,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/67DThKP.jpg.ba570335b25fd5096a8b9f2b27f77cd5.jpg,76,,
100,2,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Alexander_I_of_Yugoslavia"" rel=""external nofollow"">Alexander I of Yugoslavia's Birthday</a>
</p>

<p>
	<img alt=""pKCvkEU.jpg"" src=""https://i.imgur.com/pKCvkEU.jpg"" /></p>
",Alexander I of Yugoslavia's Birthday,0,TRUE,2015-12-23T06:45:14Z,2016-06-25T22:58:58Z,FREQ=YEARLY;INTERVAL=1,2015-12-16T00:00:00Z,,alexander-i-of-yugoslavias-birthday,0,38481904320a504b58d9bf8648b4fadb,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/pKCvkEU.jpg.4b5c838a6f35ce00393f2ac5d1308235.jpg,143,,
101,2,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Vojin_Popovi%C4%87"" rel=""external nofollow"">Vojin Popović's Birthday</a>
</p>

<p>
	<img alt=""BhBG25c.jpg"" src=""https://i.imgur.com/BhBG25c.jpg"" /></p>
",Vojin Popović's Birthday,0,TRUE,2015-12-23T06:47:27Z,2016-06-25T22:56:23Z,FREQ=YEARLY;INTERVAL=1,2015-12-09T00:00:00Z,,vojin-popovićs-birthday,0,cc8fa06723556348e8dee2659cce88b8,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/BhBG25c.jpg.2d4406011d37fce84cecdd1a41a9b49a.jpg,51,,
228,9,13893,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Ant%C3%B3nio_de_Oliveira_Salazar"" rel=""external nofollow"">António de Oliveira Salazar</a>'s Birthday
</p>

<p>
	<img alt=""mwpFB9V.jpg"" class=""ipsImage"" src=""http://i.imgur.com/mwpFB9V.jpg"" /></p>
",António de Oliveira Salazar's Birthday,0,TRUE,2017-02-04T19:02:40Z,2017-03-27T13:10:22Z,FREQ=YEARLY;INTERVAL=1,2017-04-28T00:00:00Z,2017-04-29T00:00:00Z,antónio-de-oliveira-salazars-birthday,0,8ac432f8630836406b5c2ada182ae993,FALSE,TRUE,46.50.119.2,2017-02-04T19:02:40Z,2017-02-04T19:02:40Z,9288,2017-03-27T13:09:57Z,"{""lat"":null,""long"":null,""addressLines"":[null],""city"":"""",""region"":""Lisboa"",""country"":"""",""postalCode"":""""}",0,http://ironmarch.org/uploads/monthly_2017_03/Salazar.jpg.7a70671d9bb9a2e706abac6cfd6209e0.jpg,266,FALSE,FALSE
237,12,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Manuel_Hedilla"" rel=""external nofollow"">Manuel Hedilla</a>'s Death Day
</p>

<p>
	<img alt=""9rsc572.jpg"" class=""ipsImage"" src=""http://i.imgur.com/9rsc572.jpg"" /></p>
",Manuel Hedilla's Death Day,0,TRUE,2017-02-16T22:39:00Z,2017-02-16T22:39:00Z,FREQ=YEARLY;INTERVAL=1,2017-02-04T00:00:00Z,,manuel-hedillas-death-day,0,273e9d3d525b09da4a13396a656b63ff,FALSE,TRUE,82.145.220.36,2017-02-16T22:39:00Z,2017-02-16T22:39:00Z,9288,2017-02-16T22:39:04Z,,0,monthly_2017_02/Manuel_Hedilla.jpg.93bd7421dbe9175128c12d9dda305658.jpg,70,FALSE,FALSE
265,7,14382,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Unification_of_Germany"" rel=""external nofollow"">Unification of Germany</a>
</p>

<p>
	<img src=""https://i.imgur.com/OqGlCHh.png"" alt=""OqGlCHh.png"" /></p>
",Unification of Germany,0,TRUE,2017-07-29T16:03:01Z,2017-08-19T10:58:52Z,FREQ=YEARLY;INTERVAL=1,2018-01-18T00:00:00Z,,unification-of-germany,0,91ad82dca16085b0f6b26392bd11b0b1,FALSE,TRUE,88.88.161.18,2017-07-29T16:03:01Z,2017-07-29T16:03:01Z,9288,2017-08-19T10:58:56Z,,0,monthly_2017_08/njemacka.png.f6d092410c04be896a9cebaf466d85b8.png,338,FALSE,FALSE
264,8,9288,"
<p style=""margin-top:0px;color:rgb(224,224,224);font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-weight:normal;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">
	<a href=""<___base_url___>/index.php?/topic/8115-james-mason-is-back/#comment-198992"" rel="""" style=""color:rgb(235,154,0);text-decoration:underline;background-color:transparent;"">Atomwaffen Division finds James Mason</a>
</p>

<p style=""margin-bottom:0px;color:rgb(224,224,224);font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-weight:normal;letter-spacing:normal;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">
	<img alt=""7k2sTNs.jpg"" class=""ipsImage"" height=""750"" src=""http://i.imgur.com/7k2sTNs.jpg"" style=""vertical-align:middle;border:0px;height:auto;"" width=""1000"" /></p>
",Atomwaffen Division finds James Mason,1,TRUE,2017-07-26T20:14:09Z,2017-07-26T20:14:09Z,FREQ=YEARLY;INTERVAL=1,2017-03-25T00:00:00Z,,atomwaffen-division-finds-james-mason,0,50136846ada614e4e24d90aa2501e720,FALSE,TRUE,107.167.108.72,2017-07-26T20:25:43Z,2017-07-26T20:14:09Z,9288,2017-07-26T20:14:15Z,,0,monthly_2017_07/7k2sTNs.jpg.1e0df10e05bcd0ad197327931c991f33.jpg,120,FALSE,FALSE
105,2,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Republic_of_Serbian_Krajina"" rel=""external nofollow"">Republic of Serbian Krajina Formed</a>
</p>

<p>
	<img alt=""HDXIIVK.png"" class=""ipsImage"" src=""http://i.imgur.com/HDXIIVK.png"" /></p>
",Republic of Serbian Krajina Formed,0,TRUE,2015-12-23T07:02:02Z,2016-06-25T22:59:22Z,FREQ=YEARLY;INTERVAL=1,2015-12-19T00:00:00Z,,republic-of-serbian-krajina-formed,0,8b43f68d4a729f143c2d1e007f321c75,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/State_Flag_of_Serbian_Krajina_(1991).svg.png.5a9dc528280123e3d73f04c41b25e0e3.png,120,,
106,2,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Battle_of_Kolubara"" rel=""external nofollow"">Victory in the Battle of Kolubara</a>
</p>

<p>
	<img alt=""GUFZhjN.jpg"" src=""https://i.imgur.com/GUFZhjN.jpg"" /></p>
",Victory in the Battle of Kolubara,0,TRUE,2015-12-23T07:08:06Z,2016-06-25T22:59:06Z,FREQ=YEARLY;INTERVAL=1,2015-12-16T00:00:00Z,,victory-in-the-battle-of-kolubara,0,fb4f14a1433833938746d7e2ce14c0b5,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/GUFZhjN.jpg.731ec120cc0e9307f8faa79580f358f4.jpg,51,,
107,2,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Stefan_Du%C5%A1an"" rel=""external nofollow"">Stefan Dušan's Death Day</a>
</p>

<p>
	<img alt=""BDH75jp.jpg"" src=""https://i.imgur.com/BDH75jp.jpg"" /></p>
",Stefan Dušan's Death Day,0,TRUE,2015-12-23T07:11:28Z,2016-06-25T22:59:14Z,FREQ=YEARLY;INTERVAL=1,2015-12-20T00:00:00Z,,stefan-dušans-death-day,0,70b8cd2f78ad4c4cee247520d90e9371,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/BDH75jp.jpg.f95278c60496360aadfe4a2e916e3489.jpg,118,,
108,2,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Neboj%C5%A1a_M._Krsti%C4%87"" rel=""external nofollow"">Nebojša M. Krstić's Death Day</a>
</p>

<p>
	<img alt=""7xUfsyj.jpg"" src=""https://i.imgur.com/7xUfsyj.jpg"" /></p>
",Nebojša M. Krstić's Death Day,0,TRUE,2015-12-23T07:15:08Z,2016-06-25T22:56:13Z,FREQ=YEARLY;INTERVAL=1,2015-12-03T00:00:00Z,,nebojša-m-krstićs-death-day,0,a7ef7e1ef4d2b919d4bdb1ac80a128f3,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/7xUfsyj.jpg.ec924f975a1216f9cd6a26711804f375.jpg,68,,
109,8,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Robert_Jay_Mathews"" rel=""external nofollow"">Robert Jay Mathews's Death Day</a>
</p>

<p>
	<img alt=""gsLyfqP.jpg"" src=""https://i.imgur.com/gsLyfqP.jpg"" /></p>
",Robert Jay Mathews's Death Day,0,TRUE,2015-12-23T07:17:39Z,2016-06-27T18:52:00Z,FREQ=YEARLY;INTERVAL=1,2015-12-08T00:00:00Z,,robert-jay-mathewss-death-day,0,9d7e8ce20af9367f5c482949a8444eb3,TRUE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/gsLyfqP.jpg.9d8c13397c76e03b46d094f14318b79b.jpg,125,,
110,6,1,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Nikolaos_Michaloliakos"" rel=""external nofollow"">Nikos Michaloliakos's Birthday</a>
</p>

<p>
	<img alt=""8IdSqMS.jpg"" class=""ipsImage"" src=""http://i.imgur.com/8IdSqMS.jpg"" /></p>
",Nikos Michaloliakos's Birthday,0,TRUE,2015-12-23T07:21:53Z,2016-03-28T16:32:58Z,FREQ=YEARLY;INTERVAL=1,2015-12-16T00:00:00Z,,nikos-michaloliakoss-birthday,0,36b7144aad71c9a877eae73ce6583dc7,FALSE,TRUE,,,,0,,,,http://ironmarch.org/uploads/monthly_2016_03/NzeHHaa.jpg.687d285166d894893d49a7666dcd5c4c.jpg,136,,
111,11,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/J._R._R._Tolkien"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">J.R.R Tolkien</a>'s Birthday
</p>

<p>
	<img alt=""BA2Mu1A.jpg"" class=""ipsImage"" src=""http://i.imgur.com/BA2Mu1A.jpg"" /></p>
",J.R.R Tolkien's Birthday,0,TRUE,2016-03-28T16:50:59Z,2016-06-27T18:55:46Z,FREQ=YEARLY;INTERVAL=1,2016-01-03T00:00:00Z,,jrr-tolkiens-birthday,0,05e151592a27b038d7158f25ff95eea6,FALSE,TRUE,87.116.152.228,2016-03-28T16:50:59Z,2016-03-28T16:50:59Z,9288,2016-03-28T16:51:24Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.d4448b7eee446d4f81c405bdf1e0c070.jpg,195,FALSE,FALSE
112,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Nikolaj_Velimirovi%C4%87"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Nikolaj Velimirović</a>'s Birthday
</p>

<p>
	<img alt=""TXSQjU6.jpg"" class=""ipsImage"" src=""http://i.imgur.com/TXSQjU6.jpg"" /></p>
",Nikolaj Velimirović's Birthday,0,TRUE,2016-03-28T16:58:31Z,2016-06-27T18:54:15Z,FREQ=YEARLY;INTERVAL=1,2016-01-04T00:00:00Z,,nikolaj-velimirovićs-birthday,0,3ef0ceb873b04d4d9f6c1e956ff6ec91,FALSE,TRUE,87.116.152.228,2016-03-28T16:58:31Z,2016-03-28T16:58:31Z,9288,2016-03-28T16:59:13Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.74d64ef6129ab57ceb853ac604ceefb5.jpg,263,FALSE,FALSE
113,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Nikola_Tesla"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Nikola Tesla</a>'s Death Day
</p>

<p>
	<img alt=""EoRgQwt.jpg"" class=""ipsImage"" src=""http://i.imgur.com/EoRgQwt.jpg"" /></p>
",Nikola Tesla's Death Day,0,TRUE,2016-03-28T17:06:52Z,2016-06-25T23:01:24Z,FREQ=YEARLY;INTERVAL=1,2016-01-07T00:00:00Z,,nikola-teslas-death-day,0,745ef97a50233fecc5e2ff0bc357ca6e,FALSE,TRUE,87.116.152.228,2016-03-28T17:06:52Z,2016-03-28T17:06:52Z,9288,2016-03-28T17:10:01Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.11117e454f3957d3db13bb6e8a28f66f.jpg,350,FALSE,FALSE
114,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Republika_Srpska"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">establishment of Republic of Srpska</a>
</p>

<p>
	<img alt=""p57lZy1.jpg"" class=""ipsImage"" src=""http://i.imgur.com/p57lZy1.jpg"" /></p>
",Establishment of Republic of Srpska,0,TRUE,2016-03-28T17:15:29Z,2016-06-25T23:02:53Z,FREQ=YEARLY;INTERVAL=1,2016-01-09T00:00:00Z,,establishment-of-republic-of-srpska,0,451019344966d81a6f08bddeb0b5b790,FALSE,TRUE,87.116.152.228,2016-03-28T17:15:29Z,2016-03-28T17:15:29Z,9288,2016-03-28T17:15:41Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/MmzFMwk.jpg.8236e2ece3be8dcc35748acb21dc9e91.jpg,132,FALSE,FALSE
115,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Yugoslav_National_Movement"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Foundation of Yugoslav National Movement ZBOR (United Militant Labour Organization)</a>
</p>

<p>
	<img alt=""Gdq0xdP.png"" class=""ipsImage"" src=""http://i.imgur.com/Gdq0xdP.png"" /></p>
",Foundation of Yugoslav National Movement ZBOR (United Militant Labour Organization),0,TRUE,2016-03-28T19:19:47Z,2016-06-27T18:54:02Z,FREQ=YEARLY;INTERVAL=1,2016-01-06T00:00:00Z,,foundation-of-yugoslav-national-movement-zbor-united-militant-labour-organization,0,0f2b38a9c589558e6fef2a1fcac842fd,FALSE,TRUE,87.116.152.228,2016-03-28T19:19:47Z,2016-03-28T19:19:47Z,9288,2016-03-28T19:20:04Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/Gdq0xdP.png.5708b8211e3c636ef2b57aaefb525dc7.png,280,FALSE,FALSE
116,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Danilo_I,_Metropolitan_of_Cetinje"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Danilo I Petrović Njegoš</a>'s Death Day
</p>

<p>
	<img alt=""PiiITPZ.jpg"" class=""ipsImage"" src=""http://i.imgur.com/PiiITPZ.jpg"" /></p>
",Danilo I Petrović Njegoš's Death Day,0,TRUE,2016-03-28T19:24:10Z,2016-06-25T23:02:31Z,FREQ=YEARLY;INTERVAL=1,2016-01-11T00:00:00Z,,danilo-i-petrović-njegošs-death-day,0,e3d84741f608207d10681422f1858e1c,FALSE,TRUE,87.116.152.228,2016-03-28T19:24:10Z,2016-03-28T19:24:10Z,9288,2016-03-28T19:24:21Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/56f984d4f38b2_Danilo_epevi_The_Mountain_Wreath.jpg.ba5728da0fd163e96544bac49f332fe0.jpg,173,FALSE,FALSE
117,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Arkan"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Željko Ražnatović Arkan</a>'s Death Day
</p>

<p>
	<img alt=""nWitihI.jpg"" class=""ipsImage"" src=""http://i.imgur.com/nWitihI.jpg"" /></p>
",Željko Ražnatović Arkan's Death Day,0,TRUE,2016-03-28T19:26:47Z,2016-06-25T23:03:15Z,FREQ=YEARLY;INTERVAL=1,2016-01-15T00:00:00Z,,željko-ražnatović-arkans-death-day,0,05429b37966c4dd408ef4385b78f6049,FALSE,TRUE,87.116.152.228,2016-03-28T19:26:47Z,2016-03-28T19:26:47Z,9288,2016-03-28T19:26:57Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/56f9856cd5e05_21_December1991_beta.jpg.1a6103d4e97964ad429527bd9df5dd0e.jpg,133,FALSE,FALSE
118,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Jovan_Cviji%C4%87"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Jovan Cvijić</a>'s Death Day 
</p>

<p>
	<img alt=""fmN2ILq.jpg"" class=""ipsImage"" src=""http://i.imgur.com/fmN2ILq.jpg"" /></p>
",Jovan Cvijić's Death Day,0,TRUE,2016-03-28T19:29:41Z,2016-06-25T23:03:33Z,FREQ=YEARLY;INTERVAL=1,2016-01-16T00:00:00Z,,jovan-cvijićs-death-day,0,2817bc724e55c67f69324fd40b45e6d5,FALSE,TRUE,87.116.152.228,2016-03-28T19:29:41Z,2016-03-28T19:29:41Z,9288,2016-03-28T19:30:25Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/konferencija-povodom-150-godina-od-rodenja-jovana-cvijica-1331936-velika.jpg.8e4aff03587d5a109cab873decfd1946.jpg,122,FALSE,FALSE
119,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Petar_Bojovi%C4%87"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Petar Bojović</a>'s Death Day
</p>

<p>
	<img alt=""Ds514dM.jpg"" class=""ipsImage"" src=""http://i.imgur.com/Ds514dM.jpg"" /></p>
",Petar Bojović's Death Day,0,TRUE,2016-03-28T19:32:51Z,2016-06-25T23:03:43Z,FREQ=YEARLY;INTERVAL=1,2016-01-19T00:00:00Z,,petar-bojovićs-death-day,0,2edb53fec1d02547a0a7c81410fba5d6,FALSE,TRUE,87.116.152.228,2016-03-28T19:32:51Z,2016-03-28T19:32:51Z,9288,2016-03-28T19:33:14Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/56f986dc092e0_General_Petar_Bojovi.jpg.40d431c1bf839306b6caeeab45a2be01.jpg,190,FALSE,FALSE
120,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/%C5%BDivojin_Mi%C5%A1i%C4%87"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Živojin Mišić</a>'s Death Day
</p>

<p>
	<img alt=""NVRhZmi.jpg"" class=""ipsImage"" src=""http://i.imgur.com/NVRhZmi.jpg"" /></p>
",Živojin Mišić's Death Day,0,TRUE,2016-03-28T19:35:11Z,2016-06-25T23:03:54Z,FREQ=YEARLY;INTERVAL=1,2016-01-20T00:00:00Z,,živojin-mišićs-death-day,0,1cc4260db18b3a18f6c52a6f3d582966,FALSE,TRUE,87.116.152.228,2016-03-28T19:35:11Z,2016-03-28T19:35:11Z,9288,2016-03-28T19:35:24Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/56f98767b2e96_20130820203034!__.jpg.b4aae9e2341efb2b4d1a80d2d8b530cd.jpg,122,FALSE,FALSE
121,2,9288,"
<p>
	<a href=""https://en.wikipedia.org/wiki/Saint_Sava#Churches_dedicated_to_St._Sava"" rel=""external nofollow"" style=""color:rgb(235,154,0);text-decoration:underline;font-family:Tahoma, sans-serif;font-size:13px;font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:26px;text-indent:0px;text-transform:none;white-space:normal;word-spacing:0px;background-color:rgb(28,28,28);"">Saint Sava's (Rastko Nemanjić)</a> Death Day
</p>

<p>
	<img alt=""39ryulv.jpg"" class=""ipsImage"" src=""http://i.imgur.com/39ryulv.jpg"" /></p>
",Saint Sava's (Rastko Nemanjić) Death Day,1,TRUE,2016-03-28T19:48:25Z,2016-06-25T23:04:05Z,FREQ=YEARLY;INTERVAL=1,2016-01-27T00:00:00Z,,saint-savas-rastko-nemanjić-death-day,0,909c8c705eb94d0ea897d6e8bf133d0b,FALSE,TRUE,87.116.152.228,2016-06-27T04:43:32Z,2016-03-28T19:48:25Z,9288,2016-03-28T19:48:53Z,,-1,http://ironmarch.org/uploads/monthly_2016_03/49c3b26e0fa258a6f2a4ecc2d128d97f.jpg.2534072bf9f11fe71dbd5b6602081334.jpg,391,FALSE,FALSE
