conf_id,conf_title,conf_description,conf_group,conf_type,conf_key,conf_value,conf_default,conf_extra,conf_evalphp,conf_position,conf_start_group,conf_add_cache,conf_keywords
65,SMTP username,Not required in most cases when using 'localhost',8,input,smtp_user,,,,,7,,TRUE,
66,SMTP password,Not required in most cases when using 'localhost',8,input,smtp_pass,,,,,8,,TRUE,
67,Enhanced SMTP HELO,Select which identification clause you need to use with your SMTP server.,8,dropdown,smtp_helo,,HELO,"HELO=HELO
EHLO=EHLO",,9,,TRUE,helo ehlo
68,PHP mail extra options,Example: -femail@address.com will force a 'From' header.,8,input,php_mail_extra,,,,,9,PHP Mail Settings,TRUE,
69,Community name,"This is the name of the community. It is used as the first link in the navigation menu, etc.",9,input,board_name,Iron March Forums,Invision Power Board,,,1,Names &amp; Addresses,TRUE,
70,Meta tag: image_src,"Facebook and other services use this when sharing links or syndicating content. Minimum size is 50px x 50px, with an aspect ratio of 3:1. {style_image_url} will be replaced with URL to current skin directory.",9,input,meta_imagesrc,,{style_image_url}/meta_image.png,,,2,,TRUE,
71,Website name,"This is the name of your website. If this and ""Website Address' is filled in, your website address and name will appear on the community above the header by default.",9,input,home_name,IRONMARCH.ORG,,,,3,,TRUE,
72,Website address,"This is the URL to your website. If entered, it'll appear on the community above the header by default.",9,input,home_url,,,,,4,,TRUE,
325,Publisher ID,This is the publisher ID issued to you by Google when you sign up for Admob.  <a href='https://developers.google.com/mobile-ads-sdk/kb/#getpublisherid'>Click here for instructions</a>,31,input,admob_pub_id,,,,,1,,TRUE,
74,Path to &#39;upload&#39; directory,"This is a path, not a URL.
<!--SUGGEST-->",9,input,upload_dir,/home/ironmarc/public_html/uploads,,upload_dir,"if( $show == 1 )
{
	$this_script = str_replace( '&#092;&#092;&#092;&#092;', '/', getenv( 'SCRIPT_FILENAME' ) );
 	
	if( $this_script )
	{
		$this_script = str_replace( '/'.CP_DIRECTORY.'/index.php', '/uploads', $this_script );
 		$r['conf_description'] = str_replace( ""<!--SUGGEST-->"", ""<br />IP.Board has detected your uploads path as: <strong>"".$this_script . '</strong>', $r['conf_description'] );
	}
}
if( $save == 1 )
{
	$value = trim($value);
}",6,,TRUE,
75,Upload URL,"The URL to your ""uploads"" folder.
<!--SUGGEST-->",9,input,upload_url,http://ironmarch.org/uploads,,,"if( $show == 1 )
{
	$this_host   = getenv( 'SERVER_NAME' );
	$this_port   = getenv( 'SERVER_PORT' );
	$this_script = getenv( 'SCRIPT_NAME' );
	$this_script = str_replace( ""&#092;&#092;&#092;&#092;"", ""/"", $this_script );

	if( $this_host AND $this_script )
	{
		$this_script = str_replace( '/'.CP_DIRECTORY.'/index.php', '/uploads', $this_script );

		if( $this_port == 80 )
		{
			$_url	= ""http://"" . $this_host . $this_script;
		}
		else if( $this_port == 443 )
		{
			$_url	= ""https://"" . $this_host . $this_script;
		}
		else
		{
			$_url	= ""http://"" . $this_host . "":"" . $this_port . $this_script;
		}
		
		$r['conf_description'] = str_replace( ""<!--SUGGEST-->"", ""<br />IP.Board has detected your uploads url as: <strong>"". $_url . '</strong>', $r['conf_description'] );
	}
}
if( $save == 1 )
{
	$value = trim($value);
}",7,Other URLs and Paths,TRUE,
76,Caching PATH,"<b>This can be left blank</b>
<br />This is useful for specifing a PATH for the IP.Board written files (skin_cache, lang_cache, tmp) when dealing with load balanced/clustered servers. If you enter a PATH, please ensure that it ends with a trailing slash.	<br />
	Note: This location must have a 'cache' folder. So if you enter /home/path/ then you must have a folder /home/path/cache/",9,input,ipb_cache_path,,,,"if( $save == 1 )
{
	$value = trim($value);
}",8,,TRUE,
77,Caching URL,"<b>This can be left blank</b>
<br />
If you supplied a Caching PATH, you must also supply the URL to this caching path here.",9,input,ipb_cache_url,,,,"if( $save == 1 )
{
	$value = trim($value);
}",9,,TRUE,
78,Minify CSS and JS,"You can minify javascript and CSS to reduce the number of HTTP requests to the server, support proper browser caching, and compress the contents sent. Note, if you are using a CDN, you will need to disable this.",9,yes_no,use_minify,,1,,,10,,TRUE,"minify, reduce, compress, javascript"
79,Images URL,"<b>This can be left blank</b>
<br />This can be used if you wish to serve images from a different server, using a CDN, or when using clustered servers. Please ensure it starts with http(s):// if entering a URL",9,input,ipb_img_url,,,,"if( $save == 1 && $value )
{
	$value = trim($value);

		/* Flag skins for recache */
		require_once( IPS_ROOT_PATH . 'sources/classes/skins/skinFunctions.php' );
		require_once( IPS_ROOT_PATH . 'sources/classes/skins/skinCaching.php' );
		$skinCaching	= new skinCaching( $this->registry );
		
		/* Flag all for recache */
		$skinCaching->flagSetForRecache();
}",11,CDN Settings,TRUE,
80,Debug level,This controls the debug information shown at the footer of your board.,9,dropdown,debug_level,,0,"0=0: None - Don't show any debug information
1=1: Show server load, page generation times and query count
2=2: Show level 1 (above) and GET and POST information
3=3: Show level 1 + 2 and database queries",,14,Other General Settings,TRUE,
81,Show as licensed to...,"Example: <em>Matthew Mecham, IPS, Inc.</em>  If blank, licensed to line will not show.",9,input,ipb_reg_name,,,,,15,,TRUE,
82,Remove default forums navigation,Removes the board index navigation link when not in the forum application.,9,yes_no,remove_forums_nav,,0,,,16,,TRUE,
83,Enable WebDav,Enable webdav so skins are editable outside the ACP.,10,yes_no,webdav_on,,0,,,1,,TRUE,
84,IPB registered license key,"This is the IPB registraton key NOT your customer code or client center password. To get your key, log into your client center and click on 'Invision Power Board' under 'Your Purchases'.
<br />DO NOT REMOVE OR EDIT THIS KEY UNLESS YOU'RE SURE OF WHAT YOU'RE DOING!",11,input,ipb_reg_number,1315832416-74506-155866-1144811605,,,,1,,TRUE,
331,Privacy Policy Text,,2,editor,priv_body,"<!-- isHtml:1 --><!-- isHtml:1 -->Your privacy is important to us. To better protect your privacy we provide this notice explaining our online information practices and the choices you can make about the way your information is collected and used. To make this notice easy to find, we make it available in our footer and at every point where personally identifiable information may be requested.<br />
<br />
Log files are maintained and analysed of all requests for files on this website's web servers. Log files do not capture personal information but do capture the user's IP address, which is automatically recognised by our web servers.<br />
<br />
<strong class='bbc'>Our Commitment to Children's Privacy</strong><br />
Protecting the privacy of the very young is especially important. For that reason, we never collect or maintain information at our website from those we actually know are under 13, and no part of our website is structured to attract anyone under 13.<br />
<br />
<strong class='bbc'>Cookies</strong><br />
This website does not store any information that would, on its own, allow us to identify individual users of this service without their permission. Any cookies that may be used by this website are used either solely on a per session basis or to maintain user preferences. Cookies are not shared with any third parties.","Your privacy is important to us. To better protect your privacy we provide this notice explaining our online information practices and the choices you can make about the way your information is collected and used. To make this notice easy to find, we make it available in our footer and at every point where personally identifiable information may be requested.<br /><br />Log files are maintained and analysed of all requests for files on this website's web servers. Log files do not capture personal information but do capture the user's IP address, which is automatically recognised by our web servers.<br /><br />[b]Our Commitment to Children's Privacy[/b]<br />Protecting the privacy of the very young is especially important. For that reason, we never collect or maintain information at our website from those we actually know are under 13, and no part of our website is structured to attract anyone under 13.<br /><br />[b]Cookies[/b]<br />This website does not store any information that would, on its own, allow us to identify individual users of this service without their permission. Any cookies that may be used by this website are used either solely on a per session basis or to maintain user preferences. Cookies are not shared with any third parties.",,,7,,FALSE,
88,Enable notifications,Mobile notifications require an active support license,13,yes_no,iphone_notifications_enabled,,1,,,1,Mobile Notifications,TRUE,
89,Group restriction,"Select which groups can receive mobile notifications, not selecting any will cause notifications to be enabled for all groups.",13,multi,iphone_notifications_groups,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['iphone_notifications_groups']) )
	{
		$_POST['iphone_notifications_groups'] = implode("","",$_POST['iphone_notifications_groups']);
	}
	else
	{
		$_POST['iphone_notifications_groups'] = """";
	}
	
	$key = 'iphone_notifications_groups';
}
if ( $show == 1 )
{
$key = 'iphone_notifications_groups[]';
}",2,,TRUE,
90,Prune spam logs,Do you wish to prune spam logs regularly (default every 30 days)?,14,yes_no,ipb_prune_spam,,1,,,10,,TRUE,
91,Prune spider logs,Do you wish to prune spider logs regularly (default every 30 days)?,14,yes_no,ipb_prune_spider,,1,,,10,Prune Options,TRUE,
92,Prune task logs,Do you wish to prune task logs regularly (default every 30 days)?,14,yes_no,ipb_prune_task,,1,,,20,,TRUE,
93,Prune admin logs,Do you wish to prune admin logs regularly (default every 30 days)?,14,yes_no,ipb_prune_admin,,0,,,30,,TRUE,
94,Prune moderator logs,Do you wish to prune moderator logs regularly (default every 30 days)?,14,yes_no,ipb_prune_mod,,0,,,40,,TRUE,
96,Prune email error logs,Do you wish to prune email error logs regularly (default every 30 days)?,14,yes_no,ipb_prune_emailerror,,1,,,60,,TRUE,
97,Prune SQL error logs,Do you wish to prune SQL Error logs older than 30 days?,14,yes_no,ipb_prune_sql,,1,,,70,,TRUE,
98,Prune admin login logs,Prunes admin login logs over configured days.,14,yes_no,prune_admin_login_logs,,1,,,80,,TRUE,
99,Prune error logs,Prune error logs over 30 days old?,14,yes_no,prune_error_logs,,1,,,90,,TRUE,"prune, error, logs"
100,Log errors,Log all errors over the selected level,14,dropdown,error_log_level,,4,"0=Do not log any additional errors
1=Log all errors
2=Log all level 1 errors and above
3=Log all level 2 errors and above
4=Log all level 3 errors and above
5=Log all level 4 errors and above
6=Log all level 5 errors",,100,Error Logs,TRUE,
101,Notify administrator,Notify the community incoming email address when an error is logged?,14,dropdown,error_log_notify,,0,"0=Do not notify of any errors
1=Notify of all errors
2=Notify of all level 1 errors and above
3=Notify of all level 2 errors and above
4=Notify of all level 3 errors and above
5=Notify of all level 4 errors and above
6=Notify of all level 5 errors",,110,,TRUE,"email, admin, notify, error, log"
102,Log all search engine visits,"If you're under heavy attack, switch this off as it may put a little extra load on the SQL server as it attempts to insert new data rows.",15,yes_no,spider_visit,,0,,,1,Search Engines,TRUE,
103,Show search engine in the active users list,,15,yes_no,spider_active,,1,,,2,,TRUE,
104,Redirect to new friendly URL format,"If enabled, a user accessing showxxxx=x type links will be automatically redirected to the new URL format.",15,yes_no,seo_r_on,,0,,,5,Friendly URL Features,TRUE,
105,URL type,"If you're using PHP as an Apache module you can use 'path info' or you can use 'query string' if you're on Windows hosting or using PHP as a CGI module. Not sure?<br />
Use 'query_string'.",15,dropdown,url_type,,query_string,"path_info=Path Info
query_string=Query String","if ( $show == 1 AND ! $this->settings['use_friendly_urls'] )
{
	$r['conf_description'] .= ""<div style='color:red'>Note: FURLs are not enabled. Please edit your 'conf_global.php' and at the bottom add: <kbd>&#092;$INFO['use_friendly_urls']            = '1';</kdb></div>"";
}",6,,TRUE,
106,Use .htaccess mod_rewrite,"If yes, add a file called .htaccess with the following contents.<br />
<!-- MOD_REWITE_EXAMPLE -->",15,yes_no,htaccess_mod_rewrite,,0,,"if( $show == 1 )
{
	$r['conf_description'] = str_replace( '<!-- MOD_REWITE_EXAMPLE -->', nl2br( $this->registry->adminFunctions->fetchModRewrite() ), $r['conf_description'] );
}",7,,TRUE,
326,Show ads at top,Enabling this option will show an ad at the top of the screen in the IPS Mobile App,31,yes_no,admob_top,,0,,,2,,TRUE,
327,Show ads at bottom,Enabling this option will show ads at the bottom of the IPS Mobile App,31,yes_no,admob_bottom,,1,,,3,,TRUE,
328,Archive System Enabled,,32,yes_no,archive_on,,0,,,1,,TRUE,
329,Restore in last X days,,32,input,archive_restore_days,,,,,2,,TRUE,
330,Privacy Policy Title,Enter the name of your privacy policy. This will also be used in the link.,2,input,priv_title,,Privacy Policy,,,6,Privacy Policy,TRUE,
112,Google Analytics code,"Enter your Google Analytics code here, and it will be automatically inserted into all skins. It is not advised that you use this setting if you are not using the asynchronous tracking code.",15,textarea,ipseo_ga,,,,,4,,TRUE,"ipseo, ip.seo, google, analytics, tracking, code"
113,Type of search to use,"You can use traditional or sphinx searching (if available).
<!--FULLTEXT-->
<br />
<!--FULLCHECK-->",16,dropdown,search_method,,traditional,"traditional=Traditional
sphinx=Sphinx",,1,,TRUE,
114,Use fulltext searching,"Only applies to traditional search. If you are using traditional search, this is recommended, but may not find non-English words if the database is not configured properly.",16,yes_no,use_fulltext,,1,,,2,,TRUE,
115,Minimum search word length,"Allowing shorter search words can return more results, such as 'if', 'at', etc. Note, if using the fulltext search method, your MySQL configuration may override this setting.",16,input,min_search_word,,4,min_search_word,,3,,TRUE,
116,Limit search results,"Choose the maximum number of results returned when searching. Note, this only affects 'traditional search' and not Sphinx.",16,dropdown,search_hardlimit,,200,"100=100
200=200
300=300
400=400
500=500
1000=1000",,4,,TRUE,
117,Number of search results to show per page,Default is 25,16,input,search_per_page,,25,,,5,,TRUE,
118,View New Content: Use SQL Always,"If 'yes', then the SQL method of fetching results for view new content will be used even if Sphinx is selected for the main search. This negates the 15 minute delay in result updates caused by Sphinx.",16,yes_no,force_sql_vnc,,1,,,6,,TRUE,
119,View new posts: block forums,Select the forums you <b>don't</b> wish to search for new posts when using either the 'get active topics' or 'view new posts' links. You may select more than one.,16,multi,vnp_block_forums,,,#show_forums#,"if ( $save == 1)
{
	if ( is_array($_POST['vnp_block_forums']) )
	{
		$_POST['vnp_block_forums'] = implode("","",$_POST['vnp_block_forums']);
	}
	else
	{
		$_POST['vnp_block_forums'] = """";
	}
	
	$key = 'vnp_block_forums';
}
if ( $show == 1 )
{
$key = 'vnp_block_forums[]';
}",6,,TRUE,
120,Default search type,"If you searched for ""foo bar"" 'OR' matching would find all results with either keyword, 'AND' matching would find all results with both keywords. Affects 'traditional' searching only.",16,dropdown,s_andor_type,,and,"and=And
or=Or",,7,,TRUE,
121,Default &quot;View New Content&quot; method,,16,dropdown,default_vnc_method,,unread,"unread=Content I have not read
lastvisit=New since my last visit",,8,,TRUE,
122,Hide manual search notice,"If you are using manual search and your SQL server supports fulltext searching, a note is shown on the admin home page.  You can manually hide it by changing this to yes.",16,yes_no,hide_ftext_note,,0,,,9,,TRUE,
123,Limit &quot;My Content&quot; results to X days,"If you have a large post or topic database then you may wish to restrict the search to X days past the user's last post date. So if the user last posted in March and you entered 30 days, it would start looking from February onwards.",16,input,search_ucontent_days,,365,,,10,,TRUE,
124,Sphinx server address,"The address of your Sphinx server, 127.0.0.1 by default.",16,input,search_sphinx_server,,127.0.0.1,,,10,Sphinx Settings,TRUE,
125,Sphinx port,"The port used to connect to your Sphinx server, 3312 by default.",16,input,search_sphinx_port,,3312,,,11,,TRUE,
126,Sphinx base path,Base path for sphinx indexes and logs,16,input,sphinx_base_path,,/var/sphinx,,,12,,TRUE,
127,Sphinx index prefix,Allows you to use a prefix for the Sphinx indexes from this community.  Useful if you run multiple communities on the same server using Sphinx and wish to combine the indexes to only run one Sphinx daemon.,16,input,sphinx_prefix,,,,,13,,TRUE,
128,Enable wildcard support,"If enabled ""exam*"" will match ""example"", ""exams"", etc. When enabled, re-indexing can be up to ten times slower which may be an issue when re-indexing a very large busy community. After you have changed this setting, please <a href='{ACP_URL}app=core&module=applications&amp;section=applications&do=applications_overview'>rebuild your sphinx.conf file</a>",16,yes_no,sphinx_wildcard,,0,,,14,,TRUE,
129,Enable X_FORWARDED_FOR IP matching,"If enabled, this will check the X_FORWARDED_FOR headers to match the user's IP address. This is useful in a intranet situation if the REMOTE_ADDR will be the same across the network. It will also help maintain AOL sessions but can be abused to forge incorrect headers to report an incorrect IP address. If unsure, leave off.",17,yes_no,xforward_matching,,0,,,11,Security [General - High],TRUE,
130,Lost password: password method,Please choose which lost password method you wish to use. We recommend using 'Email random password' as it's the most secure method.,17,dropdown,lp_method,,random,"random=Email random password
choose=Allow user to enter new password",,12,,TRUE,
131,Member&#39;s log in key expiration,It is advised that a member's log in key (used in cookies for persistent log in) expires weekly if not used. This increases the security of your board by exposing log in data for a week limiting the time frame a hacker would have to use the key if stolen.,17,dropdown,login_key_expire,,7,"0=Do not expire (not recommended)
3=Expire after 3 days
7=Expire after 7 days
30=Expire after 30 days",,13,,TRUE,
132,Session expiration (in seconds),Removes inactive sessions over the limit you specify. The lower the number the less chance of a session being hijacked.,17,input,session_expiration,,3600,,,15,,TRUE,
133,Match user&#39;s IP address during session validation,"If 'yes', the IP address of the user must match the one stored in the sessions table for security. Only use 'no' in an intranet environment where many users share the same IP address.",17,yes_no,match_ipaddress,,1,,,16,,TRUE,
134,Match user&#39;s browser during session validation,This further reduces the risk of session hijacking and tampering but it does mean that a user will have their session terminated if they use another browser at the same time.,17,yes_no,match_browser,,0,,,17,,TRUE,
135,Lock user account after how many failed login attempts,"How many failed login attempts should a user be allowed before the account is locked?<br />
<b>Tip</b>: Set to 0 to disable",17,input,ipb_bruteforce_attempts,,3,,,18,Brute-force Account Locking,TRUE,
136,Reset failed login attempts after how many minutes,"Reset the login attempts after how many minutes?<br />
<b>Tip</b>: Set to 0 to not reset failed login attempts until a succesful login occurs <!-- locked -->",17,input,ipb_bruteforce_period,,15,,,19,,TRUE,
137,Automatically unlock account,"If an account is locked due to failed login attempts, do you wish for the account to unlock after the defined time period has passed since their failed login attempt?<br />
<b>Tip</b>: Setting this to no will require you to manually unlock accounts under the Members tab",17,yes_no,ipb_bruteforce_unlock,,1,,,20,,TRUE,
138,Remove the ACP link from the community,"If 'yes', the ACP link will not be displayed in the community header. This is useful if you rename the default 'admin' folder.",17,yes_no,security_remove_acp_link,,0,,,24,,TRUE,
139,Use https for logins,This setting forces login requests to the https version of the forums.  You MUST first ensure SSL works for your domain (contact your host if unsure).,17,yes_no,logins_over_https,,0,,,25,,TRUE,
140,New registration email validation,"Make an administrator manually preview all new accounts or make new users validate their email address. If ""User then Admin"" validation is selected, the user receives a validation email. On successful user validation, the user is entered into the administration approval queue.",17,dropdown,reg_auth_type,admin_user,user,"admin_user=User then Admin Validation
user=User Email Validation
admin=Admin Validation
0=None",,26,Security [Managing Members],TRUE,
141,Remove incomplete registration validations after [x] days,"This will automatically remove all unvalidated members after the number of days you specify. Enter ""0"" to not automatically remove unvalidated members.",17,input,validate_day_prune,3,0,,,27,,TRUE,
142,Get notified when a new user registers via email,This will send an email to the community incoming email address when a new user successfully registers on the community.,17,yes_no,new_reg_notify,,0,,,28,,TRUE,
143,Force guests to log in before allowing access to the community,"If set to yes, any guest must either log in or register before they can view the community.",17,yes_no,force_login,,0,,,32,,TRUE,
144,Disable new registrations,Specifies which registrations are disabled.,17,dropdown,no_reg,,0,"0=No
1=Disable IP.Board registrations only
2=Disable All (IP.Board, Twitter, Facebook, etc)",,33,,TRUE,
145,Remove chr(0xCA) from input,Can be used as a 'hidden' space to emulate registered names - but can cause problems in non Western character sets.,17,yes_no,strip_space_chr,,0,,,34,,TRUE,
146,Posting flood control delay (in seconds),Make users wait before posting again<br>Can be left blank for no flood control and does not apply to members which belong to a group that can bypass flood control.,17,input,flood_control,,0,,,36,,TRUE,
147,Allow users to browse the active users list,"If set to ""yes"", members and guests will be able to determine the whereabouts of each other by viewing the online list. Topics and forums that the viewer does not have permission to see are not shown.",17,yes_no,allow_online_list,,1,,,37,Privacy,TRUE,
148,Disable anonymous login,Do you wish to disable members' ability to login anonymously?,17,yes_no,disable_anonymous,,0,,,38,,TRUE,
149,Display IP.Board version on your site,Do you wish to display the version of IP.Board you are running in your copyright footer?,17,yes_no,ipb_display_version,,1,,,40,,TRUE,
150,Document character set,"This is the ""charset"" for all ACP and public documents. We strongly recommend UTF-8",18,input,gb_char_set,,UTF-8,,,1,Character Encoding,TRUE,
151,Character conversion method,Select the method to use for character set conversion. Not all methods supported on all servers. Only applies to non-English languages.,18,dropdown,charset_conv_method,,internal,"internal=Internal
mb=mb functions
recode=recode
iconv=iconv",,2,,TRUE,"multibyte, utf8, utf-8, charset, recode, iconv, mb, internal"
152,Disable AJAX for text,Disables sending of text through AJAX.  Useful for sites that use character sets not fully supported by PHP to prevent native characters being saved as HTML entities.,18,yes_no,disable_text_ajax,,0,,,3,,TRUE,
153,Use safe mode skins &amp; languages,This setting is automatically set during installation but you can override the setting here if you wish. Safe mode skins & languages do not cache to PHP files and uses the database exclusively.,18,yes_no,safe_mode_skins,0,0,,,4,Server Environment,TRUE,
154,Disable GZIP encoding,GZIP enables faster page transfers and lower bandwidth use however some servers are not configured to allow it.,18,yes_no,disable_gzip,,0,,,5,,TRUE,
155,Print HTTP headers,Some NT installations will require this to be turned to 'no'.,18,yes_no,print_headers,,1,,,7,,TRUE,
156,Print HTTP no-cache headers,(This will stop browsers caching pages)<br /><b>Note</b>: The previous setting must be enabled for this to have any effect,18,yes_no,nocache,,1,,,8,,TRUE,
157,Immediate redirect type,Please select the method to use when immediately redirecting a page.,18,dropdown,header_redirect,,location,"location=HTTP Header Location
refresh=Windows Refresh Command
html=HTML Meta Redirect",,10,,TRUE,
158,HTTP Authentication: Username,The username for any HTTP (.htaccess) authentication for this installation.,18,input,http_auth_username,,,,,12,HTTP Authentication,TRUE,
159,HTTP Authentication: Password,The password for any HTTP (.htaccess) authentication for this installation.,18,input,http_auth_password,,,,,13,,TRUE,
160,Cookie domain,Use .domain.com for site wide cookies,18,input,cookie_domain,,,,,500,Cookies,TRUE,
161,Cookie prefix,Useful if you have multiple installations on one URL.,18,input,cookie_id,,,,,501,,TRUE,
162,Cookie path,,18,input,cookie_path,,,,,502,,TRUE,
163,Enable Facebook Connect,"You *must* set up a Facebook Application. You can do that <a href=""http://developers.facebook.com/setup/"" target='_blank'>here</a>",19,yes_no,fbc_enable,,0,,,1,Facebook Connect,TRUE,
164,Application ID,This is shown on your Application ID after you have created your Facebook application.,19,input,fbc_appid,,,,,3,,TRUE,
165,Secret key,"This is shown as ""Secret"" after you have created your Facebook Application.",19,input,fbc_secret,,,,,3,,TRUE,
166,Default member group,Please select the default member group that will be used for all new Facebook created accounts. This does not affect members linking their accounts.,19,dropdown,fbc_mgid,,3,#show_groups#,,4,,TRUE,
167,Facebook &quot;bot&quot; group,"Facebook will check pages to ensure they're valid when using the ""Like"" button or ""Share"" buttons. Please select the group you'd like it to 'appear' as. You may want to choose 'Members' if you hide forums from guests by default.",19,dropdown,fbc_bot_group,,2,#show_groups#,,5,,TRUE,
168,Facebook javascript &quot;locale&quot;,"Specifies the language Facebook uses for its new Social widgets. Tip: You can usually copy the locale, minus any period and suffix, from your language pack under the Manage Languages page.",19,input,fb_locale,,en_US,,,6,,TRUE,
169,Facebook &quot;Real name/Display name&quot; handling,"Specifies how you wish for the Facebook user's real name to be handled when creating a new forum account via logging in.<br /><br />You <strong>MUST</strong> have the setting 'Allow ""Display Names""' enabled for this to work, otherwise the real name is enforced.",19,dropdown,fb_realname,,any,"any=Allow User's Choice
prefilled=Allow User's Choice, Real Name Suggested
enforced=Enforce Real Name",,7,,TRUE,
170,Enable Twitter Connect,"You can set up a Twitter application <a href=""http://twitter.com/oauth_clients"">here</a>",19,yes_no,tc_enabled,,0,,,30,Twitter Connect,TRUE,
171,Twitter app: consumer key,,19,input,tc_token,,,,,31,,TRUE,
172,Twitter app: consumer secret,,19,input,tc_secret,,,,,32,,TRUE,
173,Default member group,Please select the default member group for new accounts created with Twitter log in.,19,dropdown,tc_mgid,,3,#show_groups#,,33,,TRUE,
174,Enable share links,"Share links add icons to the specific pages enabling your members to share links. Note, there is no way to enforce permissions on shared links but you can remove the ability on a per forum basis.",19,yes_no,sl_enable,,1,,,40,Share Links,TRUE,
395,Prune topic archiver logs,Do you wish to prune topic archive logs older than 30 days?,14,yes_no,prune_topic_archive_logs,,0,,,10,,TRUE,"prune,topic,archive,logs"
176,Tagging enabled,This will enable the tagging system,20,yes_no,tags_enabled,,1,,,1,,TRUE,
177,Tag mode,An open system allows users to create and add their own tags to content where allowed. A closed system allows admins to define tags on this page that others can use where allowed.,20,dropdown,tags_open_system,,1,"1=Open System (Create and apply tags ad-hoc)
0=Closed System (Can only use pre-defined tags)",,2,,TRUE,
178,Can use a tag as content prefix,"You can allow the first entered or selected tag to appear as a prefix to the content, such as a topic.",20,dropdown,tags_can_prefix,,1,"0=Disable prefixes
1=Admins only can set prefixes
2=Anyone where allowed can set prefixes",,3,,TRUE,
179,Pre-defined tags,"If you are using the tag system as a closed system, you can create a default set of tags separated by a comma here. Applications may override these where permitted.",20,textarea,tags_predefined,,,,,4,,TRUE,
180,Force tags to lowercase,You may wish to convert all tags to lowercase before saving.,20,yes_no,tags_force_lower,,0,,,5,,TRUE,
181,Minimum tags per item,You may set a minimum number of tags required for each item. Entering 0 will disable any minimum restriction.,20,input,tags_min,,0,,,6,,TRUE,
182,Maximum tags per item,You may set a maximum number of tags required for each item. Entering 0 will disable any maximum restriction.,20,input,tags_max,,10,,,7,,TRUE,
183,Minimum length per tag,You may require a minimum length per tag. Entering 0 disables any restriction.,20,input,tags_len_min,,2,,,8,,TRUE,
184,Maximum length per tag,You may require a maximum length per tag. Entering 0 disables any restriction.,20,input,tags_len_max,,30,,,9,,TRUE,
185,Clean tags via bad word filter,"If enabled, tags will be cleaned via the bad word filter.",20,yes_no,tags_clean,,1,,,10,,TRUE,
186,Enable XML-RPC API system,If 'yes' then your API users will be able to use the XML-RPC interface.,21,yes_no,xmlrpc_enable,,0,,,1,,TRUE,
187,XML-RPC API logging,"Which type of logging do you wish to record? 'All' will record all API access, 'Failed' will only log failed API accesses.",21,dropdown,xmlrpc_log_type,,all,"all=All
failed=Failed",,2,,TRUE,
188,XML-RPC Log expiration,"Enter the maximum number of days you wish to keep logs for. For example, if you entered '30' all logs older than 30 days will be removed.",21,input,xmlrpc_log_expire,,30,,,3,,TRUE,
189,Max. number of messages to show per page when viewing message list,The default is 50.,22,input,show_max_msg_list,,50,,,3,,TRUE,
190,Unblockable groups,Members will not be able to block private messages from members in the selected groups.  You may select more than one.,22,multi,unblockable_pm_groups,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['unblockable_pm_groups']) )
	{
		$_POST['unblockable_pm_groups'] = implode("","",$_POST['unblockable_pm_groups']);
	}
	else
	{
		$_POST['unblockable_pm_groups'] = """";
	}
	
	$key = 'unblockable_pm_groups';
}
if ( $show == 1 )
{
    $key='unblockable_pm_groups[]';
}",4,,TRUE,
191,Override &#39;inbox full&#39; error,"Members in the selected groups will be able to send private messages to other members, even when their inbox is 'full'.",22,multi,override_inbox_full,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['override_inbox_full']) )
	{
		$_POST['override_inbox_full'] = implode("","",$_POST['override_inbox_full']);
	}
	else
	{
		$_POST['override_inbox_full'] = """";
	}
	
	$key = 'override_inbox_full';
}
if ( $show == 1 )
{
    $key='override_inbox_full[]';
}",5,,TRUE,
192,Enable reputation system,,23,yes_no,reputation_enabled,,1,,,741,General Setup,TRUE,
193,Protected groups,These groups can not receive reputation votes,23,multi,reputation_protected_groups,,,#show_groups#,"if ( $save == 1)
{
	if ( is_array($_POST['reputation_protected_groups']) )
	{
		$_POST['reputation_protected_groups'] = implode("","",$_POST['reputation_protected_groups']);
	}
	else
	{
		$_POST['reputation_protected_groups'] = """";
	}
	
	$key = 'reputation_protected_groups';
}
if ( $show == 1 )
{
    $key='reputation_protected_groups[]';
}",742,,TRUE,
194,Reputation type,Set the type of reputation points that your users can give,23,dropdown,reputation_point_types,,like,"positive=Positive Reputation Points
negative=Negative Reputation Points
both=Both Positive and Negative Reputation Points
like=Like System (Positive rep only, visible names)",,743,,TRUE,
195,Highlight content above X points,Set the number of points required to highlight content that has been rated.,23,input,reputation_highlight,,50,,,744,Display Settings,TRUE,
196,Display user reputation,Set to yes to show a users reputation on their profile,23,yes_no,reputation_show_profile,,1,,,745,,TRUE,
197,Display content points,Set to yes to display the number of points that a post or other type of content has received,23,yes_no,reputation_show_content,,1,,,746,,TRUE,
198,Allow users to give themselves reputation,"If set to yes, users will be allowed to vote on their own content",23,yes_no,reputation_can_self_vote,,1,,,747,,TRUE,
199,Enable spam service,,24,yes_no,spam_service_enabled,,1,,,1,Basic Settings,TRUE,
