vid,ip_address,vote_date,tid,member_id,forum_id,member_choices
637,72.45.212.90,1395079476,3731,6113,88,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
638,96.47.226.21,1395157625,3731,288,88,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
639,70.194.5.216,1395180593,3731,68,88,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
726,97.85.143.240,1400722845,3958,7730,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
641,99.236.38.32,1395258154,3731,6280,88,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
725,99.236.38.32,1400721354,1007,6280,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
724,142.68.176.57,1400717133,1007,6155,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
723,81.155.155.131,1400716050,1007,6151,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
722,99.195.202.119,1400714577,1007,6249,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
721,68.199.109.203,1400714448,1007,6168,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
720,47.20.224.112,1400714429,1007,7636,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
719,91.153.87.155,1400714188,1007,132,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
651,70.194.196.74,1398704863,1422,6306,24,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
652,50.7.1.146,1398890098,3897,6306,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
653,66.171.11.114,1398890151,3897,6359,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
654,68.192.101.77,1398890848,3897,6120,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
655,83.28.146.115,1398890893,3897,353,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
656,64.121.193.49,1398891551,3897,6269,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
657,24.92.125.209,1398893047,3897,130,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
658,99.249.195.215,1398893247,3897,2820,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
659,68.80.249.225,1398896547,3897,49,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
660,173.45.185.240,1398897048,3897,6156,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
661,84.209.14.205,1398899896,3897,7543,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
662,69.244.118.189,1398906394,3897,2,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
663,128.204.203.103,1398910431,3897,7346,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
664,68.109.227.92,1398927050,3897,164,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
665,164.58.225.42,1398967975,3897,7635,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
666,72.105.117.36,1398990404,3897,7504,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
667,142.68.51.14,1399030279,3897,6155,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
668,109.163.234.4,1399237139,3897,288,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
669,83.24.132.131,1399818094,1422,353,24,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
670,69.250.178.128,1399864547,3897,7719,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
671,86.22.145.60,1399894272,3897,0,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
672,69.244.118.189,1400013348,3958,2,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
673,86.22.145.60,1400013354,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
674,99.195.119.183,1400013568,3958,6249,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
675,72.133.234.43,1400013660,3958,131,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
676,5.228.90.213,1400013719,3958,1,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
677,178.42.149.12,1400013901,3958,353,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
678,83.233.70.12,1400015140,3958,1558,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
679,173.242.121.199,1400015579,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
680,178.32.181.98,1400015785,3958,7346,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
681,173.17.56.78,1400016223,3958,333,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
682,84.209.14.205,1400017105,3958,7543,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
683,47.20.224.112,1400017177,3958,7636,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
684,82.25.135.143,1400017486,3958,4,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
685,64.121.193.49,1400017846,3958,6269,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
686,82.13.39.36,1400018595,3958,56,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
687,91.153.87.155,1400018630,3958,132,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
688,199.187.249.77,1400018960,3958,6359,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
689,107.15.41.197,1400025470,3958,3721,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
690,71.63.111.187,1400033443,3958,2392,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
691,68.192.101.77,1400036352,3958,6120,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
692,66.90.98.66,1400038918,3958,6306,84,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
693,95.130.9.190,1400043373,3958,2306,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
694,81.228.214.125,1400048663,3958,1986,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
695,86.153.91.69,1400057365,3958,7481,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
696,84.93.173.232,1400066135,3958,7,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
697,24.92.125.209,1400069729,3958,130,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
698,68.199.109.203,1400075072,3958,6168,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
699,79.167.32.66,1400078043,3958,283,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
700,90.210.122.141,1400087961,3958,6260,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
701,72.45.212.90,1400091820,3958,6113,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
702,86.158.108.84,1400092399,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
703,172.218.230.48,1400093340,3958,6310,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
704,72.105.118.73,1400098370,3958,7504,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
718,5.228.90.213,1400714172,1007,1,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
706,75.74.221.64,1400123089,3958,5973,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
707,142.68.176.57,1400167142,3958,6155,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
708,188.138.9.49,1400177990,3958,288,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
709,70.192.195.84,1400265663,3136,7719,45,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
711,2.123.240.62,1400455622,3958,6209,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
716,109.182.64.169,1400666584,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
747,141.212.108.13,1401495611,3897,0,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
748,80.212.45.159,1401805251,1007,7508,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
749,24.8.236.102,1402120392,1007,133,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
750,24.13.227.219,1402446998,3136,7776,45,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
855,68.34.105.176,1418016584,3958,7816,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
753,84.209.14.205,1403398732,1007,7543,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
754,108.8.7.144,1403846484,1007,7846,5,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
755,71.225.22.89,1403903770,1007,49,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
756,98.17.146.3,1404732890,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
757,95.44.182.71,1405204932,1007,7875,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
758,144.122.154.184,1405796546,1007,6231,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
759,47.20.224.112,1407350456,4199,7636,99,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""2"";}}"
760,5.228.90.213,1407350564,4199,1,99,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""2"";}}"
761,84.20.235.46,1407352810,4199,6278,99,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""2"";}}"
762,88.193.125.68,1407353797,4199,1209,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
763,108.8.1.29,1407354968,4199,7846,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
764,68.174.0.142,1407358472,4199,130,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
765,79.187.23.74,1407358771,4199,353,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
766,69.255.69.137,1407362065,4199,6254,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
767,146.135.8.196,1407363470,4199,335,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
768,87.175.243.71,1407366389,4199,0,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
769,70.193.67.77,1407368318,4199,7719,99,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
770,172.218.230.48,1407378563,4199,6310,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
771,122.128.195.137,1407383377,4199,2220,99,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""4"";}}"
772,76.20.198.98,1407395868,4199,0,99,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
773,183.171.179.208,1407397240,4199,1772,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
774,77.38.156.66,1407397887,4199,125,99,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
775,162.203.24.220,1407445711,4199,2750,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
776,99.236.38.32,1407459290,4199,6280,99,"a:1:{i:1;a:2:{i:0;s:1:""1"";i:1;s:1:""4"";}}"
777,95.44.182.71,1407503828,4199,7875,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
778,216.131.118.61,1407520276,4199,29,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
779,86.153.94.120,1407520864,4199,7481,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
780,83.233.70.12,1407541261,4199,1558,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
781,108.8.9.118,1408164417,4217,7846,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
782,122.128.195.137,1408164443,4217,2220,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
784,99.249.195.215,1408165904,4217,2820,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
785,69.255.69.137,1408166270,4217,6254,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
786,66.249.83.111,1408173862,4217,7504,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
787,84.20.235.46,1408182905,4217,6278,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
788,64.121.193.49,1408188989,4217,6269,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
789,87.114.3.209,1408189009,4217,7,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
790,173.17.56.78,1408193893,4217,333,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
791,88.193.125.68,1408196279,4217,1209,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
792,47.55.57.184,1408203237,4217,6155,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
793,86.153.90.121,1408204332,4217,7481,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
794,109.147.63.18,1408205287,4217,6151,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
795,74.110.194.205,1408214369,4217,2392,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
796,46.183.219.156,1408215247,4217,288,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
797,47.20.224.112,1408217551,4217,7636,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
798,80.14.174.26,1408219068,4217,353,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
799,177.103.88.81,1408225357,4217,7757,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
800,64.233.172.111,1408231125,4217,2170,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
801,108.8.9.118,1408271184,3136,7846,45,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
802,82.29.204.232,1408295374,4217,0,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
803,82.29.204.232,1408296333,1007,0,5,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
804,217.230.202.188,1408306142,4217,100,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
805,204.93.188.207,1408386917,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
806,50.175.174.153,1408401833,4217,6106,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
807,72.88.120.250,1408405951,4217,6113,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
808,96.60.44.123,1408503035,4217,274,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
809,174.4.182.100,1408507631,4217,4873,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
810,66.171.7.91,1408511406,4217,6359,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
811,77.38.156.66,1408540659,4217,125,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
812,95.44.182.71,1408548016,3897,7875,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
813,70.194.9.150,1408759627,4217,68,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
814,109.99.127.206,1408963585,4217,6322,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
815,98.252.118.149,1409851794,4199,6207,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
816,91.125.204.107,1409965984,4199,7,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
817,62.165.193.133,1410524274,1007,7958,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
819,63.241.90.251,1411935933,4217,2075,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
820,74.100.205.93,1412183999,3958,8001,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
822,68.34.105.176,1412371226,4217,7816,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
823,209.222.8.196,1412449406,3958,6122,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
824,65.0.99.112,1412527082,3136,8026,45,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
825,65.0.87.57,1412805156,3897,8026,26,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
826,65.0.166.225,1412891173,3958,8026,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
1014,49.144.222.130,1429797003,1007,72,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
828,124.170.80.182,1416490820,3958,0,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
829,84.249.203.107,1416790325,4217,8153,99,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
830,201.231.137.235,1416859463,4498,287,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
831,72.107.125.239,1416859866,4498,7504,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
832,24.190.23.149,1416860541,4498,7986,16,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
833,47.20.224.112,1416861121,4498,7636,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
834,83.233.70.5,1416861149,4498,1558,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
835,72.88.118.99,1416862106,4498,6113,16,"a:1:{i:1;a:4:{i:0;s:1:""1"";i:1;s:1:""2"";i:2;s:1:""3"";i:3;s:1:""4"";}}"
836,69.165.201.90,1416862340,4498,2170,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
837,99.249.195.215,1416862634,4498,2820,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
838,179.185.206.228,1416864180,4498,353,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
839,88.112.48.31,1416865466,4498,8060,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
840,80.212.45.9,1416865655,4498,7508,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
841,95.211.213.152,1416866289,4498,288,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
842,201.214.88.234,1416867889,4498,44,16,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
844,24.163.64.194,1416876131,4498,3721,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
846,68.34.105.176,1416876595,4498,7816,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
847,216.186.48.62,1416877541,4498,7424,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
848,50.80.10.7,1416886549,4498,8151,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
849,24.18.248.23,1416887895,4498,8102,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
850,66.87.118.206,1416890119,4498,6274,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
851,195.184.208.5,1417013121,4498,8140,16,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
852,86.15.81.53,1417115456,4217,0,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
853,86.15.81.53,1417115797,4498,0,16,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
854,86.171.31.139,1417487918,3958,8192,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
856,88.112.48.31,1418209455,4217,8060,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
857,146.201.166.189,1418326486,4217,8232,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
858,84.20.235.46,1418649941,4498,6278,16,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
859,24.163.64.194,1419363984,4588,3721,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
860,5.228.94.112,1419364005,4588,1,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
861,72.128.43.15,1419364087,4588,131,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
863,87.93.158.133,1419364172,4588,132,78,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
864,146.199.132.249,1419364275,4588,7,78,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
865,188.138.17.248,1419364362,4588,7346,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
866,68.109.227.92,1419364465,4588,164,78,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
867,24.190.23.149,1419364538,4588,7986,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
868,95.142.137.97,1419364988,4588,6231,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
869,66.87.73.92,1419365045,4588,281,78,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
870,184.58.85.81,1419365820,4588,8133,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
871,178.162.193.213,1419366431,4588,7481,78,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
872,199.46.115.126,1419366452,4588,3491,78,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
873,72.107.117.168,1419366858,4588,7504,78,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
874,70.192.130.220,1419367884,4588,7719,78,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
875,68.34.105.176,1419369362,4588,7816,78,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
878,108.55.47.90,1422507549,4737,6113,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
879,69.165.201.90,1422507872,4737,2170,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
880,66.87.128.160,1422508043,4737,7816,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
881,72.107.123.91,1422508375,4737,7504,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
882,146.201.166.141,1422509783,4737,8232,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
883,98.252.118.149,1422510620,4737,6207,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
884,76.14.83.140,1422511546,4737,8212,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
885,24.116.92.55,1422511689,4737,50,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
886,73.33.187.178,1422516101,4737,2,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
887,24.163.57.88,1422516677,4737,3721,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
888,98.234.240.158,1422518592,4737,6274,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
889,173.45.186.71,1422519601,4737,6156,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
890,108.216.16.238,1422526192,4737,6359,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
891,68.174.0.142,1422528975,4737,130,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
893,47.20.224.112,1422531372,4737,7636,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
894,200.123.170.1,1422533715,4737,287,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
895,66.211.238.237,1422538265,4737,9112,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
896,5.56.157.33,1422538377,3958,8099,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
897,72.128.43.15,1422538749,4737,131,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
898,70.191.229.44,1422539033,4737,9148,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
899,64.121.193.49,1422539175,4737,6269,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
900,166.137.139.82,1422541801,4737,7903,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
901,94.242.246.24,1422545055,4737,7346,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
902,70.88.118.254,1422545559,4737,7719,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
903,74.204.141.53,1422554774,4737,281,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
904,62.210.37.82,1422564977,4737,6122,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
906,69.247.76.60,1422859789,4737,6168,128,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
907,67.162.193.83,1422860297,4737,168,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
908,71.104.91.61,1422867805,4737,9152,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
909,216.87.207.12,1422906055,4737,2179,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
910,124.168.49.101,1423043624,3958,9150,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
911,24.248.9.72,1423335363,4737,9176,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
912,80.61.189.47,1423407930,1007,7760,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
913,131.247.226.153,1423960887,4737,7600,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
914,67.236.240.25,1423965312,4737,9206,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
931,166.137.248.54,1424204673,4737,7620,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
930,108.30.174.152,1424054425,4737,7643,128,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
932,68.10.238.177,1424304828,4737,3,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
933,98.168.173.200,1424311367,4737,6144,128,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
934,67.61.146.136,1424365406,4737,4151,128,"a:1:{i:1;a:1:{i:0;s:1:""4"";}}"
935,65.0.99.13,1424744574,4737,8026,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
936,74.121.217.2,1424892887,4737,7424,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
937,66.17.126.150,1425006736,4737,175,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
938,128.218.143.217,1426544787,4737,2075,128,"a:1:{i:1;a:1:{i:0;s:1:""5"";}}"
939,50.80.195.25,1426545827,4737,333,128,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
940,173.88.54.65,1426575324,4737,6306,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
941,68.116.126.28,1426575434,3958,9256,84,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
942,208.123.132.14,1426599297,4737,9217,128,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
943,80.61.189.47,1426609815,3958,7760,84,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
944,98.118.164.164,1427249858,3897,9343,26,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
945,66.55.134.221,1427307594,4217,6306,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
946,87.116.152.228,1427309260,4217,9288,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
947,31.54.21.5,1427317707,4217,8192,99,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
948,93.136.1.60,1427364833,4984,9267,152,"a:1:{i:1;a:1:{i:0;s:1:""1"";}}"
949,84.20.235.46,1427367419,4984,6278,152,"a:1:{i:1;a:1:{i:0;s:1:""8"";}}"
950,87.116.152.228,1427372268,4984,9288,152,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
951,80.200.113.117,1427446046,4217,0,99,"a:1:{i:1;a:1:{i:0;s:1:""3"";}}"
952,166.137.126.46,1427595804,1007,9300,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
953,31.54.21.5,1427646608,1007,8192,5,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
954,92.244.147.252,1427839089,4984,9353,152,"a:1:{i:1;a:1:{i:0;s:1:""2"";}}"
955,80.213.141.39,1427925821,5028,7508,78,"a:3:{i:1;a:1:{i:0;s:1:""2"";}i:2;a:1:{i:0;s:1:""2"";}i:3;a:1:{i:0;s:1:""3"";}}"
956,81.96.99.105,1427926212,5028,9301,78,"a:3:{i:1;a:1:{i:0;s:1:""1"";}i:2;a:1:{i:0;s:1:""1"";}i:3;a:1:{i:0;s:1:""4"";}}"
