leader_date,leader_member_id,leader_position,leader_rep_total
1345032000,7,1,21
1345032000,130,4,9
1345032000,132,2,13
1345032000,279,3,10
1345118400,7,1,10
1345118400,132,4,7
1345118400,161,2,9
1345118400,279,3,7
1345204800,37,3,5
1345204800,67,1,11
1345204800,287,4,4
1345204800,342,2,5
1345291200,49,3,10
1345291200,67,2,11
1345291200,132,1,12
1345291200,204,4,9
1345377600,2,3,15
1345377600,130,2,16
1345377600,132,1,23
1345377600,317,4,13
1345464000,7,4,5
1345464000,67,3,5
1345464000,132,1,9
1345464000,279,2,7
1345550400,132,2,8
1345550400,158,4,4
1345550400,279,1,10
1345550400,342,3,5
1345636800,4,1,10
1345636800,16,4,6
1345636800,132,3,7
1345636800,279,2,8
1345723200,2,3,7
1345723200,7,4,5
1345723200,130,1,13
1345723200,279,2,7
1345809600,4,4,6
1345809600,7,3,7
1345809600,16,2,9
1345809600,279,1,10
1345896000,2,3,6
1345896000,7,1,12
1345896000,16,2,8
1345896000,298,4,6
1345982400,2,3,4
1345982400,7,2,9
1345982400,9,4,4
1345982400,132,1,10
1346068800,1,2,7
1346068800,132,4,4
1346068800,329,1,10
1346068800,495,3,5
1346155200,2,4,5
1346155200,11,1,7
1346155200,130,3,5
1346155200,329,2,6
1346241600,16,1,5
1346241600,56,4,4
1346241600,132,2,5
1346241600,246,3,4
1346328000,2,1,11
1346328000,16,4,7
1346328000,49,3,8
1346328000,563,2,9
1346414400,2,3,7
1346414400,16,1,10
1346414400,130,4,6
1346414400,132,2,8
1346500800,1,1,13
1346500800,13,4,6
1346500800,67,2,7
1346500800,130,3,6
1346587200,2,2,5
1346587200,16,3,5
1346587200,67,4,4
1346587200,279,1,5
1346673600,4,3,3
1346673600,13,2,4
1346673600,67,1,8
1346673600,132,4,2
1346760000,7,2,14
1346760000,67,4,9
1346760000,132,3,13
1346760000,279,1,18
1346846400,7,3,6
1346846400,54,1,8
1346846400,67,4,5
1346846400,132,2,7
1346932800,7,1,23
1346932800,130,3,6
1346932800,279,2,7
1346932800,317,4,5
1347019200,7,1,15
1347019200,85,4,3
1347019200,279,3,3
1347019200,361,2,4
1347105600,16,4,5
1347105600,67,1,12
1347105600,130,2,8
1347105600,329,3,6
1347192000,7,4,5
1347192000,16,2,7
1347192000,67,3,6
1347192000,204,1,7
1347278400,130,2,12
1347278400,132,1,31
1347278400,255,4,7
1347278400,279,3,7
1347364800,7,4,5
1347364800,130,2,7
1347364800,132,1,21
1347364800,805,3,5
1347451200,54,2,9
1347451200,130,1,13
1347451200,132,4,7
1347451200,255,3,7
1347537600,1,1,19
1347537600,7,4,9
1347537600,130,2,15
1347537600,281,3,12
1347624000,1,2,11
1347624000,7,3,11
1347624000,16,1,22
1347624000,329,4,8
1347710400,7,2,8
1347710400,49,1,10
1347710400,283,4,6
1347710400,364,3,7
1347796800,49,2,10
1347796800,67,3,9
1347796800,288,1,11
1347796800,317,4,8
1347883200,7,2,11
1347883200,67,3,8
1347883200,130,1,15
1347883200,342,4,6
1347969600,4,4,6
1347969600,54,2,13
1347969600,91,3,8
1347969600,132,1,14
1348056000,4,1,7
1348056000,14,3,6
1348056000,67,4,5
1348056000,329,2,6
1348142400,1,1,9
1348142400,7,4,6
1348142400,132,3,8
1348142400,887,2,8
1348228800,1,4,5
1348228800,7,3,6
1348228800,49,2,10
1348228800,132,1,18
1348315200,2,3,5
1348315200,49,1,10
1348315200,67,4,4
1348315200,288,2,5
1348401600,16,2,8
1348401600,132,1,11
1348401600,283,4,5
1348401600,317,3,6
1348488000,16,2,6
1348488000,91,3,5
1348488000,130,4,5
1348488000,132,1,10
1348574400,54,2,7
1348574400,204,3,7
1348574400,364,4,6
1348574400,958,1,8
1348660800,2,3,5
1348660800,7,1,8
1348660800,91,4,4
1348660800,130,2,6
1348747200,7,1,10
1348747200,130,3,6
1348747200,168,4,4
1348747200,335,2,10
1348833600,16,2,14
1348833600,132,1,20
1348833600,240,3,9
1348833600,329,4,7
1348920000,4,3,4
1348920000,7,4,4
1348920000,16,1,11
1348920000,91,2,6
1349006400,29,2,6
1349006400,91,1,8
1349006400,130,3,5
1349006400,279,4,5
1349092800,54,4,4
1349092800,91,1,6
1349092800,329,2,5
1349092800,861,3,5
1349179200,54,1,8
1349179200,130,3,6
1349179200,279,4,4
1349179200,329,2,7
1349265600,11,4,6
1349265600,67,2,7
1349265600,130,1,13
1349265600,132,3,6
1349352000,7,3,12
1349352000,16,4,11
1349352000,54,1,17
1349352000,335,2,13
1349438400,1,4,6
1349438400,7,3,7
1349438400,49,2,9
1349438400,67,1,10
1349524800,7,1,6
1349524800,37,4,3
1349524800,130,3,5
1349524800,132,2,5
1349611200,7,2,5
1349611200,37,4,4
1349611200,49,3,5
1349611200,130,1,7
1349697600,16,3,8
1349697600,37,2,8
1349697600,130,1,17
1349697600,287,4,5
1349784000,7,1,13
1349784000,67,2,11
1349784000,130,4,9
1349784000,329,3,10
1349870400,16,3,7
1349870400,67,2,8
1349870400,239,4,7
1349870400,329,1,16
1349956800,132,1,11
1349956800,161,4,5
1349956800,298,2,10
1349956800,317,3,6
1350043200,7,1,19
1350043200,130,3,10
1350043200,158,2,17
1350043200,287,4,8
1350129600,7,1,23
1350129600,14,2,6
1350129600,67,4,4
1350129600,317,3,6
1350216000,37,3,5
1350216000,67,1,15
1350216000,168,4,5
1350216000,279,2,9
1350302400,7,3,6
1350302400,132,1,8
1350302400,188,4,5
1350302400,1104,2,8
1350388800,7,1,12
1350388800,16,2,9
1350388800,132,3,8
1350388800,287,4,6
1350475200,7,3,7
1350475200,49,4,7
1350475200,130,1,14
1350475200,158,2,13
1350561600,2,1,6
1350561600,130,2,5
1350561600,287,3,4
1350561600,1109,4,4
1350648000,7,3,4
1350648000,49,2,5
1350648000,54,1,13
1350648000,368,4,4
1350734400,7,4,8
1350734400,16,1,12
1350734400,49,2,10
1350734400,67,3,9
1350820800,14,1,7
1350820800,16,4,5
1350820800,49,2,6
1350820800,54,3,5
1350907200,7,3,6
1350907200,16,1,12
1350907200,132,4,5
1350907200,161,2,7
1350993600,7,2,11
1350993600,16,3,9
1350993600,132,1,22
1350993600,329,4,4
1351080000,7,1,16
1351080000,16,2,10
1351080000,49,3,10
1351080000,132,4,9
1351166400,16,2,9
1351166400,67,4,5
1351166400,91,3,8
1351166400,317,1,10
1351252800,7,2,5
1351252800,49,3,4
1351252800,91,4,2
1351252800,132,1,6
1351339200,16,1,11
1351339200,67,4,5
1351339200,130,3,5
1351339200,132,2,7
1351425600,7,4,3
1351425600,14,3,3
1351425600,91,1,11
1351425600,317,2,4
1351512000,49,4,4
1351512000,91,2,5
1351512000,132,3,5
1351512000,188,1,6
1351598400,7,2,6
1351598400,85,3,5
1351598400,91,4,5
1351598400,132,1,10
1351684800,7,4,3
1351684800,67,3,5
1351684800,132,1,7
1351684800,279,2,7
1351771200,16,2,5
1351771200,54,1,6
1351771200,315,3,5
1351771200,1109,4,4
1351857600,16,1,8
1351857600,54,3,6
1351857600,132,2,7
1351857600,1109,4,5
1351944000,7,2,13
1351944000,49,3,8
1351944000,67,4,8
1351944000,168,1,14
1352030400,2,2,9
1352030400,7,1,19
1352030400,283,3,6
1352030400,333,4,6
1352116800,2,1,11
1352116800,54,4,6
1352116800,130,2,9
1352116800,317,3,8
1352203200,7,4,4
1352203200,54,1,12
1352203200,132,2,6
1352203200,161,3,5
1352289600,54,2,8
1352289600,287,3,8
1352289600,1104,1,10
1352289600,1109,4,8
1352376000,29,2,6
1352376000,67,3,5
1352376000,132,1,6
1352376000,1109,4,5
1352462400,130,4,5
1352462400,132,1,8
1352462400,274,3,6
1352462400,1109,2,8
1352548800,4,2,8
1352548800,7,3,6
1352548800,16,1,9
1352548800,861,4,5
1352635200,2,3,5
1352635200,67,4,5
1352635200,85,1,6
1352635200,317,2,6
1352721600,7,3,5
1352721600,132,1,12
1352721600,168,4,5
1352721600,317,2,7
1352808000,16,3,15
1352808000,67,2,17
1352808000,132,1,21
1352808000,317,4,12
1352894400,16,4,4
1352894400,49,2,12
1352894400,132,1,19
1352894400,287,3,4
1352980800,7,1,12
1352980800,16,2,6
1352980800,67,3,6
1352980800,1109,4,5
1353067200,4,2,5
1353067200,7,3,5
1353067200,188,1,9
1353067200,1109,4,4
1353153600,4,3,7
1353153600,7,2,7
1353153600,130,1,17
1353153600,158,4,6
1353240000,4,4,7
1353240000,16,1,14
1353240000,266,2,9
1353240000,293,3,8
1353326400,7,3,8
1353326400,130,1,15
1353326400,132,2,12
1353326400,361,4,7
1353412800,112,4,6
1353412800,130,1,9
1353412800,132,3,7
1353412800,168,2,8
1353499200,130,2,7
1353499200,158,1,8
1353499200,288,3,6
1353499200,1772,4,5
1353585600,4,2,6
1353585600,16,3,6
1353585600,130,4,5
1353585600,132,1,19
1353672000,4,4,7
1353672000,130,2,8
1353672000,132,1,14
1353672000,1772,3,7
1353758400,130,1,16
1353758400,132,4,8
1353758400,288,3,9
1353758400,2037,2,11
1353844800,2,4,5
1353844800,49,2,10
1353844800,1772,1,12
1353844800,2027,3,6
1353931200,49,1,9
1353931200,168,2,8
1353931200,188,4,6
1353931200,1772,3,7
1354017600,130,2,8
1354017600,132,1,11
1354017600,283,3,4
1354017600,288,4,3
1354104000,16,3,6
1354104000,130,2,14
1354104000,132,1,20
1354104000,2075,4,5
1354190400,16,4,7
1354190400,130,3,9
1354190400,132,2,10
1354190400,2075,1,11
1354276800,130,2,10
1354276800,132,1,13
1354276800,188,4,8
1354276800,1109,3,9
1354363200,7,1,11
1354363200,288,4,5
1354363200,2075,3,7
1354363200,2099,2,8
1354449600,49,1,18
1354449600,298,4,11
1354449600,335,2,12
1354449600,2113,3,12
1354536000,16,2,7
1354536000,130,3,7
1354536000,132,1,8
1354536000,1109,4,6
1354622400,7,3,8
1354622400,130,4,7
1354622400,132,1,18
1354622400,188,2,10
1354708800,2,3,10
1354708800,7,1,12
1354708800,132,2,10
1354708800,1109,4,7
1354795200,7,3,6
1354795200,16,1,9
1354795200,283,2,8
1354795200,317,4,6
1354881600,2,2,8
1354881600,7,1,9
1354881600,67,4,5
1354881600,283,3,7
1354968000,7,1,9
1354968000,132,2,7
1354968000,288,3,5
1354968000,1772,4,4
1355054400,7,2,8
1355054400,53,1,8
1355054400,161,3,7
1355054400,2075,4,4
1355140800,2,3,4
1355140800,49,1,8
1355140800,67,4,4
1355140800,91,2,5
1355227200,2,4,11
1355227200,49,2,13
1355227200,132,1,20
1355227200,288,3,11
1355313600,67,1,17
1355313600,132,2,14
1355313600,861,4,5
1355313600,2099,3,5
1355400000,7,2,7
1355400000,67,3,5
1355400000,132,1,11
1355400000,2082,4,4
1355486400,2,3,3
1355486400,13,2,4
1355486400,132,1,6
1355486400,283,4,3
1355572800,1,1,15
1355572800,13,4,6
1355572800,132,2,11
1355572800,335,3,7
1355659200,1,4,6
1355659200,7,2,7
1355659200,49,3,6
1355659200,132,1,11
1355745600,7,2,16
1355745600,132,1,17
1355745600,283,4,4
1355745600,2220,3,6
1355832000,7,3,4
1355832000,132,1,15
1355832000,168,4,3
1355832000,2099,2,6
1355918400,1,2,6
1355918400,132,1,21
1355918400,2099,3,6
1355918400,2220,4,6
1356004800,67,4,5
1356004800,188,3,6
1356004800,2099,1,8
1356004800,2256,2,6
1356091200,4,3,4
1356091200,84,4,3
1356091200,188,2,6
1356091200,288,1,8
1356177600,29,1,24
1356177600,35,4,6
1356177600,274,3,7
1356177600,2099,2,13
1356264000,35,3,6
1356264000,49,1,6
1356264000,67,2,6
1356264000,2220,4,5
1356350400,7,4,6
1356350400,16,3,7
1356350400,67,2,8
1356350400,132,1,10
1356436800,1,1,8
1356436800,35,2,8
1356436800,161,4,3
1356436800,298,3,5
1356523200,130,3,6
1356523200,132,4,4
1356523200,353,1,9
1356523200,2099,2,7
1356609600,67,2,13
1356609600,84,1,16
1356609600,132,4,9
1356609600,288,3,9
1356696000,35,4,9
1356696000,84,2,10
1356696000,132,3,9
1356696000,2099,1,20
1356782400,49,1,13
1356782400,84,2,11
1356782400,130,4,8
1356782400,2099,3,9
1356868800,2,3,8
1356868800,130,4,8
1356868800,288,2,9
1356868800,358,1,11
1356955200,4,3,7
1356955200,35,1,8
1356955200,283,2,7
1356955200,2099,4,6
1357041600,4,1,14
1357041600,7,3,9
1357041600,85,2,9
1357041600,2099,4,8
1357128000,4,2,11
1357128000,7,1,12
1357128000,132,4,4
1357128000,2220,3,5
1357214400,7,4,7
1357214400,13,2,8
1357214400,188,3,7
1357214400,342,1,8
1357300800,7,3,6
1357300800,188,2,9
1357300800,2082,4,5
1357300800,2345,1,13
1357387200,49,3,10
1357387200,188,2,12
1357387200,288,4,8
1357387200,2099,1,13
1357473600,7,2,16
1357473600,16,1,17
1357473600,29,4,10
1357473600,49,3,11
1357560000,7,2,10
1357560000,132,4,8
1357560000,188,3,8
1357560000,2099,1,16
1357646400,7,4,7
1357646400,67,3,7
1357646400,132,1,9
1357646400,188,2,8
1357732800,16,3,7
1357732800,130,2,8
1357732800,283,4,6
1357732800,2099,1,10
1357819200,7,4,7
1357819200,130,3,8
1357819200,132,1,11
1357819200,188,2,11
1357905600,7,4,6
1357905600,16,2,8
1357905600,35,1,8
1357905600,130,3,7
1357992000,7,2,9
1357992000,16,3,5
1357992000,132,4,5
1357992000,1109,1,10
1358078400,2,4,7
1358078400,16,2,9
1358078400,132,1,11
1358078400,1109,3,9
1358164800,4,2,8
1358164800,7,4,4
1358164800,132,1,19
1358164800,1109,3,5
1358251200,67,2,5
1358251200,132,1,11
1358251200,288,3,4
1358251200,2256,4,3
1358337600,16,3,3
1358337600,132,4,3
1358337600,274,2,3
1358337600,2099,1,3
1358424000,7,2,4
1358424000,85,4,2
1358424000,132,1,17
1358424000,1558,3,4
1358510400,7,4,4
1358510400,49,2,5
1358510400,188,3,4
1358510400,288,1,6
1358596800,161,2,4
1358596800,283,3,2
1358596800,288,1,5
1358596800,2082,4,2
1358683200,2,1,5
1358683200,188,4,4
1358683200,315,2,4
1358683200,1986,3,4
1358769600,2,2,6
1358769600,7,3,6
1358769600,132,4,6
1358769600,288,1,8
1358856000,7,2,6
1358856000,188,3,4
1358856000,288,1,9
1358856000,2623,4,4
1358942400,7,1,7
1358942400,161,2,4
1358942400,288,4,3
1358942400,2220,3,4
1359028800,7,1,11
1359028800,16,4,6
1359028800,53,3,6
1359028800,161,2,6
1359115200,7,1,5
1359115200,91,4,3
1359115200,1109,3,4
1359115200,2144,2,4
1359201600,7,2,11
1359201600,35,1,12
1359201600,67,3,8
1359201600,288,4,8
1359288000,53,3,3
1359288000,130,1,8
1359288000,168,2,4
1359288000,288,4,3
1359374400,7,3,3
1359374400,130,2,5
1359374400,132,1,12
1359374400,188,4,3
1359460800,67,3,4
1359460800,68,4,4
1359460800,288,2,5
1359460800,329,1,6
1359547200,7,1,9
1359547200,130,2,9
1359547200,188,3,7
1359547200,288,4,5
1359633600,132,2,9
1359633600,188,1,10
1359633600,2075,3,8
1359633600,2220,4,6
1359720000,2,3,10
1359720000,7,1,13
1359720000,188,2,11
1359720000,288,4,7
1359806400,1,1,8
1359806400,2,2,6
1359806400,288,3,6
1359806400,2075,4,5
1359892800,1,2,8
1359892800,188,3,7
1359892800,283,1,9
1359892800,2820,4,7
1359979200,1,2,8
1359979200,67,3,8
1359979200,132,1,13
1359979200,329,4,7
1360065600,7,1,13
1360065600,16,2,7
1360065600,208,3,6
1360065600,293,4,5
1360152000,1,3,8
1360152000,16,4,6
1360152000,132,1,11
1360152000,333,2,9
1360238400,16,4,5
1360238400,132,2,7
1360238400,204,1,12
1360238400,2082,3,7
1360324800,1,1,7
1360324800,7,3,2
1360324800,67,4,2
1360324800,315,2,3
1360411200,1,2,4
1360411200,35,1,6
1360411200,204,3,3
1360411200,329,4,3
1360497600,1,2,4
1360497600,7,4,3
1360497600,204,3,4
1360497600,288,1,7
1360584000,4,4,2
1360584000,7,1,6
1360584000,16,3,2
1360584000,67,2,4
1360670400,1,4,3
1360670400,4,1,9
1360670400,16,3,4
1360670400,2889,2,6
1360756800,4,3,7
1360756800,7,1,11
1360756800,288,4,4
1360756800,2075,2,8
1360843200,7,2,5
1360843200,132,3,5
1360843200,188,4,4
1360843200,2392,1,7
1360929600,132,4,2
1360929600,188,2,4
1360929600,288,3,2
1360929600,329,1,7
1361016000,1,3,5
1361016000,35,2,6
1361016000,53,4,5
1361016000,168,1,6
1361102400,4,1,7
1361102400,7,4,3
1361102400,56,2,3
1361102400,239,3,3
1361188800,4,2,9
1361188800,7,4,8
1361188800,16,3,9
1361188800,2082,1,11
1361275200,1,1,7
1361275200,16,3,5
1361275200,288,4,4
1361275200,2082,2,5
1361361600,1,4,5
1361361600,16,2,6
1361361600,35,3,6
1361361600,288,1,7
1361448000,1,2,6
1361448000,168,3,5
1361448000,2082,4,5
1361448000,2392,1,6
1361534400,1,1,15
1361534400,16,4,6
1361534400,49,2,11
1361534400,168,3,7
1361620800,4,3,6
1361620800,16,4,4
1361620800,35,1,6
1361620800,49,2,6
1361707200,2,4,6
1361707200,35,1,9
1361707200,53,2,6
1361707200,333,3,6
1361793600,1,2,7
1361793600,16,3,5
1361793600,35,4,5
1361793600,49,1,10
1361880000,1,4,10
1361880000,132,2,11
1361880000,288,3,11
1361880000,2392,1,12
1361966400,1,4,5
1361966400,132,1,10
1361966400,342,3,5
1361966400,2082,2,5
1362052800,1,4,5
1362052800,132,1,8
1362052800,208,3,5
1362052800,288,2,6
1362139200,1,1,13
1362139200,49,3,6
1362139200,132,2,8
1362139200,3318,4,5
1362225600,132,2,8
1362225600,2392,3,6
1362225600,3491,4,4
1362225600,3721,1,16
1362312000,49,2,7
1362312000,288,1,8
1362312000,2392,4,4
1362312000,3721,3,5
1362398400,132,1,15
1362398400,1558,3,6
1362398400,2082,4,5
1362398400,2392,2,8
1362484800,7,4,4
1362484800,132,1,11
1362484800,288,2,6
1362484800,329,3,4
1362571200,7,2,8
1362571200,56,4,4
1362571200,204,1,8
1362571200,2392,3,6
1362657600,7,1,10
1362657600,16,2,8
1362657600,288,3,7
1362657600,2392,4,6
1362744000,68,1,8
1362744000,132,4,3
1362744000,288,2,7
1362744000,1109,3,6
1362830400,1,1,6
1362830400,68,3,5
1362830400,1986,2,5
1362830400,2392,4,4
1362916800,16,2,4
1362916800,132,1,7
1362916800,1986,3,3
1362916800,2392,4,2
1363003200,49,2,6
1363003200,132,1,6
1363003200,329,4,3
1363003200,3491,3,4
1363089600,16,1,17
1363089600,49,4,6
1363089600,333,3,6
1363089600,2075,2,10
1363176000,53,1,7
1363176000,67,2,4
1363176000,333,4,4
1363176000,3491,3,4
1363262400,16,2,8
1363262400,130,3,7
1363262400,132,1,14
1363262400,2220,4,4
1363348800,49,2,12
1363348800,288,4,6
1363348800,2082,3,6
1363348800,4339,1,12
1363435200,49,4,5
1363435200,53,2,9
1363435200,132,1,10
1363435200,4339,3,8
1363521600,13,2,7
1363521600,49,4,2
1363521600,132,1,12
1363521600,1986,3,4
1363608000,56,2,3
1363608000,68,3,2
1363608000,132,1,3
1363608000,287,4,2
1363694400,7,1,14
1363694400,132,2,7
1363694400,158,4,5
1363694400,287,3,7
1363780800,16,3,5
1363780800,53,4,4
1363780800,132,1,9
1363780800,1109,2,5
1363867200,4,4,6
1363867200,16,2,10
1363867200,67,3,7
1363867200,132,1,11
1363953600,67,3,3
1363953600,132,1,18
1363953600,2392,2,6
1363953600,4720,4,3
1364040000,49,4,3
1364040000,288,1,8
1364040000,2392,3,5
1364040000,4339,2,8
1364126400,1,4,6
1364126400,7,2,7
1364126400,132,1,17
1364126400,274,3,6
1364212800,16,3,3
1364212800,49,2,5
1364212800,132,1,6
1364212800,2075,4,3
1364299200,53,2,4
1364299200,54,3,3
1364299200,132,1,6
1364299200,2392,4,3
1364385600,2,4,2
1364385600,53,2,4
1364385600,132,1,5
1364385600,158,3,3
1364472000,4,4,4
1364472000,7,3,5
1364472000,54,1,7
1364472000,2392,2,5
1364558400,1,1,5
1364558400,2,4,4
1364558400,287,3,4
1364558400,2392,2,5
1364644800,1,2,4
1364644800,7,1,5
1364644800,67,3,4
1364644800,2392,4,4
1364731200,132,1,5
1364731200,288,2,4
1364731200,2220,3,3
1364731200,4873,4,3
1364817600,67,3,3
1364817600,85,4,2
1364817600,132,2,3
1364817600,161,1,5
1364904000,1,1,11
1364904000,49,4,3
1364904000,132,2,10
1364904000,4873,3,9
1364990400,16,3,4
1364990400,49,4,3
1364990400,132,2,5
1364990400,2392,1,6
1365076800,7,2,8
1365076800,132,1,9
1365076800,1986,4,4
1365076800,2082,3,6
1365163200,54,4,5
1365163200,132,1,10
1365163200,281,2,10
1365163200,1986,3,9
1365249600,7,3,3
1365249600,67,2,4
1365249600,132,4,3
1365249600,1109,1,5
1365336000,2,4,4
1365336000,4,1,5
1365336000,132,3,4
1365336000,1109,2,4
1365422400,7,1,8
1365422400,132,2,6
1365422400,1986,4,3
1365422400,2082,3,5
1365508800,132,4,3
1365508800,288,3,4
1365508800,2392,2,5
1365508800,5359,1,17
1365595200,7,3,4
1365595200,49,2,5
1365595200,132,1,5
1365595200,5359,4,4
1365681600,7,3,5
1365681600,288,2,16
1365681600,2392,4,5
1365681600,5359,1,21
1365768000,288,2,8
1365768000,821,4,7
1365768000,2392,1,8
1365768000,5359,3,8
1365854400,16,4,5
1365854400,49,2,5
1365854400,3721,3,5
1365854400,5359,1,8
1365940800,49,2,12
1365940800,132,1,20
1365940800,5359,4,8
1365940800,5590,3,8
1366027200,1,2,11
1366027200,67,3,8
1366027200,5359,4,8
1366027200,5590,1,19
1366113600,7,3,9
1366113600,91,2,11
1366113600,132,1,33
1366113600,3491,4,8
1366200000,132,2,8
1366200000,821,4,6
1366200000,4151,1,12
1366200000,5590,3,6
1366286400,54,1,9
1366286400,68,4,5
1366286400,132,3,6
1366286400,5359,2,6
1366372800,16,4,7
1366372800,132,3,9
1366372800,4151,1,11
1366372800,5359,2,11
1366459200,7,4,6
1366459200,132,3,6
1366459200,168,1,7
1366459200,5359,2,7
1366545600,132,4,6
1366545600,288,3,9
1366545600,2082,1,13
1366545600,2392,2,11
1366632000,49,2,5
1366632000,53,4,3
1366632000,3721,3,4
1366632000,5359,1,5
1366718400,49,1,6
1366718400,68,3,6
1366718400,132,2,6
1366718400,5359,4,5
1366804800,16,2,14
1366804800,68,1,16
1366804800,132,4,8
1366804800,2392,3,9
1366891200,16,2,7
1366891200,68,3,7
1366891200,288,1,10
1366891200,5359,4,7
1366977600,54,3,8
1366977600,132,1,20
1366977600,288,2,13
1366977600,5359,4,6
1367064000,132,1,9
1367064000,288,2,6
1367064000,861,3,5
1367064000,5359,4,4
1367496000,132,1,21
1367496000,1558,4,2
1367496000,1986,3,2
1367496000,5359,2,3
1367582400,132,1,19
1367582400,288,3,6
1367582400,1109,4,6
1367582400,4151,2,7
1367668800,3,4,6
1367668800,132,3,6
1367668800,288,2,7
1367668800,5359,1,10
1367755200,132,2,6
1367755200,288,4,5
1367755200,2082,3,5
1367755200,2392,1,7
1367841600,16,2,8
1367841600,54,3,7
1367841600,132,1,9
1367841600,1109,4,6
1367928000,16,3,7
1367928000,67,2,9
1367928000,132,1,14
1367928000,288,4,6
1368014400,4,4,5
1368014400,16,3,8
1368014400,132,1,13
1368014400,2392,2,12
1368100800,1558,4,3
1368100800,2392,2,8
1368100800,2820,3,6
1368100800,5359,1,8
1368187200,132,1,3
1368187200,158,3,3
1368187200,288,4,3
1368187200,5359,2,3
1368273600,298,1,13
1368273600,1109,2,5
1368273600,2392,3,4
1368273600,4873,4,3
1368360000,1109,3,3
1368360000,2220,2,4
1368360000,4873,4,3
1368360000,5359,1,6
1368446400,54,1,14
1368446400,132,2,5
1368446400,2082,3,3
1368446400,5973,4,2
1368532800,56,4,2
1368532800,281,3,2
1368532800,288,2,4
1368532800,4873,1,5
1368619200,125,4,2
1368619200,132,1,9
1368619200,288,2,5
1368619200,2082,3,5
1368705600,132,1,5
1368705600,288,4,3
1368705600,5359,3,3
1368705600,6098,2,4
1368792000,7,1,5
1368792000,68,4,2
1368792000,132,2,4
1368792000,5359,3,4
1368878400,49,3,3
1368878400,132,4,3
1368878400,274,2,3
1368878400,5359,1,5
1368964800,7,2,5
1368964800,68,3,4
1368964800,288,1,5
1368964800,6102,4,3
1369051200,3,4,4
1369051200,7,3,4
1369051200,288,1,10
1369051200,2392,2,6
1369137600,1,3,5
1369137600,7,2,6
1369137600,132,1,13
1369137600,4873,4,5
1369224000,7,1,16
1369224000,288,2,14
1369224000,2082,3,12
1369224000,2392,4,6
1369310400,1,2,7
1369310400,7,4,6
1369310400,132,3,7
1369310400,2082,1,10
1369396800,7,3,9
1369396800,132,2,9
1369396800,288,1,10
1369396800,2082,4,8
1369483200,288,1,12
1369483200,2392,3,10
1369483200,4873,2,10
1369483200,6112,4,6
1369569600,16,1,8
1369569600,288,2,7
1369569600,2392,4,4
1369569600,6117,3,6
1369656000,67,2,9
1369656000,1109,4,6
1369656000,2392,3,7
1369656000,6117,1,10
1369742400,1,3,8
1369742400,7,2,8
1369742400,132,4,7
1369742400,4873,1,10
1369828800,7,2,9
1369828800,132,1,11
1369828800,3491,4,7
1369828800,4873,3,7
1369915200,1,4,8
1369915200,7,3,11
1369915200,53,1,15
1369915200,132,2,13
1370001600,49,3,6
1370001600,67,4,6
1370001600,132,2,6
1370001600,288,1,9
1370088000,1,4,5
1370088000,288,1,7
1370088000,2306,2,5
1370088000,4873,3,5
1370174400,2,4,5
1370174400,67,1,8
1370174400,288,2,7
1370174400,991,3,6
1370260800,7,1,8
1370260800,67,4,4
1370260800,130,2,6
1370260800,288,3,6
1370347200,7,4,4
1370347200,67,2,5
1370347200,333,3,4
1370347200,5359,1,7
1370433600,7,1,9
1370433600,274,3,5
1370433600,4873,2,5
1370433600,6106,4,5
1370520000,1,2,4
1370520000,16,1,8
1370520000,56,3,3
1370520000,991,4,3
1370606400,16,2,10
1370606400,56,3,6
1370606400,132,1,14
1370606400,4873,4,5
1370692800,67,2,8
1370692800,130,4,6
1370692800,132,1,9
1370692800,4873,3,8
1370779200,1,1,9
1370779200,132,2,7
1370779200,288,4,6
1370779200,4873,3,7
1370865600,1,4,3
1370865600,7,2,4
1370865600,288,1,8
1370865600,2082,3,4
1370952000,7,4,6
1370952000,130,1,8
1370952000,288,2,8
1370952000,3721,3,7
1371038400,7,2,15
1371038400,130,3,12
1371038400,1986,1,19
1371038400,6117,4,10
1371124800,7,1,9
1371124800,16,4,7
1371124800,1986,2,8
1371124800,2392,3,8
1371211200,7,1,12
1371211200,16,2,10
1371211200,53,4,7
1371211200,288,3,8
1371297600,53,1,15
1371297600,132,4,6
1371297600,288,2,13
1371297600,6106,3,6
1371384000,1,3,7
1371384000,53,4,6
1371384000,132,2,11
1371384000,333,1,12
1371470400,1,3,7
1371470400,54,2,7
1371470400,132,1,8
1371470400,333,4,4
1371556800,1,2,8
1371556800,283,1,13
1371556800,288,4,3
1371556800,2082,3,6
1371643200,1,1,9
1371643200,130,2,5
1371643200,283,4,5
1371643200,288,3,5
1371729600,1,1,5
1371729600,283,3,4
1371729600,1986,2,5
1371729600,2820,4,4
1371816000,1,3,8
1371816000,67,4,5
1371816000,1986,1,9
1371816000,2082,2,9
1371902400,7,1,6
1371902400,288,4,3
1371902400,6122,3,4
1371902400,6145,2,4
1371988800,132,2,6
1371988800,3721,1,6
1371988800,6122,4,4
1371988800,6134,3,5
1372075200,130,3,6
1372075200,132,2,7
1372075200,288,4,5
1372075200,6117,1,11
1372161600,7,3,12
1372161600,130,4,10
1372161600,132,2,12
1372161600,3721,1,14
1372248000,16,3,10
1372248000,130,2,10
1372248000,132,1,27
1372248000,2220,4,10
1372334400,7,3,6
1372334400,132,1,11
