mt_id,mt_date,mt_title,mt_starter_id,mt_start_time,mt_last_post_time,mt_invited_members,mt_to_count,mt_to_member_id,mt_replies,mt_last_msg_id,mt_first_msg_id,mt_is_draft,mt_is_deleted
889,2012-10-02T19:31:57Z,Question,368,2012-10-02T19:31:57Z,2012-10-03T05:14:59Z,a:0:{},0,283,2,3719,3714,FALSE,FALSE
890,2012-10-02T22:54:07Z,Skype,37,2012-10-02T22:54:07Z,2012-10-02T22:54:07Z,a:0:{},0,130,0,3717,3717,FALSE,FALSE
891,2012-10-03T00:06:16Z,Your intro...,37,2012-10-03T00:06:16Z,2012-10-03T10:37:07Z,a:0:{},1,958,1,3722,3718,FALSE,FALSE
892,2012-10-04T00:31:23Z,Age,353,2012-10-04T00:31:22Z,2012-10-04T00:31:22Z,a:0:{},1,991,0,3724,3724,FALSE,FALSE
1451,2013-01-07T05:00:33Z,skype,49,2013-01-07T05:00:32Z,2013-01-07T05:00:32Z,a:0:{},0,2027,0,5093,5093,FALSE,TRUE
893,2012-10-04T18:05:55Z,SF meetings,0,2012-10-04T18:05:55Z,2012-10-04T23:58:55Z,a:0:{},0,368,1,3743,3729,FALSE,TRUE
895,2012-10-05T02:32:22Z,"Hello, fallacy. ",335,2012-10-05T02:32:22Z,2012-10-05T02:32:22Z,a:0:{},1,1014,0,3744,3744,FALSE,FALSE
898,2012-10-05T08:45:52Z,Something is wrong with the usernames,72,2012-10-05T08:45:52Z,2012-10-05T08:45:52Z,a:0:{},0,279,0,3747,3747,FALSE,TRUE
899,2012-10-05T08:45:53Z,Something is wrong with the usernames,72,2012-10-05T08:45:53Z,2012-10-05T22:05:20Z,a:0:{},1,279,4,3761,3748,FALSE,FALSE
906,2012-10-07T22:34:52Z,Getting Exposer,37,2012-10-07T22:34:52Z,2012-10-10T20:47:35Z,a:1:{i:130;i:130;},0,861,16,3814,3771,FALSE,FALSE
905,2012-10-07T20:51:40Z,Begroeting,317,2012-10-07T20:51:39Z,2012-10-09T15:21:26Z,a:0:{},1,91,3,3798,3770,FALSE,FALSE
904,2012-10-07T07:54:15Z,Your name...,37,2012-10-07T07:54:15Z,2012-10-07T19:19:15Z,a:0:{},0,164,2,3769,3767,FALSE,FALSE
900,2012-10-05T11:34:06Z,Users,131,2012-10-05T11:34:06Z,2012-10-05T21:20:04Z,a:0:{},0,49,2,3760,3750,FALSE,FALSE
2043,2013-10-25T02:57:57Z,Banner funnies,2392,2013-10-25T02:57:57Z,2013-10-25T04:20:57Z,a:0:{},1,54,1,7272,7271,FALSE,FALSE
935,2012-10-18T22:36:32Z,User Title,304,2012-10-18T22:36:32Z,2012-10-22T22:25:20Z,a:0:{},0,1,10,3936,3892,FALSE,FALSE
934,2012-10-18T10:30:21Z,An apology,72,2012-10-18T10:30:21Z,2012-10-18T10:30:21Z,a:0:{},0,2,0,3890,3890,FALSE,TRUE
931,2012-10-16T00:40:51Z,your picture,161,2012-10-16T00:40:51Z,2012-10-16T14:51:18Z,a:0:{},0,279,4,3880,3873,FALSE,TRUE
1561,2013-02-24T01:13:21Z,Join Our Forum,1793,2013-02-24T01:13:20Z,2013-02-24T07:43:28Z,a:0:{},1,72,1,5641,5633,FALSE,FALSE
1449,2013-01-06T14:38:24Z,Ð°,53,2013-01-06T14:38:24Z,2013-01-06T14:38:24Z,a:0:{},0,1,0,5085,5085,FALSE,FALSE
951,2012-10-31T03:51:24Z,Hi,234,2012-10-31T03:51:24Z,2012-11-17T19:45:09Z,a:0:{},1,805,4,4094,3967,FALSE,FALSE
944,2012-10-25T16:08:36Z,Russian Obraz,353,2012-10-25T16:08:36Z,2012-10-25T16:08:36Z,a:0:{},0,49,0,3945,3945,FALSE,FALSE
945,2012-10-25T21:36:46Z,Uhh,130,2012-10-25T21:36:41Z,2012-10-25T21:58:37Z,a:0:{},0,317,1,3948,3947,FALSE,TRUE
946,2012-10-29T00:39:44Z,The Supermen,1074,2012-10-29T00:39:44Z,2012-10-29T00:39:44Z,a:0:{},1,23,0,3952,3952,FALSE,FALSE
947,2012-10-29T14:52:44Z,Black Corps,1074,2012-10-29T14:52:44Z,2012-10-29T15:31:08Z,a:0:{},1,4,1,3954,3953,FALSE,FALSE
948,2012-10-29T22:51:59Z,Do me a favor?,37,2012-10-29T22:51:58Z,2012-10-31T01:47:33Z,a:0:{},0,7,3,3965,3955,FALSE,FALSE
949,2012-10-30T23:47:45Z,Relatives,1368,2012-10-30T23:47:45Z,2012-10-31T02:23:16Z,a:0:{},0,161,4,3966,3956,FALSE,FALSE
982,2012-11-13T18:25:04Z,Hail Annunaki&#33;&#33;&#33;,293,2012-11-13T18:25:04Z,2012-11-13T18:25:04Z,a:0:{},0,0,0,4068,4068,FALSE,FALSE
952,2012-10-31T19:03:35Z,Time to collect,1,2012-10-31T19:03:34Z,2013-01-01T07:42:15Z,a:0:{},0,84,8,4960,3969,FALSE,TRUE
953,2012-11-01T09:33:22Z,Golden dawn,13,2012-11-01T09:33:21Z,2012-11-08T22:36:28Z,a:0:{},0,283,3,4031,3971,FALSE,FALSE
954,2012-11-02T03:40:53Z,Hello,960,2012-11-02T03:40:52Z,2013-03-07T03:45:48Z,a:0:{},0,1368,4,5751,3975,FALSE,TRUE
955,2012-11-02T21:37:46Z,Stalinism,353,2012-11-02T21:37:46Z,2012-11-07T14:58:16Z,a:0:{},1,358,2,4025,3977,FALSE,FALSE
956,2012-11-03T01:24:53Z,.,1122,2012-11-03T01:24:53Z,2012-11-03T01:24:53Z,a:0:{},1,298,0,3978,3978,FALSE,FALSE
957,2012-11-04T02:32:27Z,Hello,960,2012-11-04T02:32:27Z,2012-11-05T06:01:49Z,a:0:{},0,50,6,3989,3980,FALSE,TRUE
962,2012-11-05T08:48:48Z,Here,298,2012-11-05T08:48:48Z,2012-11-05T10:39:15Z,a:0:{},1,1608,1,3995,3994,FALSE,FALSE
963,2012-11-05T10:50:35Z,Brother from India,72,2012-11-05T10:50:34Z,2012-11-05T12:24:38Z,a:0:{},1,1608,1,3997,3996,FALSE,FALSE
964,2012-11-06T15:27:13Z,Regarding Anime,72,2012-11-06T15:27:13Z,2012-11-07T18:22:48Z,a:0:{},0,960,3,4026,4019,FALSE,FALSE
2103,2013-12-23T22:49:50Z,The greatest story never told?,288,2013-12-23T22:49:50Z,2013-12-23T22:49:50Z,a:0:{},1,49,0,7574,7574,FALSE,FALSE
966,2012-11-07T22:13:21Z,Hello,960,2012-11-07T22:13:21Z,2012-11-08T04:16:15Z,a:0:{},0,317,2,4030,4028,FALSE,TRUE
967,2012-11-09T06:24:09Z,Pinochet,1730,2012-11-09T06:24:09Z,2012-11-11T18:49:39Z,a:0:{},1,84,1,4042,4033,FALSE,FALSE
968,2012-11-09T09:39:46Z,Questions,72,2012-11-09T09:39:46Z,2012-11-13T23:17:18Z,a:0:{},1,293,4,4074,4034,FALSE,FALSE
969,2012-11-10T05:58:52Z,Introductions are important,1,2012-11-10T05:58:52Z,2012-11-10T05:58:52Z,a:0:{},0,358,0,4036,4036,FALSE,TRUE
970,2012-11-10T06:11:18Z,Your economical philosophy,67,2012-11-10T06:11:18Z,2012-11-10T06:11:18Z,a:0:{},0,1730,0,4037,4037,FALSE,TRUE
971,2012-11-10T14:39:04Z,Sorry to say this brother from Sarawak. ,72,2012-11-10T14:39:04Z,2012-11-10T15:10:27Z,a:0:{},1,1772,1,4039,4038,FALSE,FALSE
972,2012-11-11T03:23:18Z,Hello,317,2012-11-11T03:23:18Z,2012-11-12T16:30:25Z,a:0:{},0,0,5,4055,4040,FALSE,FALSE
973,2012-11-11T14:12:16Z,Hi again,317,2012-11-11T14:12:16Z,2012-11-12T13:41:18Z,a:0:{},1,91,2,4050,4041,FALSE,FALSE
974,2012-11-11T23:02:00Z,Welcome&#33;,960,2012-11-11T23:02:00Z,2012-11-19T03:51:38Z,a:0:{},0,1730,4,4115,4043,FALSE,TRUE
975,2012-11-12T05:18:24Z,Hi,317,2012-11-12T05:18:23Z,2012-11-12T05:45:30Z,a:0:{},0,0,2,4047,4045,FALSE,FALSE
976,2012-11-12T11:10:46Z,Any idea on this member?,72,2012-11-12T11:10:46Z,2012-11-12T21:32:42Z,a:0:{},1,279,1,4056,4049,FALSE,FALSE
977,2012-11-13T04:14:01Z,Hello,298,2012-11-13T04:14:01Z,2012-11-13T04:14:01Z,a:0:{},0,0,0,4058,4058,FALSE,FALSE
978,2012-11-13T04:18:39Z,On the topic of sex.,0,2012-11-13T04:18:39Z,2012-11-13T04:32:30Z,a:0:{},0,317,1,4060,4059,FALSE,TRUE
979,2012-11-13T05:05:41Z,religion,161,2012-11-13T05:05:41Z,2012-11-13T10:22:43Z,a:0:{},0,188,1,4064,4062,FALSE,TRUE
983,2012-11-14T10:20:33Z,American Fascism ,1730,2012-11-14T10:20:33Z,2012-11-14T10:20:33Z,a:0:{},1,364,0,4077,4077,FALSE,FALSE
984,2012-11-14T12:27:28Z,?,1744,2012-11-14T12:27:28Z,2012-11-14T12:27:28Z,a:0:{},1,130,0,4078,4078,FALSE,FALSE
985,2012-11-15T03:52:27Z,Intro thread (locked),1578,2012-11-15T03:52:27Z,2012-11-15T03:52:27Z,a:0:{},0,14,0,4082,4082,FALSE,FALSE
986,2012-11-15T04:22:44Z,Intro thread (locked),1578,2012-11-15T04:22:44Z,2012-11-15T21:57:48Z,a:0:{},1,4,1,4084,4083,FALSE,FALSE
987,2012-11-16T19:00:16Z,Ave&#33;,279,2012-11-16T19:00:16Z,2012-11-16T22:52:11Z,a:0:{},1,168,1,4089,4085,FALSE,FALSE
989,2012-11-17T20:45:07Z,I have bad news,72,2012-11-17T20:45:07Z,2012-11-17T20:45:07Z,a:0:{},1,1608,0,4096,4096,FALSE,FALSE
991,2012-11-17T21:57:06Z,Hey,14,2012-11-17T21:57:06Z,2012-11-17T22:03:26Z,a:0:{},0,161,1,4101,4100,FALSE,FALSE
1005,2012-11-22T06:33:24Z,Tillykke med fÃ¸dselsdagen.,1109,2012-11-22T06:33:24Z,2012-11-22T06:33:24Z,a:0:{},1,958,0,4146,4146,FALSE,FALSE
992,2012-11-18T00:24:07Z,Email,85,2012-11-18T00:24:07Z,2012-11-18T00:44:11Z,a:0:{},1,28,2,4104,4102,FALSE,FALSE
993,2012-11-18T13:36:47Z,Curious,2,2012-11-18T13:36:47Z,2012-11-21T20:16:36Z,a:0:{},1,255,5,4141,4106,FALSE,FALSE
994,2012-11-18T17:14:18Z,Hi,317,2012-11-18T17:14:18Z,2012-11-18T18:37:55Z,a:0:{},1,2,3,4112,4108,FALSE,FALSE
2101,2013-12-23T05:00:29Z,88,960,2013-12-23T05:00:28Z,2013-12-25T16:35:41Z,a:0:{},1,3,3,7593,7567,FALSE,FALSE
996,2012-11-19T03:55:48Z,Hello,960,2012-11-19T03:55:48Z,2013-05-04T00:54:41Z,a:0:{},0,1793,12,6102,4117,FALSE,TRUE
998,2012-11-19T05:49:15Z,Title change,317,2012-11-19T05:49:15Z,2012-11-19T12:28:34Z,a:0:{},0,132,1,4124,4119,FALSE,FALSE
1676,2013-05-06T16:53:32Z,Der Fuhrer,2392,2013-05-06T16:53:32Z,2013-05-06T17:39:52Z,a:0:{},0,1209,1,6113,6112,FALSE,FALSE
1000,2012-11-19T23:01:58Z,Revisionist Maximalist writings,14,2012-11-19T23:01:57Z,2012-11-21T18:30:05Z,a:0:{},1,112,3,4137,4125,FALSE,FALSE
1001,2012-11-20T00:33:40Z,Hello Black Shirt,1744,2012-11-20T00:33:39Z,2012-11-21T19:00:26Z,a:0:{},1,85,4,4138,4126,FALSE,FALSE
1002,2012-11-21T00:28:36Z,GOlden Dawn,353,2012-11-21T00:28:36Z,2012-12-17T00:17:05Z,a:0:{},0,0,10,4731,4130,FALSE,FALSE
1010,2012-11-23T10:42:32Z,Hello,1744,2012-11-23T10:42:32Z,2012-11-23T13:06:55Z,a:0:{},1,72,2,4160,4158,FALSE,FALSE
1012,2012-11-23T16:30:53Z,Shirts,353,2012-11-23T16:30:53Z,2012-11-23T22:07:31Z,a:0:{},1,138,2,4170,4166,FALSE,FALSE
1013,2012-11-23T22:55:00Z,spermfags,72,2012-11-23T22:55:00Z,2012-11-24T02:35:47Z,a:0:{},1,1772,1,4180,4172,FALSE,FALSE
1014,2012-11-23T23:10:03Z,I am asian too,1744,2012-11-23T23:10:03Z,2012-11-24T02:37:20Z,a:0:{},1,1772,1,4181,4173,FALSE,FALSE
1015,2012-11-24T01:37:22Z,Hello,960,2012-11-24T01:37:22Z,2012-11-24T09:29:58Z,a:0:{},0,255,1,4188,4179,FALSE,TRUE
1016,2012-11-24T03:35:16Z,You should be unmuted now.,298,2012-11-24T03:35:14Z,2012-11-25T18:20:08Z,a:0:{},1,335,2,4197,4187,FALSE,FALSE
1017,2012-11-24T10:49:55Z,Pro-Asian nationalism,1772,2012-11-24T10:49:55Z,2012-11-24T13:15:04Z,a:0:{},1,72,1,4190,4189,FALSE,FALSE
1018,2012-11-24T23:49:48Z,Debate,1744,2012-11-24T23:49:48Z,2012-11-24T23:49:48Z,a:0:{},0,130,0,4191,4191,FALSE,FALSE
1019,2012-11-25T00:18:01Z,mod told me to pm you this,1744,2012-11-25T00:18:01Z,2012-11-25T00:18:01Z,a:0:{},0,130,0,4192,4192,FALSE,FALSE
1020,2012-11-25T03:07:44Z,Denver,1744,2012-11-25T03:07:44Z,2012-11-25T03:07:44Z,a:0:{},1,133,0,4193,4193,FALSE,FALSE
1021,2012-11-25T08:06:08Z,Our Oceanian Brothers,1772,2012-11-25T08:06:07Z,2012-11-25T10:10:18Z,a:0:{},1,72,1,4196,4195,FALSE,FALSE
1023,2012-11-26T22:32:42Z,That one thread,287,2012-11-26T22:32:42Z,2012-12-07T04:34:03Z,a:0:{},1,317,11,4335,4204,FALSE,FALSE
1026,2012-11-27T06:56:44Z,lel,1744,2012-11-27T06:56:44Z,2012-11-29T05:49:15Z,a:0:{},1,130,3,4246,4217,FALSE,FALSE
1746,2013-06-23T15:01:05Z,Niggers aren&#39;t human,288,2013-06-23T15:01:05Z,2013-06-23T22:25:21Z,a:3:{i:0;i:267;i:1;i:6117;i:2;i:49;},3,991,2,6393,6380,FALSE,TRUE
1028,2012-11-27T18:01:50Z,raysis gaming,56,2012-11-27T18:01:50Z,2012-11-27T18:01:50Z,a:0:{},0,1,0,4220,4220,FALSE,FALSE
1029,2012-11-27T19:27:21Z,racist gamers,1109,2012-11-27T19:27:21Z,2012-11-27T19:27:21Z,a:0:{},0,1,0,4222,4222,FALSE,FALSE
1030,2012-11-27T23:11:20Z,White man letter proofread,56,2012-11-27T23:11:20Z,2012-11-29T22:14:48Z,a:0:{},0,7,5,4252,4225,FALSE,FALSE
1758,2013-06-26T21:51:53Z,Kva synest du om all den &#39;&#39;Anti-kristendommen&#39;&#39; her i Norge nÃ¥r det kommer til andre nasjonalister,6117,2013-06-26T21:51:53Z,2013-07-01T23:51:21Z,a:0:{},1,5333,1,6430,6406,FALSE,FALSE
1033,2012-11-28T08:38:20Z,lel,2075,2012-11-28T08:38:20Z,2012-11-28T18:46:23Z,a:0:{},0,161,1,4240,4235,FALSE,FALSE
1034,2012-11-28T16:07:41Z,Question about your picture,72,2012-11-28T16:07:41Z,2012-11-28T16:13:27Z,a:0:{},0,16,1,4238,4237,FALSE,FALSE
1465,2013-01-11T14:58:23Z,Hello&#33;,2099,2013-01-11T14:58:23Z,2013-01-11T14:58:23Z,a:0:{},0,0,0,5175,5175,FALSE,FALSE
1081,2012-12-15T06:21:57Z,Hi,2209,2012-12-15T06:21:57Z,2012-12-15T06:21:57Z,a:0:{},0,84,0,4425,4425,FALSE,TRUE
1035,2012-11-28T23:55:22Z,Hey,2075,2012-11-28T23:55:22Z,2012-11-29T14:39:27Z,a:0:{},1,188,5,4249,4241,FALSE,FALSE
1036,2012-11-29T03:45:40Z,Hello,1176,2012-11-29T03:45:40Z,2012-11-29T16:39:41Z,a:0:{},1,1066,1,4250,4244,FALSE,FALSE
1037,2012-11-30T01:38:11Z,"haha, Autism must be hard for you.",2075,2012-11-30T01:38:11Z,2012-11-30T06:21:18Z,a:0:{},0,130,2,4259,4257,FALSE,FALSE
1452,2013-01-07T18:30:31Z,Ð¾Ð¿Ð° Ð³Ð°Ð½ Ð³Ð°Ð½ ÑÑ‚Ð°Ð¹Ð»,53,2013-01-07T18:30:30Z,2013-01-07T18:30:30Z,a:0:{},1,49,0,5102,5102,FALSE,FALSE
1038,2012-12-01T00:58:37Z,herp,35,2012-12-01T00:58:37Z,2012-12-01T01:07:28Z,a:0:{},0,2027,1,4262,4261,FALSE,TRUE
1039,2012-12-01T04:54:23Z,Hello,960,2012-12-01T04:54:23Z,2012-12-11T05:39:37Z,a:0:{},0,2027,5,4387,4263,FALSE,TRUE
1040,2012-12-01T14:04:04Z,Hello&#33;,2099,2012-12-01T14:04:04Z,2012-12-01T16:35:27Z,a:0:{},0,495,2,4267,4265,FALSE,TRUE
1041,2012-12-02T05:07:04Z,Bravo.,335,2012-12-02T05:07:04Z,2012-12-02T05:33:00Z,a:0:{},1,372,3,4272,4269,FALSE,FALSE
1042,2012-12-02T05:40:27Z,.,168,2012-12-02T05:40:27Z,2012-12-02T17:44:56Z,a:0:{},1,14,2,4278,4273,FALSE,FALSE
1043,2012-12-02T07:49:29Z,introduction topic or camp,1,2012-12-02T07:49:29Z,2012-12-02T07:49:29Z,a:0:{},0,358,0,4274,4274,FALSE,TRUE
1044,2012-12-02T10:19:31Z,About your religion,72,2012-12-02T10:19:31Z,2012-12-02T15:27:06Z,a:0:{},1,372,1,4277,4275,FALSE,FALSE
1045,2012-12-02T22:33:36Z,Untitled,298,2012-12-02T22:33:36Z,2012-12-02T23:09:30Z,a:0:{},1,333,2,4281,4279,FALSE,FALSE
1046,2012-12-03T02:54:13Z,Hey,130,2012-12-03T02:54:13Z,2012-12-03T15:43:04Z,a:0:{},0,2113,2,4288,4282,FALSE,TRUE
1047,2012-12-03T18:54:04Z,Operation Igloo,85,2012-12-03T18:54:04Z,2012-12-03T18:54:04Z,a:0:{},0,7,0,4289,4289,FALSE,FALSE
1049,2012-12-04T03:59:15Z,igloo,168,2012-12-04T03:59:15Z,2013-02-06T02:35:22Z,a:0:{},0,7,3,5398,4292,FALSE,FALSE
1050,2012-12-04T16:59:07Z,Hello.,2099,2012-12-04T16:59:07Z,2012-12-04T17:37:46Z,a:0:{},0,72,1,4297,4295,FALSE,TRUE
1051,2012-12-04T17:08:25Z,Hello.,2099,2012-12-04T17:08:25Z,2012-12-05T03:40:48Z,a:0:{},0,293,1,4303,4296,FALSE,TRUE
1052,2012-12-04T20:00:25Z,disregard that bastard fagcap,72,2012-12-04T20:00:25Z,2012-12-04T20:00:25Z,a:0:{},1,358,0,4298,4298,FALSE,FALSE
1054,2012-12-05T04:35:52Z,Introductions are important,1,2012-12-05T04:35:52Z,2012-12-06T03:29:50Z,a:0:{},0,208,5,4325,4304,FALSE,TRUE
1055,2012-12-05T22:41:31Z,Hello,7,2012-12-05T22:41:31Z,2012-12-05T22:54:12Z,a:0:{},0,2144,2,4317,4315,FALSE,TRUE
1056,2012-12-05T23:05:12Z,Hello,7,2012-12-05T23:05:12Z,2012-12-12T00:25:35Z,a:0:{},0,0,2,4394,4318,FALSE,FALSE
1460,2013-01-10T02:35:45Z,Hello.,2336,2013-01-10T02:35:45Z,2013-01-18T19:02:10Z,a:0:{},1,274,5,5218,5158,FALSE,FALSE
2982,2014-11-08T14:14:28Z,romanzo cirminale,6235,2014-11-08T14:14:27Z,2014-11-11T01:24:24Z,a:0:{},0,6278,15,10124,10081,FALSE,FALSE
4383,2016-02-25T03:05:31Z,Slovak bands,6269,2016-02-25T03:05:31Z,2016-02-27T01:29:18Z,a:0:{},1,9288,4,16976,16946,FALSE,FALSE
1060,2012-12-06T13:21:58Z,Hello,283,2012-12-06T13:21:58Z,2012-12-06T14:27:55Z,a:0:{},0,7,2,4332,4330,FALSE,TRUE
1068,2012-12-10T06:56:17Z,"Ñ€Ð°Ð´ Ñ‡Ñ‚Ð¾ Ñ‚Ñ‹ Ð²ÐµÑ€Ð½ÑƒÐ»ÑÑ, ÐšÐ°Ð²ÐºÐ°Ð·ÑÐºÐ¸Ð¹ Ð¿Ð»ÐµÐ½Ð½Ð¸Ðº&#33; ",49,2012-12-10T06:56:17Z,2012-12-10T16:22:36Z,a:0:{},0,53,3,4377,4373,FALSE,TRUE
1071,2012-12-11T04:35:44Z,your Deviantart account,72,2012-12-11T04:35:44Z,2012-12-11T04:35:44Z,a:0:{},1,279,0,4384,4384,FALSE,FALSE
1072,2012-12-11T12:09:40Z,Operation Igloo pledge,65,2012-12-11T12:09:40Z,2012-12-11T12:09:40Z,a:0:{},0,7,0,4389,4389,FALSE,FALSE
1073,2012-12-11T15:58:46Z,Hello,1772,2012-12-11T15:58:46Z,2012-12-11T16:45:23Z,a:0:{},1,72,1,4392,4391,FALSE,FALSE
1074,2012-12-11T18:21:23Z,Covington,288,2012-12-11T18:21:23Z,2012-12-11T18:21:23Z,a:0:{},1,7,0,4393,4393,FALSE,FALSE
1075,2012-12-12T02:23:32Z,What exactly is fascism? ,2183,2012-12-12T02:23:31Z,2012-12-12T02:23:31Z,a:0:{},1,29,0,4395,4395,FALSE,FALSE
1076,2012-12-12T18:51:47Z,Sweden,2183,2012-12-12T18:51:47Z,2012-12-13T19:58:19Z,a:0:{},0,1558,2,4410,4397,FALSE,FALSE
1077,2012-12-13T00:37:14Z,Gday,0,2012-12-13T00:37:14Z,2012-12-13T00:37:14Z,a:0:{},0,64,0,4398,4398,FALSE,TRUE
1078,2012-12-13T01:18:13Z,Gday,0,2012-12-13T01:18:12Z,2012-12-13T15:23:36Z,a:0:{},0,72,5,4406,4399,FALSE,TRUE
1079,2012-12-13T11:31:15Z,Hello.,2099,2012-12-13T11:31:15Z,2012-12-13T16:56:21Z,a:0:{},0,91,2,4409,4404,FALSE,TRUE
1080,2012-12-13T23:53:45Z,My tumblr,2205,2012-12-13T23:53:45Z,2012-12-14T16:56:55Z,a:0:{},0,161,13,4424,4411,FALSE,FALSE
1084,2012-12-15T06:23:07Z,Hi,2209,2012-12-15T06:23:07Z,2012-12-15T06:23:07Z,a:0:{},0,266,0,4428,4428,FALSE,TRUE
1085,2012-12-15T06:23:27Z,Hi,2209,2012-12-15T06:23:26Z,2012-12-15T06:23:26Z,a:0:{},0,1176,0,4429,4429,FALSE,TRUE
1087,2012-12-15T06:25:48Z,Hi,2209,2012-12-15T06:25:48Z,2012-12-15T06:25:48Z,a:0:{},0,111,0,4431,4431,FALSE,TRUE
1092,2012-12-15T06:28:09Z,Hi,2209,2012-12-15T06:28:09Z,2012-12-15T06:28:09Z,a:0:{},0,50,0,4436,4436,FALSE,TRUE
1093,2012-12-15T06:28:29Z,Hi,2209,2012-12-15T06:28:28Z,2012-12-15T06:28:28Z,a:0:{},0,112,0,4437,4437,FALSE,TRUE
1094,2012-12-15T06:28:43Z,Hi,2209,2012-12-15T06:28:42Z,2013-02-06T20:06:48Z,a:0:{},0,361,2,5403,4438,FALSE,TRUE
1095,2012-12-15T06:28:58Z,Hi,2209,2012-12-15T06:28:57Z,2012-12-15T06:28:57Z,a:0:{},0,17,0,4439,4439,FALSE,TRUE
1096,2012-12-15T06:30:03Z,Hi,2209,2012-12-15T06:30:03Z,2012-12-15T06:30:03Z,a:0:{},0,1730,0,4440,4440,FALSE,TRUE
1097,2012-12-15T06:30:44Z,Hi,2209,2012-12-15T06:30:43Z,2012-12-15T06:30:43Z,a:0:{},0,2179,0,4441,4441,FALSE,TRUE
1098,2012-12-15T06:31:01Z,Hi,2209,2012-12-15T06:31:01Z,2012-12-15T06:31:01Z,a:0:{},0,298,0,4442,4442,FALSE,TRUE
1099,2012-12-15T06:31:18Z,Hi,2209,2012-12-15T06:31:18Z,2012-12-15T06:31:18Z,a:0:{},0,258,0,4443,4443,FALSE,TRUE
1100,2012-12-15T06:32:23Z,Hi,2209,2012-12-15T06:32:23Z,2012-12-15T06:32:23Z,a:0:{},0,152,0,4444,4444,FALSE,TRUE
1101,2012-12-15T06:32:39Z,Hi,2209,2012-12-15T06:32:38Z,2012-12-15T06:32:38Z,a:0:{},0,140,0,4445,4445,FALSE,TRUE
1990,2013-10-21T02:42:18Z,Hi,2209,2013-10-21T02:42:18Z,2013-10-21T02:42:18Z,a:0:{},0,5343,0,7204,7204,FALSE,TRUE
1103,2012-12-15T06:33:07Z,Hi,2209,2012-12-15T06:33:07Z,2012-12-15T06:33:07Z,a:0:{},0,505,0,4447,4447,FALSE,TRUE
1104,2012-12-15T06:33:26Z,Hi,2209,2012-12-15T06:33:26Z,2012-12-15T06:33:26Z,a:0:{},0,958,0,4448,4448,FALSE,TRUE
1105,2012-12-15T06:33:44Z,Hi,2209,2012-12-15T06:33:43Z,2012-12-15T06:33:43Z,a:0:{},0,72,0,4449,4449,FALSE,TRUE
1106,2012-12-15T06:34:04Z,Hi,2209,2012-12-15T06:34:04Z,2012-12-15T06:34:04Z,a:0:{},0,104,0,4450,4450,FALSE,TRUE
1108,2012-12-15T06:34:39Z,Hi,2209,2012-12-15T06:34:39Z,2012-12-15T06:34:39Z,a:0:{},0,159,0,4452,4452,FALSE,TRUE
1110,2012-12-15T06:35:56Z,Hi,2209,2012-12-15T06:35:56Z,2012-12-15T06:35:56Z,a:0:{},0,372,0,4454,4454,FALSE,TRUE
1111,2012-12-15T06:36:16Z,Hi,2209,2012-12-15T06:36:16Z,2012-12-15T06:36:16Z,a:0:{},0,335,0,4455,4455,FALSE,TRUE
1112,2012-12-15T06:36:31Z,Hi,2209,2012-12-15T06:36:31Z,2012-12-15T06:36:31Z,a:0:{},0,85,0,4456,4456,FALSE,TRUE
1113,2012-12-15T06:36:47Z,Hi,2209,2012-12-15T06:36:47Z,2012-12-15T06:36:47Z,a:0:{},0,133,0,4457,4457,FALSE,TRUE
1114,2012-12-15T06:37:06Z,Hi,2209,2012-12-15T06:37:05Z,2012-12-15T06:37:05Z,a:0:{},0,48,0,4458,4458,FALSE,TRUE
1115,2012-12-15T06:37:28Z,Hi,2209,2012-12-15T06:37:28Z,2012-12-15T06:37:28Z,a:0:{},0,3,0,4459,4459,FALSE,TRUE
1117,2012-12-15T06:38:11Z,Hi,2209,2012-12-15T06:38:11Z,2012-12-15T06:38:11Z,a:0:{},0,100,0,4461,4461,FALSE,TRUE
1434,2013-01-04T14:26:30Z,Pledge update,65,2013-01-04T14:26:30Z,2013-01-08T00:54:25Z,a:0:{},0,7,2,5109,5026,FALSE,FALSE
1119,2012-12-15T06:38:52Z,Hi,2209,2012-12-15T06:38:52Z,2012-12-15T06:38:52Z,a:0:{},0,353,0,4464,4464,FALSE,TRUE
1120,2012-12-15T06:39:07Z,Hi,2209,2012-12-15T06:39:07Z,2012-12-15T06:39:07Z,a:0:{},0,2183,0,4465,4465,FALSE,TRUE
1121,2012-12-15T06:39:23Z,Hi,2209,2012-12-15T06:39:23Z,2013-01-04T00:04:49Z,a:0:{},0,269,1,5004,4466,FALSE,TRUE
1123,2012-12-15T06:40:00Z,Hi,2209,2012-12-15T06:40:00Z,2012-12-15T06:40:00Z,a:0:{},0,2082,0,4468,4468,FALSE,TRUE
1125,2012-12-15T06:40:34Z,Hi,2209,2012-12-15T06:40:33Z,2012-12-15T06:40:33Z,a:0:{},0,44,0,4470,4470,FALSE,TRUE
1126,2012-12-15T06:40:50Z,Hi,2209,2012-12-15T06:40:49Z,2012-12-15T06:40:49Z,a:0:{},0,1983,0,4471,4471,FALSE,TRUE
1127,2012-12-15T06:41:04Z,Hi,2209,2012-12-15T06:41:04Z,2012-12-15T06:41:04Z,a:0:{},0,81,0,4472,4472,FALSE,TRUE
