id,topics,posts,last_post,last_poster_id,last_poster_name,name,description,position,use_ibc,last_title,last_id,sort_key,sort_order,prune,topicfilter,show_rules,allow_poll,allow_pollbump,inc_postcount,skin_id,parent_id,notify_modq_emails,sub_can_post,permission_showtopic,forum_allow_rating,forum_last_deletion,newest_title,newest_id,can_view_others,name_seo,seo_last_title,seo_last_name,last_x_topic_ids,deleted_topics,viglink
65,107,3487,2016-03-13T22:51:10Z,7504,Krsnik,Religion,Theological discussions.,15,TRUE,Paganism,1393,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1455297112,100% Bible-Only Christian Theocracy compatible with Fascism? Why? Why not?,5958,TRUE,religion,paganism,krsnik,"a:5:{i:5958;s:10:""1452839394"";i:5865;s:10:""1449727554"";i:5846;s:10:""1449114177"";i:5839;s:10:""1449001447"";i:5799;s:10:""1448031207"";}",FALSE,FALSE
107,33,298,2016-01-27T04:55:38Z,85,British Blackshirt,Articles,Discussing articles and think pieces.,107,TRUE,Book Review: Black Nazis&#33; II by Veronica Kuzniar-Clark,5997,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,96,0,TRUE,FALSE,FALSE,1454496619,Book Review: Black Nazis&#33; II by Veronica Kuzniar-Clark,5997,TRUE,articles,book-review-black-nazis-ii-by-veronica-kuzniar-clark,british-blackshirt,"a:5:{i:5997;s:10:""1453854847"";i:5996;s:10:""1453839811"";i:5988;s:10:""1453777832"";i:5986;s:10:""1453676782"";i:5848;s:10:""1449120460"";}",FALSE,FALSE
69,0,0,,0,,Community Projects,IronMarch forum projects for establishing Online Fascist Space.,2,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,1,0,FALSE,FALSE,FALSE,0,,0,TRUE,community-projects,,,,FALSE,FALSE
86,28,790,2016-02-23T18:51:19Z,132,Myrrysmies,Third Reich,Discussions of Nazi Germany.,1,TRUE,Interview with Horst Wessel,5641,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,40,0,TRUE,FALSE,FALSE,1444250536,How We Celebrate Christmas,5901,TRUE,third-reich,interview-with-horst-wessel,myrrysmies,"a:5:{i:5901;s:10:""1450975407"";i:5641;s:10:""1444523863"";i:5631;s:10:""1444250319"";i:5174;s:10:""1431983669"";i:4101;s:10:""1403448839"";}",FALSE,FALSE
75,191,3455,2016-03-20T14:33:05Z,9353,Hyperborean Shitlord,Personalities,Discuss specific people. One topic per person.,5,TRUE,TRUMP,5652,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1453103056,Louis-Ferdinand CÃ©line,6212,TRUE,personalities,trump,hyperborean-shitlord,"a:5:{i:6212;s:10:""1458246868"";i:6196;s:10:""1458024317"";i:6180;s:10:""1457548462"";i:6133;s:10:""1456699818"";i:6088;s:10:""1455658511"";}",FALSE,TRUE
76,45,430,2016-03-12T03:52:01Z,9679,Vinokura,Hispanidad,Forum for Fascists of Hispanic heritage.,11,TRUE,Memorial Held for Spanish Volunteers of the Third Reich,6042,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1435667214,Memorial Held for Spanish Volunteers of the Third Reich,6042,TRUE,hispanidad,memorial-held-for-spanish-volunteers-of-the-third-reich,vinokura,"a:5:{i:6042;s:10:""1454874065"";i:5612;s:10:""1443674659"";i:5568;s:10:""1443110198"";i:5516;s:10:""1442609884"";i:5354;s:10:""1437011068"";}",FALSE,TRUE
77,25,601,2016-03-18T09:52:47Z,7405,Da One Good Injun,Canada,Forum for Canadian Fascists.,4,TRUE,"Absolute Canadian Mad Man Makes Anti-Jew,Anti-Homo,Anti-Marxist News Paper",6215,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1457677044,"Absolute Canadian Mad Man Makes Anti-Jew,Anti-Homo,Anti-Marxist News Paper",6215,TRUE,canada,absolute-canadian-mad-man-makes-anti-jewanti-homoanti-marxist-news-paper,da-one-good-injun,"a:5:{i:6215;s:10:""1458268960"";i:6113;s:10:""1456194091"";i:6091;s:10:""1455695902"";i:5645;s:10:""1444611836"";i:4316;s:10:""1411788281"";}",FALSE,TRUE
71,2,38,2016-02-10T16:23:01Z,9621,Pho,Hungary,Forum for Hungarian Fascists.,10,TRUE,Hungarian National Socialists Honor Hungarians that Fought in the Waffen-SS,6055,last_post,Z-A,100,all,,FALSE,FALSE,TRUE,,36,,TRUE,FALSE,FALSE,1457550060,Hungarian National Socialists Honor Hungarians that Fought in the Waffen-SS,6055,TRUE,hungary,hungarian-national-socialists-honor-hungarians-that-fought-in-the-waffen-ss,pho,"a:2:{i:6055;s:10:""1455100297"";i:946;s:10:""1336971969"";}",FALSE,TRUE
73,35,241,2016-03-21T00:08:47Z,6113,Aquila,Suomi,Keskustelualue Suomalaisille Fasisteille,18,TRUE,Finnish â€œSoldiers of Odinâ€ hold 150 strong march in Tampere,6148,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1427374737,Finnish â€œSoldiers of Odinâ€ hold 150 strong march in Tampere,6148,TRUE,suomi,finnish-%e2%80%9csoldiers-of-odin%e2%80%9d-hold-150-strong-march-in-tampere,aquila,"a:5:{i:6148;s:10:""1457022623"";i:5419;s:10:""1439659459"";i:5282;s:10:""1434425576"";i:5263;s:10:""1433969595"";i:5066;s:10:""1429248420"";}",FALSE,TRUE
81,14,165,2016-03-06T15:30:23Z,9304,TheWeissewolfe,EllÃ¡da,A forum for Greek Fascists,8,TRUE,"Cyprus - Hundreds of Greek Cypriots from NPF, Honor Cypriot Nationalist Afxentiou",6158,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1455757966,"Cyprus - Hundreds of Greek Cypriots from NPF, Honor Cypriot Nationalist Afxentiou",6158,TRUE,ell%c3%a1da,cyprus-hundreds-of-greek-cypriots-from-npf-honor-cypriot-nationalist-afxentiou,theweissewolfe,"a:5:{i:6158;s:10:""1457277944"";i:6079;s:10:""1455624215"";i:6077;s:10:""1455621722"";i:2757;s:10:""1375501764"";i:2720;s:10:""1374866385"";}",FALSE,TRUE
82,34,800,2016-03-09T14:48:17Z,9931,SlavrosScholar,Propaganda,Exchange various propaganda materials here.,6,TRUE,Best books for learning the Art of Propaganda,6175,last_post,Z-A,100,all,,TRUE,FALSE,FALSE,,14,,TRUE,FALSE,FALSE,1432500476,Best books for learning the Art of Propaganda,6175,TRUE,propaganda,best-books-for-learning-the-art-of-propaganda,slavrosscholar,"a:5:{i:6175;s:10:""1457505481"";i:6085;s:10:""1455655867"";i:6029;s:10:""1454562681"";i:5897;s:10:""1450797771"";i:5861;s:10:""1449613633"";}",FALSE,TRUE
78,97,4029,2016-03-11T00:52:01Z,8232,Raven,Cancer,"What happens in Cancer, stays in Cancer",5,TRUE,Fascism... 40K?,657,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,12,0,TRUE,FALSE,FALSE,1456417120,My official fascist beauty tips thread- by Blackshirt13,6117,TRUE,cancer,fascism-40k,raven,"a:5:{i:6117;s:10:""1456189294"";i:5932;s:10:""1451944155"";i:5924;s:10:""1451448080"";i:5856;s:10:""1449485743"";i:5830;s:10:""1448692452"";}",TRUE,FALSE
83,40,3170,2016-03-21T02:07:28Z,8232,Raven,Music,"Discussion of genres, bands, and music in general.",4,TRUE, The musical thread ,1375,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,96,0,TRUE,FALSE,FALSE,1455082508,Vaporwave Artists Assmad That Vaporwave is Popular With Fascists,6059,TRUE,music,the-musical-thread,raven,"a:5:{i:6059;s:10:""1455218365"";i:5983;s:10:""1453619070"";i:5943;s:10:""1452383540"";i:5906;s:10:""1451112411"";i:5814;s:10:""1448307552"";}",FALSE,FALSE
84,65,1692,2016-03-16T18:36:04Z,9916,Canadian StormTrooper,Race & Ethnic Relations,Discussions of ethnic & racial issues and relations.,3,TRUE,High on Albanism,5657,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1445672201,Native Americans,5952,TRUE,race-ethnic-relations,high-on-albanism,canadian-stormtrooper,"a:5:{i:5952;s:10:""1452728876"";i:5867;s:10:""1449770415"";i:5715;s:10:""1446161602"";i:5673;s:10:""1445376419"";i:5657;s:10:""1444944567"";}",FALSE,FALSE
85,34,1348,2016-02-28T21:32:55Z,9393,Blackshirt 13,Antifascism,Discussing those who oppose us and their views.,1,TRUE,Stalinism: Red Fascism.,1290,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1432276431,Anarchism and Anarcho-Capitalism,5913,TRUE,antifascism,stalinism-red-fascism,blackshirt-13,"a:5:{i:5913;s:10:""1451371802"";i:5910;s:10:""1451275164"";i:5761;s:10:""1447329353"";i:5625;s:10:""1444057478"";i:5426;s:10:""1439925319"";}",FALSE,FALSE
87,335,6199,2016-03-20T18:34:08Z,9633,Byltenus,Fascist News,News having to do with Fascism and Nationalism worldwide.,1,TRUE,Soldiers of Odin Rescue Little Girls from Subhumans in Finland - Also Soldiers of Odin Now Active in Sweden,6204,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,7,0,TRUE,FALSE,FALSE,1457550060,"Riga, Latvia - Latvian Legion of the Waffen-SS Honored",6214,TRUE,fascist-news,soldiers-of-odin-rescue-little-girls-from-subhumans-in-finland-also-soldiers-of-odin-now-active-in-sweden,byltenus,"a:5:{i:6214;s:10:""1458268059"";i:6205;s:10:""1458090464"";i:6204;s:10:""1458083107"";i:6198;s:10:""1458035590"";i:6189;s:10:""1457736317"";}",FALSE,FALSE
172,13,162,2016-03-18T09:05:48Z,9673,Organic Man,AZOV,Official Azov/SNA sub on IM.,2,TRUE,Azov Destroys Communist Rally,6213,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,44,0,TRUE,FALSE,FALSE,1454537124,Azov Destroys Communist Rally,6213,TRUE,azov,azov-destroys-communist-rally,organic-man,"a:5:{i:6213;s:10:""1458267538"";i:6197;s:10:""1458024437"";i:6021;s:10:""1454436718"";i:5590;s:10:""1443354706"";i:5392;s:10:""1438089030"";}",FALSE,FALSE
88,886,13369,2016-03-21T08:41:05Z,9950,Schmiss,Shill News,News from the Modern World.,2,TRUE,Death Threats Sent to German MEPs,6223,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,7,0,TRUE,FALSE,FALSE,1457659966,FROG SWATISKA FOUND.,6224,TRUE,shill-news,death-threats-sent-to-german-meps,schmiss,"a:5:{i:6224;s:10:""1458507021"";i:6223;s:10:""1458505522"";i:6222;s:10:""1458479104"";i:6221;s:10:""1458343048"";i:6220;s:10:""1458330427"";}",FALSE,FALSE
93,57,2503,2016-03-21T09:31:09Z,9521,Unity,Commentary,"Topics for sharing general videos, podcasts etc.",1,TRUE,General videos thread,49,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,96,0,TRUE,FALSE,FALSE,1456592990,The Logic of Violence,6184,TRUE,commentary,general-videos-thread,unity,"a:5:{i:6184;s:10:""1457632206"";i:6122;s:10:""1456495701"";i:6098;s:10:""1455911983"";i:6066;s:10:""1455401831"";i:6041;s:10:""1454871558"";}",FALSE,FALSE
94,95,1622,2016-02-06T04:12:35Z,6321,Culius Jaeser,Theory,"Fascist theory, worldview discussions.",4,TRUE,the extent of social constructs,6037,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,31,0,TRUE,FALSE,FALSE,1448916407,the extent of social constructs,6037,TRUE,theory,the-extent-of-social-constructs,culius-jaeser,"a:5:{i:6037;s:10:""1454731955"";i:5854;s:10:""1449339794"";i:5294;s:10:""1434733424"";i:5284;s:10:""1434478107"";i:5258;s:10:""1433790803"";}",FALSE,FALSE
95,39,841,2016-03-17T18:24:35Z,6113,Aquila,Strategy,Discussions of long term methods for fighting the Modern World.,3,TRUE,Love as a tactic,6207,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,31,0,TRUE,FALSE,FALSE,1432336866,Love as a tactic,6207,TRUE,strategy,love-as-a-tactic,aquila,"a:5:{i:6207;s:10:""1458169397"";i:5998;s:10:""1453858952"";i:5937;s:10:""1452048704"";i:5195;s:10:""1432336598"";i:5023;s:10:""1427808533"";}",FALSE,FALSE
96,0,0,,0,,Media Center,Specialized subforums for media materials.,4,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,10,0,FALSE,FALSE,FALSE,0,,0,TRUE,media-center,,,,FALSE,FALSE
98,20,330,2016-03-07T12:34:21Z,9288,Ð—Ð¼Ð°Ñ˜ÐµÐ²Ð¸Ñ‚,Art & Architecture,For posting and discussing art and architecture.,16,TRUE,Beautiful Traditional Architecture,6159,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1457280701,Beautiful Traditional Architecture,6159,TRUE,art-architecture,beautiful-traditional-architecture,%d0%b7%d0%bc%d0%b0%d1%98%d0%b5%d0%b2%d0%b8%d1%82,"a:5:{i:6159;s:10:""1457279953"";i:5908;s:10:""1451223728"";i:5786;s:10:""1447853551"";i:5370;s:10:""1437490615"";i:4919;s:10:""1425764962"";}",FALSE,FALSE
101,32,1085,2016-03-19T22:53:44Z,9916,Canadian StormTrooper,Books,Discussing books.,17,TRUE,What are you currently reading?,1985,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1457538847,When the Storm Breaks: Rock Against Communism 1979-1993,6000,TRUE,books,what-are-you-currently-reading,canadian-stormtrooper,"a:5:{i:6000;s:10:""1454014579"";i:5974;s:10:""1453312136"";i:5950;s:10:""1452612810"";i:5788;s:10:""1447876727"";i:5751;s:10:""1447021400"";}",FALSE,FALSE
100,26,1412,2016-03-12T22:00:08Z,7504,Krsnik,New Right,Movement shills and rejects. ,2,TRUE,And the &#34;Alt-Right&#34; jumps the shark.,6033,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1454692365,And the &#34;Alt-Right&#34; jumps the shark.,6033,TRUE,new-right,and-the-alt-right-jumps-the-shark,krsnik,"a:5:{i:6033;s:10:""1454688557"";i:5951;s:10:""1452675223"";i:5902;s:10:""1450981109"";i:5480;s:10:""1441396955"";i:5453;s:10:""1440817825"";}",FALSE,FALSE
99,84,9756,2016-03-21T07:58:07Z,9446,NotEqual,Iron Lounge,Place for idle user talk.,1,TRUE,Trivial HAPPENINGs,34,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,104,0,TRUE,FALSE,FALSE,1440884928,Bragging about my Aryan Baby thread,5227,TRUE,iron-lounge,trivial-happenings,notequal,"a:5:{i:5227;s:10:""1432946887"";i:4959;s:10:""1426908641"";i:4943;s:10:""1426391017"";i:4906;s:10:""1425427573"";i:4904;s:10:""1425422846"";}",FALSE,FALSE
103,18,6027,2016-03-21T07:15:40Z,9446,NotEqual,Images,Forum for various photos and images.,103,TRUE,Image Centre General,743,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,96,0,TRUE,FALSE,FALSE,1457280701,Rhodesia Pre-Niggerdom,6216,TRUE,images,image-centre-general,notequal,"a:5:{i:6216;s:10:""1458270707"";i:5771;s:10:""1447450251"";i:5615;s:10:""1443721306"";i:5608;s:10:""1443569908"";i:5574;s:10:""1443125263"";}",FALSE,FALSE
104,10,160,2016-03-16T06:00:13Z,9668,ÐÐ¸ÐºÐ¾Ð»Ð°Ñ˜ÐµÐ²Ð¸Ñ›,Fascist Fraternity,Global Fascist Community in the real world.,3,TRUE,life as an adventurer,4896,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,17,0,TRUE,FALSE,FALSE,1434746442,Looking to find people for a possible group,5931,TRUE,fascist-fraternity,life-as-an-adventurer,%d0%bd%d0%b8%d0%ba%d0%be%d0%bb%d0%b0%d1%98%d0%b5%d0%b2%d0%b8%d1%9b,"a:5:{i:5931;s:10:""1451926644"";i:5779;s:10:""1447612230"";i:5728;s:10:""1446711230"";i:4896;s:10:""1425248344"";i:4860;s:10:""1424294116"";}",FALSE,FALSE
106,8,366,2016-03-21T02:20:34Z,9393,Blackshirt 13,Apparel,Fascist Fashion.,18,TRUE,Boots,4606,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,14,0,TRUE,FALSE,FALSE,1443404719,Wulflund,5655,TRUE,apparel,boots,blackshirt-13,"a:5:{i:5655;s:10:""1444821512"";i:4606;s:10:""1419734968"";i:4388;s:10:""1413916611"";i:4290;s:10:""1410897220"";i:4202;s:10:""1407542837"";}",FALSE,FALSE
108,21,157,2016-03-21T04:40:59Z,9905,Painted White Wall,Australia & New Zealand,Forum for Australian and New Zealand fascists.,1,TRUE,UPF Use Nazi Propaganda video,6217,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1456556577,UPF Use Nazi Propaganda video,6217,TRUE,australia-new-zealand,upf-use-nazi-propaganda-video,painted-white-wall,"a:5:{i:6217;s:10:""1458299064"";i:6136;s:10:""1456732578"";i:6134;s:10:""1456724247"";i:6125;s:10:""1456555315"";i:6074;s:10:""1455525840"";}",FALSE,FALSE
114,0,0,,0,,Whiskey Bunker,Private sub for talking shop and activism.,2,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,39,0,TRUE,FALSE,FALSE,0,,0,TRUE,whiskey-bunker,,,,FALSE,FALSE
112,5,47,2016-03-02T22:06:26Z,9583,James Rockwell,Maple Bunker,Private sub for talking shop and activism.,2,TRUE,Which one of you Cucks is writing Ironmarch.org in the VIU Nanaimo Campus?,6052,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,77,0,TRUE,FALSE,FALSE,1426544067,Which one of you Cucks is writing Ironmarch.org in the VIU Nanaimo Campus?,6052,TRUE,maple-bunker,which-one-of-you-cucks-is-writing-ironmarchorg-in-the-viu-nanaimo-campus,james-rockwell,"a:5:{i:6052;s:10:""1455066912"";i:5841;s:10:""1449022260"";i:5644;s:10:""1444593418"";i:4294;s:10:""1411037317"";i:2349;s:10:""1366832565"";}",FALSE,FALSE
113,0,0,,0,,Schnitzel Bunker,Private sub for talking shop and activism.,3,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,40,0,TRUE,FALSE,FALSE,0,,0,TRUE,schnitzel-bunker,,,,FALSE,FALSE
115,0,0,,0,,Gyro Bunker,Private sub for talking shop and activism.,3,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,81,0,TRUE,FALSE,FALSE,0,,0,TRUE,gyro-bunker,,,,FALSE,FALSE
116,0,0,,0,,Goulash Bunker,Private sub for talking shop and activism.,2,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,71,0,TRUE,FALSE,FALSE,0,,0,TRUE,goulash-bunker,,,,FALSE,FALSE
117,1,12,2015-03-19T06:16:12Z,6264,Nazi Mongrel,Pork Bunker,Private sub for talking shop and activism.,3,TRUE,SoluÃ§Ã£o Final BR,4934,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,76,0,TRUE,FALSE,FALSE,1432971667,SoluÃ§Ã£o Final BR,4934,TRUE,pork-bunker,solu%c3%a7%c3%a3o-final-br,nazi-mongrel,"a:1:{i:4934;s:10:""1426211233"";}",FALSE,FALSE
118,1,5,2015-07-08T16:29:59Z,7757,XIII,Pasta Bunker,Private sub for talking shop and activism.,3,TRUE,Musica Non Conforme,5310,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,37,0,TRUE,FALSE,FALSE,0,Musica Non Conforme,5310,TRUE,pasta-bunker,musica-non-conforme,xiii,"a:1:{i:5310;s:10:""1435294516"";}",FALSE,FALSE
119,0,0,,0,,Waffle Bunker,Private sub for talking shop and activism.,2,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,43,0,TRUE,FALSE,FALSE,0,,0,TRUE,waffle-bunker,,,,FALSE,FALSE
121,16,143,2016-03-09T04:08:38Z,6155,AlbaNuadh,Scandinavia,"Forum for Swedish, Danish, Norwegian and Iceland Fascists.",17,TRUE,Breivik trying to establish Terror Network,6173,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,36,0,TRUE,FALSE,FALSE,1427352457,Breivik trying to establish Terror Network,6173,TRUE,scandinavia,breivik-trying-to-establish-terror-network,albanuadh,"a:5:{i:6173;s:10:""1457494330"";i:6093;s:10:""1455741561"";i:5176;s:10:""1432051789"";i:5163;s:10:""1431707116"";i:4937;s:10:""1426295732"";}",FALSE,FALSE
127,0,0,,0,,Marmite Bunker,Private sub for talking shop and activism.,3,TRUE,,,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,38,0,TRUE,FALSE,FALSE,0,,0,TRUE,marmite-bunker,,,,FALSE,FALSE
128,5,139,2016-03-15T11:17:17Z,9905,Painted White Wall,Burger Bunker,Private sub for talking shop and activism.,2,TRUE,Atomwaffen Propaganda,6150,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,45,0,TRUE,FALSE,FALSE,1426544890,Atomwaffen Propaganda,6150,TRUE,burger-bunker,atomwaffen-propaganda,painted-white-wall,"a:5:{i:6150;s:10:""1457127660"";i:6126;s:10:""1456172500"";i:6030;s:10:""1454608069"";i:5056;s:10:""1428786317"";i:4737;s:10:""1422507459"";}",FALSE,FALSE
129,5,562,2016-03-08T10:47:00Z,283,linkingdeath,National Action,Official National Action sub on IM.,2,TRUE,National Action,3100,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,38,0,TRUE,FALSE,FALSE,1427281795,NA Winter Camps,6034,TRUE,national-action,national-action,linkingdeath,"a:5:{i:6034;s:10:""1454698077"";i:5398;s:10:""1438287437"";i:5033;s:10:""1428147323"";i:5032;s:10:""1428147269"";i:3100;s:10:""1381539674"";}",FALSE,FALSE
130,11,1115,2016-02-29T21:11:05Z,9304,TheWeissewolfe,Golden Dawn,Official Golden Dawn sub on IM.,2,TRUE,Greece: hundreds turn out for Golden Dawn meeting as citizens burn invader base to the ground,6138,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,81,0,TRUE,FALSE,FALSE,1427351586,Greece: hundreds turn out for Golden Dawn meeting as citizens burn invader base to the ground,6138,TRUE,golden-dawn,greece-hundreds-turn-out-for-golden-dawn-meeting-as-citizens-burn-invader-base-to-the-ground,theweissewolfe,"a:5:{i:6138;s:10:""1456780265"";i:5540;s:10:""1442867090"";i:2257;s:10:""1364943197"";i:1873;s:10:""1357829784"";i:1757;s:10:""1354687783"";}",FALSE,FALSE
131,2,229,2016-03-07T15:05:29Z,2306,Sammy,Nordic Resistance Movement,Official NRM sub on IM.,2,TRUE,Nordic Resistance Movement,4365,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,121,0,TRUE,FALSE,FALSE,1448219098,Nordic Resistance Movement,4365,TRUE,nordic-resistance-movement,nordic-resistance-movement,sammy,"a:2:{i:4365;s:10:""1413144399"";i:2438;s:10:""1369078606"";}",FALSE,FALSE
132,2,10,2015-08-10T06:31:25Z,9478,Sinimusta,Finnish Resistance Movement,Official FRM branch of NRM sub on IM.,2,TRUE,Finnish Resistance commits an genocide in JyvÃ¤skylÃ¤,5412,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,73,0,TRUE,FALSE,FALSE,1427374737,Finnish Resistance commits an genocide in JyvÃ¤skylÃ¤,5412,TRUE,finnish-resistance-movement,finnish-resistance-commits-an-genocide-in-jyv%c3%a4skyl%c3%a4,sinimusta,"a:2:{i:5412;s:10:""1439025064"";i:2141;s:10:""1363446646"";}",FALSE,FALSE
133,7,10,2015-10-10T21:06:49Z,7636,Blue Eyed Devil,Historic Movements,Sub for discussing various Australian & New Zealand historic movements.,1,TRUE,New Zealand National Front,5637,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,108,0,TRUE,FALSE,FALSE,1427692861,New Zealand National Front,5637,TRUE,historic-movements,new-zealand-national-front,blue-eyed-devil,"a:5:{i:5637;s:10:""1444511209"";i:5044;s:10:""1428382056"";i:5043;s:10:""1428381501"";i:4733;s:10:""1422437183"";i:4788;s:10:""1422004284"";}",FALSE,FALSE
134,2,23,2013-10-16T02:32:34Z,6122,Nuclear Trump,Historic Movements,Sub for discussing various Canadian historic movements.,1,TRUE,Iron Guard remnants in Canada,3116,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,77,0,TRUE,FALSE,FALSE,1427378007,Iron Guard remnants in Canada,3116,TRUE,historic-movements,iron-guard-remnants-in-canada,nuclear-trump,"a:2:{i:3116;s:10:""1381885103"";i:346;s:10:""1322598727"";}",FALSE,FALSE
135,3,39,2015-10-05T20:52:38Z,6113,Aquila,Historic Movements,Sub for discussing various German historic movements.,2,TRUE,A brief History of Imperial German nationalism,5621,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,40,0,TRUE,FALSE,FALSE,1427454245,A brief History of Imperial German nationalism,5621,TRUE,historic-movements,a-brief-history-of-imperial-german-nationalism,aquila,"a:3:{i:5621;s:10:""1443979890"";i:837;s:10:""1334348798"";i:753;s:10:""1332706767"";}",FALSE,FALSE
136,1,22,2014-04-28T00:25:36Z,7,MoonmanKKK,Historic Movements,Sub for discussing various Irish historic movements.,1,TRUE,Irish Blueshirts,374,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,39,0,TRUE,FALSE,FALSE,1427351405,Irish Blueshirts,374,TRUE,historic-movements,irish-blueshirts,moonmankkk,"a:1:{i:374;s:10:""1323872734"";}",FALSE,FALSE
138,4,8,2015-03-28T02:14:32Z,283,linkingdeath,Historic Movements,Sub for discussing various Greek historic movements.,1,TRUE,4th of August Party,4998,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,81,0,TRUE,FALSE,FALSE,1427347968,4th of August Party,4998,TRUE,historic-movements,4th-of-august-party,linkingdeath,"a:4:{i:4998;s:10:""1427508872"";i:4986;s:10:""1427376561"";i:2567;s:10:""1371221409"";i:60;s:10:""1316104245"";}",FALSE,FALSE
139,2,38,2014-12-21T20:56:06Z,8133,CassandraGemini,Historic Movements,Sub for discussing various Hungarian historic movements.,1,TRUE,Szeged Idea,4552,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,71,0,TRUE,FALSE,FALSE,1427351685,Szeged Idea,4552,TRUE,historic-movements,szeged-idea,cassandragemini,"a:2:{i:4552;s:10:""1418739806"";i:1217;s:10:""1343187019"";}",FALSE,FALSE
140,4,0,2015-09-24T16:10:49Z,7636,Blue Eyed Devil,Historic Movements,Sub for discussing various Hispanidad region historic movements.,2,TRUE,Partido Nuevo Triunfo (PNT),5569,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,76,0,TRUE,FALSE,FALSE,0,Partido Nuevo Triunfo (PNT),5569,TRUE,historic-movements,partido-nuevo-triunfo-pnt,blue-eyed-devil,"a:4:{i:5569;s:10:""1443111049"";i:5567;s:10:""1443109065"";i:5229;s:10:""1433040745"";i:5221;s:10:""1432845815"";}",FALSE,FALSE
141,1,37,2013-12-09T00:00:12Z,6168,Racist,Historic Movements,Sub for discussing various Italian historic movements.,2,TRUE,Futurism,369,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,37,0,TRUE,FALSE,FALSE,1427348207,Futurism,369,TRUE,historic-movements,futurism,racist,"a:1:{i:369;s:10:""1323747107"";}",FALSE,FALSE
142,1,12,2012-07-16T21:13:11Z,16,Talleyrand,Historic Movements,Sub for discussing various Netherlands historic movements.,1,TRUE,Nederlandse Herstel beweging,706,last_post,Z-A,100,all,,TRUE,FALSE,TRUE,,43,0,TRUE,FALSE,FALSE,1427352008,Nederlandse Herstel beweging,706,TRUE,historic-movements,nederlandse-herstel-beweging,talleyrand,"a:1:{i:706;s:10:""1331581672"";}",FALSE,FALSE
