mt_id,mt_date,mt_title,mt_starter_id,mt_start_time,mt_last_post_time,mt_to_count,mt_to_member_id,mt_replies,mt_first_msg_id,mt_is_draft,mt_is_deleted
1746,2013-06-23T15:01:05Z,Niggers aren&#39;t human,288,2013-06-23T15:01:05Z,2013-06-23T22:25:21Z,4,991,2,6380,FALSE,TRUE
1028,2012-11-27T18:01:50Z,raysis gaming,56,2012-11-27T18:01:50Z,2012-11-27T18:01:50Z,1,1,0,4220,FALSE,FALSE
1029,2012-11-27T19:27:21Z,racist gamers,1109,2012-11-27T19:27:21Z,2012-11-27T19:27:21Z,1,1,0,4222,FALSE,FALSE
1030,2012-11-27T23:11:20Z,White man letter proofread,56,2012-11-27T23:11:20Z,2012-11-29T22:14:48Z,1,7,5,4225,FALSE,FALSE
1758,2013-06-26T21:51:53Z,Kva synest du om all den &#39;&#39;Anti-kristendommen&#39;&#39; her i Norge når det kommer til andre nasjonalister,6117,2013-06-26T21:51:53Z,2013-07-01T23:51:21Z,2,5333,1,6406,FALSE,FALSE
1033,2012-11-28T08:38:20Z,lel,2075,2012-11-28T08:38:20Z,2012-11-28T18:46:23Z,1,161,1,4235,FALSE,FALSE
1034,2012-11-28T16:07:41Z,Question about your picture,72,2012-11-28T16:07:41Z,2012-11-28T16:13:27Z,1,16,1,4237,FALSE,FALSE
4790,2016-07-22T06:05:28Z,Question,2099,2016-07-22T06:05:28Z,2016-07-22T08:28:58Z,1,0,6,19721,FALSE,FALSE
1081,2012-12-15T06:21:57Z,Hi,0,2012-12-15T06:21:57Z,2012-12-15T06:21:57Z,1,84,0,4425,FALSE,TRUE
1035,2012-11-28T23:55:22Z,Hey,2075,2012-11-28T23:55:22Z,2012-11-29T14:39:27Z,2,188,5,4241,FALSE,FALSE
1036,2012-11-29T03:45:40Z,Hello,1176,2012-11-29T03:45:40Z,2012-11-29T16:39:41Z,2,1066,1,4244,FALSE,FALSE
1037,2012-11-30T01:38:11Z,"haha, Autism must be hard for you.",2075,2012-11-30T01:38:11Z,2012-11-30T06:21:18Z,1,130,2,4257,FALSE,FALSE
1452,2013-01-07T18:30:31Z,опа ган ган стайл,53,2013-01-07T18:30:30Z,2013-01-07T18:30:30Z,1,49,0,5102,FALSE,FALSE
1038,2012-12-01T00:58:37Z,herp,35,2012-12-01T00:58:37Z,2012-12-01T01:07:28Z,1,2027,1,4261,FALSE,TRUE
1039,2012-12-01T04:54:23Z,Hello,0,2012-12-01T04:54:23Z,2012-12-11T05:39:37Z,1,2027,5,4263,FALSE,TRUE
1040,2012-12-01T14:04:04Z,Hello&#33;,2099,2012-12-01T14:04:04Z,2012-12-01T16:35:27Z,1,495,2,4265,FALSE,TRUE
1041,2012-12-02T05:07:04Z,Bravo.,335,2012-12-02T05:07:04Z,2012-12-02T05:33:00Z,2,372,3,4269,FALSE,FALSE
1042,2012-12-02T05:40:27Z,.,168,2012-12-02T05:40:27Z,2012-12-02T17:44:56Z,2,14,2,4273,FALSE,FALSE
1043,2012-12-02T07:49:29Z,introduction topic or camp,1,2012-12-02T07:49:29Z,2012-12-02T07:49:29Z,1,358,0,4274,FALSE,TRUE
1044,2012-12-02T10:19:31Z,About your religion,72,2012-12-02T10:19:31Z,2012-12-02T15:27:06Z,2,372,1,4275,FALSE,FALSE
1045,2012-12-02T22:33:36Z,Untitled,298,2012-12-02T22:33:36Z,2012-12-02T23:09:30Z,2,333,2,4279,FALSE,FALSE
1046,2012-12-03T02:54:13Z,Hey,130,2012-12-03T02:54:13Z,2012-12-03T15:43:04Z,1,2113,2,4282,FALSE,TRUE
1047,2012-12-03T18:54:04Z,Operation Igloo,85,2012-12-03T18:54:04Z,2012-12-03T18:54:04Z,1,7,0,4289,FALSE,FALSE
1049,2012-12-04T03:59:15Z,igloo,168,2012-12-04T03:59:15Z,2013-02-06T02:35:22Z,1,7,3,4292,FALSE,FALSE
1050,2012-12-04T16:59:07Z,Hello.,2099,2012-12-04T16:59:07Z,2012-12-04T17:37:46Z,1,72,1,4295,FALSE,TRUE
1051,2012-12-04T17:08:25Z,Hello.,2099,2012-12-04T17:08:25Z,2012-12-05T03:40:48Z,1,293,1,4296,FALSE,TRUE
1052,2012-12-04T20:00:25Z,disregard that bastard fagcap,72,2012-12-04T20:00:25Z,2012-12-04T20:00:25Z,2,358,0,4298,FALSE,FALSE
1054,2012-12-05T04:35:52Z,Introductions are important,1,2012-12-05T04:35:52Z,2012-12-06T03:29:50Z,1,208,5,4304,FALSE,TRUE
1055,2012-12-05T22:41:31Z,Hello,7,2012-12-05T22:41:31Z,2012-12-05T22:54:12Z,1,2144,2,4315,FALSE,TRUE
1056,2012-12-05T23:05:12Z,Hello,7,2012-12-05T23:05:12Z,2012-12-12T00:25:35Z,1,0,2,4318,FALSE,FALSE
1460,2013-01-10T02:35:45Z,Hello.,0,2013-01-10T02:35:45Z,2013-01-18T19:02:11Z,2,274,5,5158,FALSE,FALSE
2982,2014-11-08T14:14:28Z,romanzo cirminale,6235,2014-11-08T14:14:27Z,2014-11-11T01:24:24Z,1,6278,15,10081,FALSE,FALSE
4383,2016-02-25T03:05:31Z,Slovak bands,6269,2016-02-25T03:05:31Z,2016-02-27T01:29:18Z,2,9288,4,16946,FALSE,FALSE
1060,2012-12-06T13:21:58Z,Hello,283,2012-12-06T13:21:58Z,2012-12-06T14:27:55Z,1,7,2,4330,FALSE,TRUE
1068,2012-12-10T06:56:17Z,"рад что ты вернулся, Кавказский пленник&#33; ",49,2012-12-10T06:56:17Z,2012-12-10T16:22:36Z,1,53,3,4373,FALSE,TRUE
1071,2012-12-11T04:35:44Z,your Deviantart account,72,2012-12-11T04:35:44Z,2012-12-11T04:35:44Z,2,279,0,4384,FALSE,FALSE
1072,2012-12-11T12:09:40Z,Operation Igloo pledge,65,2012-12-11T12:09:40Z,2012-12-11T12:09:40Z,1,7,0,4389,FALSE,FALSE
1073,2012-12-11T15:58:46Z,Hello,1772,2012-12-11T15:58:46Z,2012-12-11T16:45:23Z,2,72,1,4391,FALSE,FALSE
1074,2012-12-11T18:21:23Z,Covington,288,2012-12-11T18:21:23Z,2012-12-11T18:21:23Z,2,7,0,4393,FALSE,FALSE
1075,2012-12-12T02:23:32Z,What exactly is fascism? ,0,2012-12-12T02:23:31Z,2012-12-12T02:23:32Z,2,29,0,4395,FALSE,FALSE
1076,2012-12-12T18:51:47Z,Sweden,0,2012-12-12T18:51:47Z,2012-12-13T19:58:19Z,1,1558,2,4397,FALSE,FALSE
1077,2012-12-13T00:37:14Z,Gday,0,2012-12-13T00:37:14Z,2012-12-13T00:37:14Z,1,64,0,4398,FALSE,TRUE
1078,2012-12-13T01:18:13Z,Gday,0,2012-12-13T01:18:12Z,2012-12-13T15:23:36Z,1,72,5,4399,FALSE,TRUE
1079,2012-12-13T11:31:15Z,Hello.,2099,2012-12-13T11:31:15Z,2012-12-13T16:56:21Z,1,91,2,4404,FALSE,TRUE
1080,2012-12-13T23:53:45Z,My tumblr,0,2012-12-13T23:53:45Z,2012-12-14T16:56:55Z,1,161,13,4411,FALSE,FALSE
1084,2012-12-15T06:23:07Z,Hi,0,2012-12-15T06:23:07Z,2012-12-15T06:23:07Z,1,266,0,4428,FALSE,TRUE
1085,2012-12-15T06:23:27Z,Hi,0,2012-12-15T06:23:26Z,2012-12-15T06:23:27Z,1,1176,0,4429,FALSE,TRUE
1087,2012-12-15T06:25:48Z,Hi,0,2012-12-15T06:25:48Z,2012-12-15T06:25:48Z,1,111,0,4431,FALSE,TRUE
1092,2012-12-15T06:28:09Z,Hi,0,2012-12-15T06:28:09Z,2012-12-15T06:28:09Z,1,50,0,4436,FALSE,TRUE
1093,2012-12-15T06:28:29Z,Hi,0,2012-12-15T06:28:28Z,2012-12-15T06:28:29Z,1,112,0,4437,FALSE,TRUE
1094,2012-12-15T06:28:43Z,Hi,0,2012-12-15T06:28:42Z,2013-02-06T20:06:48Z,1,361,2,4438,FALSE,TRUE
1095,2012-12-15T06:28:58Z,Hi,0,2012-12-15T06:28:57Z,2012-12-15T06:28:58Z,1,17,0,4439,FALSE,TRUE
1096,2012-12-15T06:30:03Z,Hi,0,2012-12-15T06:30:03Z,2012-12-15T06:30:03Z,1,1730,0,4440,FALSE,TRUE
1097,2012-12-15T06:30:44Z,Hi,0,2012-12-15T06:30:43Z,2012-12-15T06:30:44Z,1,2179,0,4441,FALSE,TRUE
1098,2012-12-15T06:31:01Z,Hi,0,2012-12-15T06:31:01Z,2012-12-15T06:31:01Z,1,298,0,4442,FALSE,TRUE
1099,2012-12-15T06:31:18Z,Hi,0,2012-12-15T06:31:18Z,2012-12-15T06:31:18Z,1,258,0,4443,FALSE,TRUE
1100,2012-12-15T06:32:23Z,Hi,0,2012-12-15T06:32:23Z,2012-12-15T06:32:23Z,1,152,0,4444,FALSE,TRUE
1101,2012-12-15T06:32:39Z,Hi,0,2012-12-15T06:32:38Z,2012-12-15T06:32:39Z,1,140,0,4445,FALSE,TRUE
1990,2013-10-21T02:42:18Z,Hi,0,2013-10-21T02:42:18Z,2013-10-21T02:42:18Z,1,5343,0,7204,FALSE,TRUE
1103,2012-12-15T06:33:07Z,Hi,0,2012-12-15T06:33:07Z,2012-12-15T06:33:07Z,1,505,0,4447,FALSE,TRUE
1104,2012-12-15T06:33:26Z,Hi,0,2012-12-15T06:33:26Z,2012-12-15T06:33:26Z,1,958,0,4448,FALSE,TRUE
1105,2012-12-15T06:33:44Z,Hi,0,2012-12-15T06:33:43Z,2012-12-15T06:33:44Z,1,72,0,4449,FALSE,TRUE
1106,2012-12-15T06:34:04Z,Hi,0,2012-12-15T06:34:04Z,2012-12-15T06:34:04Z,1,104,0,4450,FALSE,TRUE
1108,2012-12-15T06:34:39Z,Hi,0,2012-12-15T06:34:39Z,2012-12-15T06:34:39Z,1,159,0,4452,FALSE,TRUE
1110,2012-12-15T06:35:56Z,Hi,0,2012-12-15T06:35:56Z,2012-12-15T06:35:56Z,1,372,0,4454,FALSE,TRUE
1111,2012-12-15T06:36:16Z,Hi,0,2012-12-15T06:36:16Z,2012-12-15T06:36:16Z,1,335,0,4455,FALSE,TRUE
1112,2012-12-15T06:36:31Z,Hi,0,2012-12-15T06:36:31Z,2012-12-15T06:36:31Z,1,85,0,4456,FALSE,TRUE
1113,2012-12-15T06:36:47Z,Hi,0,2012-12-15T06:36:47Z,2012-12-15T06:36:47Z,1,133,0,4457,FALSE,TRUE
1114,2012-12-15T06:37:06Z,Hi,0,2012-12-15T06:37:05Z,2012-12-15T06:37:06Z,1,48,0,4458,FALSE,TRUE
1115,2012-12-15T06:37:28Z,Hi,0,2012-12-15T06:37:28Z,2012-12-15T06:37:28Z,1,3,0,4459,FALSE,TRUE
1117,2012-12-15T06:38:11Z,Hi,0,2012-12-15T06:38:11Z,2012-12-15T06:38:11Z,1,100,0,4461,FALSE,TRUE
1434,2013-01-04T14:26:30Z,Pledge update,65,2013-01-04T14:26:30Z,2013-01-08T00:54:25Z,1,7,2,5026,FALSE,FALSE
1119,2012-12-15T06:38:52Z,Hi,0,2012-12-15T06:38:52Z,2012-12-15T06:38:52Z,1,353,0,4464,FALSE,TRUE
1120,2012-12-15T06:39:07Z,Hi,0,2012-12-15T06:39:07Z,2012-12-15T06:39:07Z,1,2183,0,4465,FALSE,TRUE
1121,2012-12-15T06:39:23Z,Hi,0,2012-12-15T06:39:23Z,2013-01-04T00:04:49Z,1,269,1,4466,FALSE,TRUE
1123,2012-12-15T06:40:00Z,Hi,0,2012-12-15T06:40:00Z,2012-12-15T06:40:00Z,1,2082,0,4468,FALSE,TRUE
1125,2012-12-15T06:40:34Z,Hi,0,2012-12-15T06:40:33Z,2012-12-15T06:40:34Z,1,44,0,4470,FALSE,TRUE
1126,2012-12-15T06:40:50Z,Hi,0,2012-12-15T06:40:49Z,2012-12-15T06:40:50Z,1,1983,0,4471,FALSE,TRUE
1127,2012-12-15T06:41:04Z,Hi,0,2012-12-15T06:41:04Z,2012-12-15T06:41:04Z,1,81,0,4472,FALSE,TRUE
1128,2012-12-15T06:41:22Z,Hi,0,2012-12-15T06:41:22Z,2012-12-15T06:41:22Z,1,183,0,4473,FALSE,TRUE
1129,2012-12-15T06:41:37Z,Hi,0,2012-12-15T06:41:37Z,2012-12-15T06:41:37Z,1,857,0,4474,FALSE,TRUE
1130,2012-12-15T06:41:53Z,Hi,0,2012-12-15T06:41:53Z,2012-12-15T06:41:53Z,1,320,0,4475,FALSE,TRUE
1131,2012-12-15T06:43:19Z,Hi,0,2012-12-15T06:43:19Z,2012-12-15T06:43:19Z,1,206,0,4476,FALSE,TRUE
1133,2012-12-15T06:43:52Z,Hi,0,2012-12-15T06:43:52Z,2012-12-15T06:43:52Z,1,592,0,4478,FALSE,TRUE
1136,2012-12-15T06:44:41Z,Hi,0,2012-12-15T06:44:41Z,2012-12-15T06:44:41Z,1,887,0,4481,FALSE,TRUE
1137,2012-12-15T06:44:58Z,Hi,0,2012-12-15T06:44:58Z,2012-12-15T06:44:58Z,1,563,0,4482,FALSE,TRUE
1138,2012-12-15T06:45:13Z,Hi,0,2012-12-15T06:45:13Z,2012-12-15T06:45:13Z,1,660,0,4483,FALSE,TRUE
1140,2012-12-15T06:45:45Z,Hi,0,2012-12-15T06:45:45Z,2012-12-15T06:45:45Z,1,56,0,4485,FALSE,TRUE
1141,2012-12-15T06:45:59Z,Hi,0,2012-12-15T06:45:59Z,2012-12-15T06:45:59Z,1,125,0,4486,FALSE,TRUE
1142,2012-12-15T06:46:13Z,Hi,0,2012-12-15T06:46:13Z,2012-12-15T06:46:13Z,1,287,0,4487,FALSE,TRUE
1143,2012-12-15T06:46:30Z,Hi,0,2012-12-15T06:46:30Z,2012-12-15T06:46:30Z,1,362,0,4488,FALSE,TRUE
1144,2012-12-15T06:46:44Z,Hi,0,2012-12-15T06:46:44Z,2012-12-15T06:46:44Z,1,10,0,4489,FALSE,TRUE
1145,2012-12-15T06:47:02Z,Hi,0,2012-12-15T06:47:01Z,2012-12-15T06:47:02Z,1,317,0,4490,FALSE,TRUE
1147,2012-12-15T06:47:30Z,Hi,0,2012-12-15T06:47:30Z,2012-12-15T06:47:30Z,1,495,0,4492,FALSE,TRUE
1148,2012-12-15T06:47:44Z,Hi,0,2012-12-15T06:47:44Z,2012-12-15T18:41:47Z,1,1176,1,4493,FALSE,TRUE
1151,2012-12-15T06:48:31Z,Hi,0,2012-12-15T06:48:31Z,2012-12-15T19:04:08Z,1,991,1,4496,FALSE,TRUE
1153,2012-12-15T06:49:05Z,Hi,0,2012-12-15T06:49:05Z,2012-12-15T06:49:05Z,1,14,0,4498,FALSE,TRUE
1154,2012-12-15T06:49:24Z,Hi,0,2012-12-15T06:49:23Z,2012-12-15T06:49:24Z,1,315,0,4499,FALSE,TRUE
1156,2012-12-15T06:50:05Z,Hi,0,2012-12-15T06:50:05Z,2012-12-15T06:50:05Z,1,302,0,4501,FALSE,TRUE
1159,2012-12-15T06:50:50Z,Hi,0,2012-12-15T06:50:50Z,2012-12-15T06:50:50Z,1,151,0,4504,FALSE,TRUE
1160,2012-12-15T06:51:05Z,Hi,0,2012-12-15T06:51:05Z,2012-12-15T06:51:05Z,1,101,0,4505,FALSE,TRUE
1161,2012-12-15T06:51:19Z,Hi,0,2012-12-15T06:51:18Z,2012-12-15T06:51:19Z,1,138,0,4506,FALSE,TRUE
1162,2012-12-15T06:51:32Z,Hi,0,2012-12-15T06:51:32Z,2012-12-15T06:51:32Z,1,8,0,4507,FALSE,TRUE
1163,2012-12-15T06:51:50Z,Hi,0,2012-12-15T06:51:50Z,2012-12-15T06:51:50Z,1,1744,0,4508,FALSE,TRUE
1164,2012-12-15T06:52:05Z,Hi,0,2012-12-15T06:52:05Z,2012-12-15T06:52:05Z,1,2054,0,4509,FALSE,TRUE
1165,2012-12-15T06:52:25Z,Hi,0,2012-12-15T06:52:24Z,2012-12-15T06:52:25Z,1,205,0,4510,FALSE,TRUE
1168,2012-12-15T06:53:24Z,Hi,0,2012-12-15T06:53:24Z,2012-12-15T06:53:24Z,1,945,0,4513,FALSE,TRUE
1170,2012-12-15T06:53:56Z,Hi,0,2012-12-15T06:53:55Z,2012-12-15T06:53:56Z,1,272,0,4515,FALSE,TRUE
1171,2012-12-15T06:54:10Z,Hi,0,2012-12-15T06:54:09Z,2012-12-15T06:54:10Z,1,33,0,4516,FALSE,TRUE
1172,2012-12-15T06:54:25Z,Hi,0,2012-12-15T06:54:25Z,2012-12-15T06:54:25Z,1,208,0,4517,FALSE,TRUE
1173,2012-12-15T06:54:43Z,Hi,0,2012-12-15T06:54:43Z,2012-12-15T06:54:43Z,1,29,0,4518,FALSE,TRUE
1175,2012-12-15T06:55:14Z,Hi,0,2012-12-15T06:55:14Z,2012-12-15T06:55:14Z,1,37,0,4520,FALSE,TRUE
1177,2012-12-15T06:55:42Z,Hi,0,2012-12-15T06:55:42Z,2012-12-15T06:55:42Z,1,1578,0,4522,FALSE,TRUE
1178,2012-12-15T06:55:56Z,Hi,0,2012-12-15T06:55:56Z,2012-12-15T06:55:56Z,1,114,0,4523,FALSE,TRUE
1179,2012-12-15T06:56:09Z,Hi,0,2012-12-15T06:56:09Z,2012-12-15T06:56:09Z,1,2144,0,4524,FALSE,TRUE
1189,2012-12-15T06:59:08Z,Hi,0,2012-12-15T06:59:08Z,2012-12-15T22:57:27Z,1,168,1,4534,FALSE,TRUE
1190,2012-12-15T06:59:21Z,Hi,0,2012-12-15T06:59:21Z,2012-12-15T06:59:21Z,1,878,0,4535,FALSE,TRUE
1191,2012-12-15T06:59:39Z,Hi,0,2012-12-15T06:59:39Z,2012-12-15T06:59:39Z,1,1074,0,4536,FALSE,TRUE
1192,2012-12-15T07:00:39Z,Hi,0,2012-12-15T07:00:39Z,2012-12-15T07:00:39Z,1,64,0,4537,FALSE,TRUE
4797,2016-07-26T06:02:18Z,tribe,9303,2016-07-26T06:02:18Z,2016-07-26T18:28:22Z,1,0,3,19769,FALSE,FALSE
1194,2012-12-15T07:01:08Z,Hi,0,2012-12-15T07:01:08Z,2012-12-15T07:01:08Z,1,55,0,4539,FALSE,TRUE
1195,2012-12-15T07:01:24Z,Hi,0,2012-12-15T07:01:24Z,2012-12-15T07:01:24Z,1,63,0,4540,FALSE,TRUE
1196,2012-12-15T07:01:38Z,Hi,0,2012-12-15T07:01:38Z,2012-12-15T07:01:38Z,1,1104,0,4541,FALSE,TRUE
1199,2012-12-15T07:02:29Z,Hi,0,2012-12-15T07:02:29Z,2012-12-15T07:02:29Z,1,322,0,4544,FALSE,TRUE
1201,2012-12-15T07:02:59Z,Hi,0,2012-12-15T07:02:59Z,2012-12-15T07:02:59Z,1,197,0,4546,FALSE,TRUE
1202,2012-12-15T07:04:04Z,Hi,0,2012-12-15T07:04:04Z,2012-12-15T07:04:04Z,1,1122,0,4547,FALSE,TRUE
1203,2012-12-15T07:04:18Z,Hi,0,2012-12-15T07:04:18Z,2012-12-15T07:04:18Z,1,263,0,4548,FALSE,TRUE
1204,2012-12-15T07:04:35Z,Hi,0,2012-12-15T07:04:35Z,2012-12-15T07:04:35Z,1,150,0,4549,FALSE,TRUE
1205,2012-12-15T07:04:48Z,Hi,0,2012-12-15T07:04:48Z,2012-12-15T07:04:48Z,1,28,0,4550,FALSE,TRUE
1206,2012-12-15T07:05:02Z,Hi,0,2012-12-15T07:05:02Z,2012-12-15T07:05:02Z,1,6,0,4551,FALSE,TRUE
1207,2012-12-15T07:05:17Z,Hi,0,2012-12-15T07:05:17Z,2012-12-15T07:05:17Z,1,43,0,4552,FALSE,TRUE
1208,2012-12-15T07:05:31Z,Hi,0,2012-12-15T07:05:31Z,2012-12-15T07:05:31Z,1,267,0,4553,FALSE,TRUE
1209,2012-12-15T07:05:46Z,Hi,0,2012-12-15T07:05:46Z,2012-12-15T07:05:46Z,1,265,0,4554,FALSE,TRUE
1211,2012-12-15T07:06:18Z,Hi,0,2012-12-15T07:06:18Z,2012-12-15T07:06:18Z,1,73,0,4556,FALSE,TRUE
1212,2012-12-15T07:06:32Z,Hi,0,2012-12-15T07:06:32Z,2012-12-15T07:06:32Z,1,299,0,4557,FALSE,TRUE
1214,2012-12-15T07:07:01Z,Hi,0,2012-12-15T07:07:01Z,2012-12-15T07:07:01Z,1,2205,0,4559,FALSE,TRUE
1217,2012-12-15T07:09:13Z,Hi,0,2012-12-15T07:09:13Z,2012-12-15T07:09:13Z,1,198,0,4562,FALSE,TRUE
1220,2012-12-15T07:09:58Z,Hi,0,2012-12-15T07:09:58Z,2012-12-15T07:09:58Z,1,174,0,4565,FALSE,TRUE
1221,2012-12-15T07:10:12Z,Hi,0,2012-12-15T07:10:12Z,2012-12-15T07:10:12Z,1,2037,0,4566,FALSE,TRUE
1222,2012-12-15T07:10:26Z,Hi,0,2012-12-15T07:10:26Z,2012-12-15T07:10:26Z,1,62,0,4567,FALSE,TRUE
1224,2012-12-15T07:10:56Z,Hi,0,2012-12-15T07:10:56Z,2012-12-15T07:10:56Z,1,142,0,4569,FALSE,TRUE
1228,2012-12-15T07:12:10Z,Hi,0,2012-12-15T07:12:10Z,2012-12-15T07:12:10Z,1,143,0,4573,FALSE,TRUE
1229,2012-12-15T07:12:31Z,Hi,0,2012-12-15T07:12:31Z,2012-12-15T07:12:31Z,1,209,0,4574,FALSE,TRUE
1230,2012-12-15T07:12:45Z,Hi,0,2012-12-15T07:12:44Z,2012-12-15T07:12:45Z,1,329,0,4575,FALSE,TRUE
1231,2012-12-15T07:13:02Z,Hi,0,2012-12-15T07:13:02Z,2012-12-15T07:13:02Z,1,358,0,4576,FALSE,TRUE
1232,2012-12-15T07:13:17Z,Hi,0,2012-12-15T07:13:17Z,2012-12-15T07:13:17Z,1,207,0,4577,FALSE,TRUE
1236,2012-12-15T07:14:20Z,Hi,0,2012-12-15T07:14:20Z,2012-12-15T07:14:20Z,1,139,0,4581,FALSE,TRUE
1240,2012-12-15T07:15:17Z,Hi,0,2012-12-15T07:15:17Z,2012-12-17T06:43:39Z,1,1109,1,4585,FALSE,TRUE
1242,2012-12-15T07:15:49Z,Hi,0,2012-12-15T07:15:48Z,2012-12-15T07:15:49Z,1,79,0,4587,FALSE,TRUE
4381,2016-02-24T00:40:07Z,Hey,9393,2016-02-24T00:40:07Z,2016-02-25T14:37:26Z,1,9476,11,16926,FALSE,TRUE
1245,2012-12-15T07:16:32Z,Hi,0,2012-12-15T07:16:32Z,2012-12-15T07:16:32Z,1,368,0,4590,FALSE,TRUE
1246,2012-12-15T07:16:52Z,Hi,0,2012-12-15T07:16:52Z,2012-12-15T07:16:52Z,1,39,0,4591,FALSE,TRUE
1249,2012-12-15T07:17:41Z,Hi,0,2012-12-15T07:17:41Z,2012-12-15T07:17:41Z,1,333,0,4594,FALSE,TRUE
1250,2012-12-15T07:17:54Z,Hi,0,2012-12-15T07:17:53Z,2012-12-15T07:26:57Z,1,1793,3,4595,FALSE,TRUE
1251,2012-12-15T07:18:07Z,Hi,0,2012-12-15T07:18:07Z,2012-12-15T07:18:07Z,1,167,0,4596,FALSE,TRUE
1262,2012-12-15T07:20:59Z,Hi,0,2012-12-15T07:20:58Z,2012-12-15T07:20:59Z,1,191,0,4608,FALSE,TRUE
1265,2012-12-15T07:21:59Z,Hi,0,2012-12-15T07:21:59Z,2012-12-15T07:21:59Z,1,2,0,4612,FALSE,TRUE
1269,2012-12-15T07:22:56Z,Hi,0,2012-12-15T07:22:56Z,2012-12-15T07:22:56Z,1,175,0,4616,FALSE,TRUE
1270,2012-12-15T07:30:26Z,Hi,0,2012-12-15T07:30:26Z,2012-12-15T07:30:26Z,1,1270,0,4619,FALSE,TRUE
1271,2012-12-15T07:30:42Z,Hi,0,2012-12-15T07:30:41Z,2012-12-15T07:30:42Z,1,144,0,4620,FALSE,TRUE
1272,2012-12-15T07:30:56Z,Hi,0,2012-12-15T07:30:56Z,2012-12-16T02:38:12Z,1,805,1,4621,FALSE,TRUE
1276,2012-12-15T07:32:03Z,Hi,0,2012-12-15T07:32:02Z,2012-12-15T07:32:03Z,1,129,0,4625,FALSE,TRUE
1277,2012-12-15T07:32:18Z,Hi,0,2012-12-15T07:32:18Z,2012-12-15T11:41:24Z,1,91,1,4626,FALSE,TRUE
1278,2012-12-15T07:32:38Z,Hi,0,2012-12-15T07:32:38Z,2012-12-15T07:32:38Z,1,1772,0,4627,FALSE,TRUE
1280,2012-12-15T07:33:05Z,Hi,0,2012-12-15T07:33:05Z,2012-12-15T07:33:05Z,1,274,0,4629,FALSE,TRUE
1281,2012-12-15T07:33:19Z,Hi,0,2012-12-15T07:33:19Z,2012-12-15T07:33:19Z,1,865,0,4630,FALSE,TRUE
1282,2012-12-15T07:33:33Z,Hi,0,2012-12-15T07:33:33Z,2012-12-15T07:33:33Z,1,293,0,4631,FALSE,TRUE
1284,2012-12-15T07:34:35Z,Hi,0,2012-12-15T07:34:35Z,2012-12-15T14:49:40Z,1,323,1,4633,FALSE,TRUE
1286,2012-12-15T07:35:15Z,Hi,0,2012-12-15T07:35:15Z,2012-12-15T07:35:15Z,1,234,0,4635,FALSE,TRUE
1288,2012-12-15T07:35:48Z,Hi,0,2012-12-15T07:35:48Z,2012-12-15T07:35:48Z,1,23,0,4637,FALSE,TRUE
1289,2012-12-15T07:36:03Z,Hi,0,2012-12-15T07:36:03Z,2012-12-15T07:36:03Z,1,1608,0,4638,FALSE,TRUE
1290,2012-12-15T07:36:19Z,Hi,0,2012-12-15T07:36:18Z,2012-12-15T07:36:19Z,1,348,0,4639,FALSE,TRUE
1297,2012-12-15T07:38:54Z,Hi,0,2012-12-15T07:38:54Z,2012-12-15T07:38:54Z,1,190,0,4646,FALSE,TRUE
1299,2012-12-15T07:39:24Z,Hi,0,2012-12-15T07:39:24Z,2012-12-15T07:39:24Z,1,187,0,4648,FALSE,TRUE
1301,2012-12-15T07:42:22Z,Hi,0,2012-12-15T07:42:21Z,2012-12-15T07:42:22Z,1,338,0,4650,FALSE,TRUE
1302,2012-12-15T07:42:35Z,Hi,0,2012-12-15T07:42:35Z,2012-12-15T07:42:35Z,1,1066,0,4651,FALSE,TRUE
1305,2012-12-15T07:43:16Z,Hi,0,2012-12-15T07:43:15Z,2012-12-15T07:43:16Z,1,821,0,4654,FALSE,TRUE
1306,2012-12-15T07:43:28Z,Hi,0,2012-12-15T07:43:28Z,2012-12-15T07:43:28Z,1,2027,0,4655,FALSE,TRUE
1988,2013-10-21T02:38:36Z,Hi,0,2013-10-21T02:38:36Z,2013-10-21T03:01:11Z,1,3,1,7202,FALSE,TRUE
1308,2012-12-15T07:43:54Z,Hi,0,2012-12-15T07:43:54Z,2012-12-15T07:43:54Z,1,146,0,4657,FALSE,TRUE
1309,2012-12-15T07:44:08Z,Hi,0,2012-12-15T07:44:08Z,2012-12-15T07:44:08Z,1,422,0,4658,FALSE,TRUE
1312,2012-12-15T07:46:56Z,Hi,0,2012-12-15T07:46:56Z,2012-12-15T07:46:56Z,1,236,0,4661,FALSE,TRUE
1313,2012-12-15T07:47:11Z,Hi,0,2012-12-15T07:47:11Z,2012-12-15T07:47:11Z,1,326,0,4662,FALSE,TRUE
1314,2012-12-15T07:48:00Z,Hi,0,2012-12-15T07:48:00Z,2012-12-15T07:48:00Z,1,326,0,4663,FALSE,TRUE
1316,2012-12-15T07:48:28Z,Hi,0,2012-12-15T07:48:28Z,2012-12-15T07:48:28Z,1,1812,0,4665,FALSE,TRUE
1317,2012-12-15T07:48:40Z,Hi,0,2012-12-15T07:48:40Z,2012-12-15T07:48:40Z,1,134,0,4666,FALSE,TRUE
1318,2012-12-15T07:48:57Z,Hi,0,2012-12-15T07:48:57Z,2012-12-15T07:48:57Z,1,20,0,4667,FALSE,TRUE
